This file contains the S&P 500 straddle returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,,,,,,,
The dates are in YYYYMMDD format,,,,,,,,,,,,
r_K^{straddle} gives the daily return of a long constant-maturity at the money straddle strategy with target maturity K months,,,,,,,,,,,,
r_K^{short straddle} gives the daily return of a short straddle strategy assuming a margin requirement equal to 20% of the current S&P 500 index level,,,,,,,,,,,,
Returns are in percent,,,,,,,,,,,,
,,,,,,,,,,,,
Date,r_1^{straddle},r_2^{straddle},r_3^{straddle},r_6^{straddle},r_9^{straddle},r_12^{straddle},r_1^{short straddle},r_2^{short straddle},r_3^{short straddle},r_6^{short straddle},r_9^{short straddle},r_12^{short straddle}
20150330,1.077,1.599,1.083,0.428,0.402,1.03,-0.17,-0.373,-0.324,-0.19,-0.224,-0.705
20150331,1.977,0.699,0.757,0.851,0.646,0.833,-0.288,-0.154,-0.216,-0.365,-0.35,-0.532
20150401,-2.968,-2.551,-1.689,-0.964,-0.321,-0.781,0.471,0.596,0.505,0.435,0.18,0.544
20150402,-2.821,-1.41,-1.309,-1.021,-0.442,-0.045,0.461,0.336,0.398,0.46,0.255,0.031
20150406,-0.74,-0.649,-0.055,-0.01,0.078,0.586,0.112,0.147,0.016,0.005,-0.044,-0.406
20150407,-3.179,-2.361,-1.74,-0.821,-0.875,-0.62,0.487,0.534,0.505,0.356,0.489,0.4
20150408,-4.538,-2.266,-1.799,-0.806,-0.624,-0.331,0.698,0.513,0.523,0.359,0.347,0.229
20150409,-4.51,-3.523,-2.474,-1.829,-1.007,-1.166,0.662,0.774,0.704,0.782,0.556,0.746
20150410,-1.976,-0.696,-0.933,-0.799,-0.808,-0.644,0.266,0.143,0.251,0.333,0.429,0.406
20150413,3.358,2.333,1.956,0.921,0.898,0.973,-0.43,-0.464,-0.51,-0.381,-0.471,-0.607
20150414,-3.548,-2.435,-1.721,-1.01,-0.8,-0.518,0.517,0.526,0.48,0.427,0.428,0.331
20150415,-2.998,-1.515,-0.838,-0.261,0.124,-0.316,0.429,0.317,0.227,0.109,-0.066,0.2
20150416,-3.619,-2.079,-1.281,-0.481,-0.375,0.119,0.473,0.417,0.334,0.194,0.199,-0.075
20150417,2.754,1.228,0.687,1.044,0.449,0.713,-0.361,-0.244,-0.178,-0.42,-0.238,-0.45
20150420,-1.457,-2.053,-1.758,-1.087,-0.108,-0.779,0.213,0.441,0.491,0.461,0.059,0.504
20150421,-1.694,-0.891,-0.789,-0.458,-0.387,-0.287,0.226,0.179,0.207,0.19,0.207,0.183
20150422,-1.867,-1.034,-0.575,-0.172,-0.113,-0.063,0.25,0.211,0.152,0.071,0.06,0.04
20150423,-0.04,-0.077,0.232,0.504,1.172,0.788,0.005,0.015,-0.059,-0.202,-0.623,-0.501
20150424,-2.042,0.676,0.972,0.595,0.385,0.527,0.255,-0.132,-0.248,-0.24,-0.201,-0.338
20150427,1.29,0.42,0.283,-0.114,-0.329,-0.219,-0.157,-0.083,-0.073,0.046,0.173,0.141
20150428,-3.908,-2.477,-2.001,-1.297,-0.719,-0.712,0.523,0.519,0.539,0.534,0.39,0.462
20150429,-0.093,-0.386,-0.665,-0.558,-0.558,-0.374,0.012,0.077,0.174,0.227,0.294,0.241
20150430,8.691,3.188,2.331,1.129,0.149,0.379,-1.156,-0.656,-0.619,-0.46,-0.08,-0.244
20150501,-3.451,-1.754,-1.714,-1.789,-1.102,-0.932,0.529,0.396,0.491,0.763,0.605,0.614
20150504,-2.792,-0.35,0.194,0.231,0.322,0.056,0.361,0.071,-0.051,-0.093,-0.172,-0.036
20150505,7.514,3.671,2.069,1.132,0.662,0.197,-0.991,-0.745,-0.546,-0.464,-0.348,-0.127
20150506,0.238,-0.546,-0.672,-0.385,-0.286,-0.12,-0.036,0.123,0.191,0.166,0.156,0.079
20150507,1.753,1.358,1.085,0.436,0.692,0.201,-0.278,-0.312,-0.316,-0.189,-0.388,-0.133
20150508,-2.828,-2.474,-0.954,-0.783,-0.719,-1.02,0.441,0.56,0.275,0.34,0.395,0.677
20150511,-1.878,-0.427,-0.573,-0.042,-0.229,0.043,0.24,0.086,0.15,0.017,0.12,-0.028
20150512,-1.759,-1.292,-1.062,-0.339,-0.55,-0.586,0.244,0.273,0.29,0.141,0.3,0.381
20150513,-3.255,-2.476,-1.499,-0.965,-0.744,-0.464,0.464,0.529,0.415,0.415,0.405,0.301
20150514,3.118,1.903,0.985,1.046,0.695,0.136,-0.439,-0.403,-0.271,-0.447,-0.376,-0.088
20150515,-5.453,-2.116,-1.189,-0.65,-0.433,-0.17,0.694,0.418,0.306,0.267,0.228,0.108
20150518,-1.256,-0.423,-0.926,-0.536,-0.501,-0.293,0.153,0.082,0.237,0.219,0.263,0.186
20150519,-1.362,-1.83,-1.166,-1.303,-1.571,-1.597,0.171,0.354,0.295,0.52,0.824,1.015
20150520,-2.957,-0.777,-1.013,-0.791,-0.781,-0.994,0.376,0.149,0.255,0.313,0.405,0.623
20150521,-3.741,-3.239,-2.128,-1.591,-1.146,-1.059,0.472,0.625,0.534,0.628,0.591,0.659
20150522,-3.299,-1.824,-1.59,-0.594,-0.676,-0.327,0.402,0.344,0.387,0.228,0.34,0.201
20150526,4.304,1.183,0.859,0.112,-0.139,-0.134,-0.529,-0.222,-0.21,-0.044,0.071,0.082
20150527,2.034,0.324,-0.032,-0.489,0.238,0.085,-0.297,-0.068,0.008,0.199,-0.126,-0.054
20150528,-1.13,-0.553,-0.581,-0.049,-0.062,-0.099,0.147,0.108,0.146,0.019,0.032,0.061
20150529,-0.267,-0.636,-0.745,-0.821,-0.405,-0.341,0.035,0.125,0.189,0.329,0.208,0.212
20150601,-3.429,-1.626,-1.208,-0.619,-0.387,-0.312,0.483,0.334,0.316,0.25,0.203,0.198
20150602,-0.915,-0.024,0.373,0.307,0.226,0.253,0.13,0.005,-0.098,-0.123,-0.117,-0.161
20150603,-2.663,-1.326,-0.913,-0.232,0.144,0.451,0.388,0.278,0.243,0.094,-0.076,-0.289
20150604,3.726,1.935,1.448,1.113,1.069,0.669,-0.523,-0.397,-0.381,-0.448,-0.556,-0.43
20150605,-6.127,-3.288,-2.287,-1.021,-0.564,-0.371,0.948,0.729,0.644,0.434,0.306,0.243
20150608,-1.604,-0.181,-0.025,-0.318,-0.286,-0.288,0.239,0.039,0.007,0.135,0.155,0.188
20150609,-5.478,-3.034,-2.112,-1.22,-0.907,-0.642,0.866,0.697,0.611,0.522,0.506,0.43
20150610,2.536,1.192,0.355,-0.542,0.173,-0.324,-0.385,-0.268,-0.101,0.23,-0.096,0.216
20150611,-4.851,-3.378,-2.361,-1.598,-1.318,-1.33,0.663,0.701,0.628,0.649,0.705,0.857
20150612,1.228,0.613,-0.092,-0.234,-0.638,-0.257,-0.163,-0.122,0.024,0.094,0.337,0.163
20150615,3.603,2.001,1.318,0.787,0.685,0.63,-0.508,-0.421,-0.355,-0.325,-0.364,-0.403
20150616,0.765,0.265,0.729,0.588,0.596,0.817,-0.123,-0.06,-0.207,-0.249,-0.323,-0.541
20150617,-2.737,-1.867,-0.986,-0.535,-0.482,-0.798,0.417,0.412,0.276,0.227,0.262,0.522
20150618,-0.195,0.475,0.786,0.424,0.837,0.587,0.029,-0.102,-0.216,-0.176,-0.452,-0.381
20150619,-1.336,-0.674,0.319,-0.293,-0.224,-0.096,0.178,0.135,-0.082,0.119,0.118,0.061
20150622,-8.099,-4.327,-4.112,-2.315,-2.247,-1.715,1.131,0.89,1.1,0.948,1.188,1.114
20150623,-5.503,-3.574,-2.689,-1.576,-0.962,-0.88,0.708,0.693,0.685,0.633,0.497,0.55
20150624,2.087,0.57,-0.357,-0.762,-0.678,-0.495,-0.259,-0.106,0.089,0.302,0.348,0.307
20150625,1.937,0.447,-0.046,-0.377,-0.316,-0.434,-0.259,-0.088,0.012,0.151,0.162,0.273
20150626,-1.626,-0.903,-0.582,-0.51,-0.312,-0.335,0.233,0.187,0.155,0.208,0.163,0.21
20150629,24.356,15.478,11.581,5.262,4.194,1.604,-3.487,-3.209,-3.079,-2.15,-2.182,-1.03
20150630,-4.198,-2.088,-1.713,-1.675,-1.564,-1.471,0.812,0.547,0.549,0.763,0.893,0.99
20150701,-5.722,-4.045,-3.681,-2.231,-2.204,-1.759,1.042,1.01,1.151,0.998,1.232,1.163
20150702,2.677,2.953,2.538,1.602,1.703,0.948,-0.445,-0.686,-0.74,-0.698,-0.927,-0.612
20150706,-4.836,-1.704,-0.12,-0.264,-0.257,0.037,0.839,0.412,0.036,0.117,0.143,-0.024
20150707,-3.114,-1.947,-1.694,-1.336,-1.204,-1.274,0.566,0.495,0.532,0.6,0.674,0.841
20150708,12.518,6.603,4.453,3.034,1.141,0.75,-2.102,-1.582,-1.344,-1.297,-0.628,-0.486
20150709,-0.518,0.254,0.344,0.64,0.435,0.878,0.105,-0.07,-0.115,-0.301,-0.247,-0.604
20150710,-4.553,-3.271,-2.63,-2.272,-1.789,-1.647,0.911,0.89,0.877,1.044,1.022,1.1
20150713,-10.008,-7.716,-6.445,-4.674,-2.669,-1.965,1.713,1.871,1.959,2.015,1.477,1.275
20150714,-2.99,-1,0.157,0.604,0.435,0.233,0.429,0.209,-0.043,-0.248,-0.222,-0.142
20150715,-1.053,-1.624,-0.965,-0.211,0.12,0.422,0.142,0.329,0.256,0.084,-0.061,-0.257
20150716,-4.507,-2.851,-2.526,-1.177,-0.541,-0.252,0.615,0.581,0.668,0.468,0.278,0.154
20150717,-3.834,-1.61,-1.873,-1.203,-0.726,-0.554,0.457,0.299,0.459,0.471,0.367,0.335
20150720,-1.695,-0.854,-0.644,-0.077,-0.183,-0.094,0.198,0.156,0.156,0.03,0.092,0.056
20150721,-2.731,-2.831,-1.555,-0.883,-0.81,-0.59,0.324,0.532,0.383,0.333,0.408,0.357
20150722,-6.654,-3.617,-2.718,-1.486,-1.277,-0.967,0.814,0.691,0.679,0.578,0.642,0.585
20150723,2.645,0.937,0.55,0.472,0.389,0.391,-0.313,-0.177,-0.137,-0.182,-0.196,-0.236
20150724,3.037,1.435,0.737,-0.454,0.306,0.227,-0.398,-0.285,-0.19,0.184,-0.156,-0.138
20150727,4.251,3.782,2.715,1.74,0.701,0.6,-0.615,-0.807,-0.747,-0.713,-0.375,-0.381
20150728,-4.249,-4.332,-3.491,-1.687,-1.24,-0.778,0.705,1.02,1.028,0.731,0.677,0.504
20150729,-1.506,0.046,0.135,0.286,0.429,0.189,0.203,-0.01,-0.036,-0.116,-0.227,-0.12
20150730,-3.882,-1.47,-0.657,-0.226,-0.265,-0.204,0.474,0.287,0.168,0.088,0.135,0.124
20150731,-2.329,-0.513,-0.372,-0.372,-0.273,-0.311,0.277,0.1,0.095,0.145,0.139,0.188
20150803,-6.046,-3.895,-3.014,-1.463,-1.298,-0.896,0.725,0.761,0.781,0.575,0.661,0.544
20150804,-2.46,-1.289,-1.006,-0.626,-0.382,-0.437,0.319,0.259,0.264,0.252,0.194,0.274
20150805,-1.279,0.42,0.391,0.413,0.317,0.223,0.167,-0.085,-0.102,-0.166,-0.166,-0.14
20150806,4.825,2.619,1.531,0.239,0.455,0.444,-0.616,-0.522,-0.4,-0.097,-0.231,-0.268
20150807,-3.898,-1.955,-1.392,-1.005,-1.129,-1.047,0.554,0.422,0.384,0.411,0.603,0.66
20150810,0.375,0.348,0.378,0.104,0.757,0.531,-0.053,-0.076,-0.105,-0.042,-0.401,-0.333
20150811,7.013,2.882,2.375,1.671,1.114,1.249,-0.869,-0.58,-0.62,-0.659,-0.567,-0.752
20150812,-0.084,0.331,0.183,0.044,0.019,-0.211,0.012,-0.072,-0.051,-0.018,-0.01,0.134
20150813,-4.384,-2.739,-1.995,-0.941,-0.268,-0.054,0.637,0.603,0.563,0.392,0.145,0.034
20150814,-3.848,-1.078,-0.387,-0.331,-0.037,-0.302,0.549,0.233,0.108,0.137,0.02,0.192
20150817,-3.269,-2.051,-1.399,-0.656,0.069,0.126,0.442,0.434,0.381,0.271,-0.037,-0.08
20150818,-0.921,-0.075,0.089,0.301,0.178,0.098,0.124,0.015,-0.024,-0.121,-0.092,-0.06
20150819,1.351,-0.266,-0.126,-0.555,-0.568,-0.975,-0.191,0.056,0.034,0.23,0.296,0.617
20150820,22.379,12.32,7.714,3.763,0.842,0.585,-3.412,-2.71,-2.167,-1.569,-0.456,-0.372
20150821,27.468,16.98,11.727,5.651,3.672,1.692,-5.365,-4.484,-3.795,-2.609,-2.106,-1.143
20150824,29.252,21.717,15.06,7.166,3.498,1.833,-7.732,-7.214,-5.909,-3.791,-2.223,-1.331
20150825,-9.791,-5.956,-3.814,-0.826,1.243,1.085,3.682,2.649,1.896,0.512,-0.88,-0.872
20150826,1.641,0.674,0.374,0.264,0.044,0.165,-0.589,-0.296,-0.187,-0.168,-0.032,-0.137
20150827,5.758,6.344,5.519,4.366,3.855,4.201,-1.667,-2.315,-2.332,-2.434,-2.57,-3.192
20150828,-0.521,2.558,3.556,4.384,4.316,4.22,0.136,-0.862,-1.421,-2.345,-2.825,-3.13
20150831,-4.939,-2.078,-0.879,-0.139,-0.028,0.115,1.29,0.724,0.365,0.078,0.019,-0.089
20150901,9.669,8.052,6.228,4.086,3.418,2.634,-2.592,-2.888,-2.659,-2.375,-2.367,-2.064
20150902,-10.264,-7.406,-6.126,-3.974,-3.017,-2.074,3.253,3.107,3.004,2.557,2.292,1.762
20150903,-2.575,-1.507,-0.496,0.473,0.549,1.113,0.68,0.546,0.215,-0.28,-0.389,-0.905
20150904,2.369,2.111,1.679,1.52,0.782,1.039,-0.602,-0.745,-0.718,-0.887,-0.558,-0.833
20150908,-0.301,-0.383,-0.639,0.401,0.394,0.467,0.084,0.147,0.292,-0.25,-0.293,-0.391
20150909,1.089,-0.398,-0.992,-1.605,-1.251,-1.01,-0.267,0.136,0.412,0.933,0.88,0.809
20150910,-3.931,-2.812,-2.266,-1.237,-0.697,-0.197,1.043,1.011,0.98,0.734,0.5,0.162
20150911,-3.145,-1.978,-1.384,-0.744,-0.327,-0.071,0.787,0.681,0.576,0.435,0.231,0.056
20150914,-3.839,-2.255,-1.48,-0.127,0.416,0.315,0.916,0.754,0.599,0.072,-0.292,-0.251
20150915,1.017,-1.126,-1.827,-2.238,-1.912,-1.893,-0.247,0.382,0.749,1.295,1.365,1.521
20150916,-1.503,-2.699,-3.321,-2.244,-2.205,-1.59,0.341,0.85,1.265,1.236,1.497,1.23
20150917,-4.757,-2.791,-2.66,-3.128,-2.519,-2.13,1.001,0.814,0.949,1.631,1.626,1.61
20150918,1.873,3.376,3.958,3.288,2.643,1.27,-0.391,-0.985,-1.394,-1.671,-1.671,-0.943
20150921,-10.646,-7.237,-5.53,-3.134,-2.454,-1.977,2.47,2.327,2.145,1.718,1.667,1.52
20150922,3.099,2.293,0.86,0.08,0.475,-0.004,-0.645,-0.675,-0.315,-0.042,-0.31,0.003
20150923,-5.935,-4.94,-3.348,-1.917,-2.218,-1.351,1.364,1.563,1.295,1.05,1.516,1.063
20150924,2.534,1.718,1.766,1.31,0.694,0.522,-0.566,-0.527,-0.671,-0.707,-0.466,-0.406
20150925,-2.447,-0.11,0.033,0.494,0.528,0.538,0.577,0.035,-0.013,-0.272,-0.362,-0.423
20150928,10.766,5.491,3.461,2.469,0.76,0.745,-2.519,-1.766,-1.374,-1.37,-0.526,-0.59
20150929,-4.029,-2.671,-2.031,-1.527,-1.078,-0.947,1.127,0.974,0.892,0.917,0.794,0.793
20150930,0.54,0.113,0.417,0.343,1.293,1.172,-0.146,-0.04,-0.18,-0.203,-0.943,-0.972
20151001,-4.442,-2.304,-1.617,-0.779,-0.429,-0.163,1.099,0.755,0.651,0.443,0.299,0.13
20151002,0.008,0.73,0.062,0.113,-0.026,-0.124,-0.002,-0.234,-0.024,-0.064,0.018,0.099
20151005,2.183,0.903,0.384,0.7,1.12,0.211,-0.481,-0.275,-0.144,-0.38,-0.767,-0.164
20151006,-3.386,-2.076,-1.682,-0.725,-0.636,-0.408,0.672,0.584,0.59,0.37,0.413,0.307
20151007,-0.694,-0.134,-0.153,0.321,0.325,0.177,0.139,0.038,0.054,-0.167,-0.211,-0.133
20151008,0.63,-0.323,-0.456,-0.361,0.11,-0.182,-0.12,0.088,0.155,0.182,-0.071,0.134
20151009,-5.656,-2.471,-1.494,-0.712,-0.562,-0.563,1.011,0.64,0.484,0.345,0.346,0.412
20151012,-8.425,-6.233,-5.072,-3.225,-2.48,-1.753,1.434,1.57,1.627,1.555,1.521,1.277
20151013,1.28,2.16,1.839,1.481,1.289,0.896,-0.212,-0.525,-0.57,-0.697,-0.775,-0.644
20151014,-1.482,-0.831,-0.285,-0.071,0.595,0.279,0.262,0.215,0.093,0.035,-0.366,-0.204
20151015,3.523,1.07,0.156,-0.12,0.407,0.241,-0.639,-0.284,-0.052,0.06,-0.262,-0.18
20151016,-4.169,-1.987,-1.445,-0.577,-0.578,-0.546,0.676,0.482,0.445,0.275,0.35,0.39
20151019,-8.241,-6.747,-5.508,-4.012,-3.069,-2.611,1.244,1.568,1.642,1.85,1.844,1.844
20151020,1.635,1.706,1.135,0.797,0.479,0.348,-0.239,-0.381,-0.327,-0.357,-0.281,-0.24
20151021,2.39,2.871,2.034,1.164,0.557,0.291,-0.369,-0.66,-0.603,-0.527,-0.329,-0.202
20151022,7.359,2.692,1.372,0.56,0.071,-0.214,-1.228,-0.666,-0.428,-0.264,-0.042,0.151
20151023,6.457,5.243,3.971,2.79,1.335,1.383,-0.962,-1.174,-1.133,-1.255,-0.756,-0.934
20151026,0.862,1.477,1.226,0.826,0.868,0.83,-0.122,-0.32,-0.341,-0.364,-0.49,-0.552
20151027,-1.14,-1.179,-0.894,-0.769,-0.365,-0.201,0.174,0.271,0.26,0.346,0.209,0.136
20151028,2.946,1.75,1.821,1.149,1.023,1.026,-0.46,-0.406,-0.541,-0.516,-0.592,-0.706
20151029,0.085,0.573,0.757,0.151,-0.007,0.137,-0.012,-0.126,-0.214,-0.066,0.004,-0.092
20151030,-3.354,-1.389,-0.752,-0.51,-0.541,-0.439,0.479,0.311,0.215,0.223,0.306,0.296
20151102,-2.277,-1.643,-1.78,-1.135,-0.498,-0.421,0.325,0.373,0.517,0.503,0.287,0.285
20151103,3.507,2.911,2.44,1.331,1.165,0.923,-0.478,-0.615,-0.663,-0.56,-0.643,-0.604
20151104,1.161,1.91,1.844,1.537,1.261,0.946,-0.166,-0.412,-0.51,-0.654,-0.695,-0.624
20151105,-3.589,-2.324,-1.532,-0.777,-0.64,-0.363,0.547,0.523,0.438,0.349,0.364,0.243
20151106,-8.248,-4.492,-2.952,-1.902,-1.436,-1.156,1.233,0.999,0.845,0.852,0.813,0.773
20151109,3.335,1.986,1.432,0.239,0.118,-0.071,-0.47,-0.432,-0.404,-0.105,-0.066,0.047
20151110,-5.553,-3.116,-2.148,-1.353,-1.233,-1.096,0.892,0.737,0.651,0.614,0.718,0.748
20151111,-0.389,-0.29,0.038,0.167,0.1,0.119,0.06,0.067,-0.011,-0.075,-0.057,-0.08
20151112,5.77,4.654,3.869,1.651,1.392,1.131,-0.919,-1.096,-1.162,-0.764,-0.805,-0.768
20151113,4.151,3.083,2.953,1.567,1.432,1.267,-0.751,-0.81,-0.978,-0.77,-0.87,-0.896
20151116,-2.322,-2.273,-2.224,-1.107,-0.896,-0.86,0.465,0.65,0.793,0.574,0.57,0.632
20151117,1.847,2.022,1.435,0.878,0.476,0.317,-0.329,-0.518,-0.47,-0.424,-0.289,-0.225
20151118,3.845,1.776,1.235,0.417,0.762,0.717,-0.718,-0.474,-0.413,-0.204,-0.467,-0.51
20151119,-1.975,0.539,1.306,1.842,1.798,1.696,0.324,-0.13,-0.403,-0.851,-1.056,-1.173
20151120,-5.931,-3.649,-2.748,-1.293,-0.816,-0.522,0.978,0.903,0.865,0.611,0.489,0.368
20151123,-7.861,-4.802,-3.57,-2.014,-1.445,-1.091,1.221,1.128,1.084,0.939,0.846,0.758
20151124,-1.009,-0.48,-0.12,0.313,0.444,0.778,0.156,0.111,0.036,-0.145,-0.258,-0.538
20151125,-5.014,-2.964,-2.212,-1.226,-0.639,-0.24,0.778,0.691,0.664,0.569,0.373,0.168
20151127,-0.33,0.037,-0.058,-0.12,-0.286,-0.327,0.05,-0.009,0.017,0.055,0.166,0.225
20151130,-1.721,-1.886,-1.51,-0.905,-0.484,-0.365,0.261,0.443,0.451,0.418,0.282,0.251
20151201,-1.701,-1.321,-1.305,-1.436,-1.056,-1.019,0.276,0.319,0.397,0.667,0.63,0.718
20151202,5.173,1.981,1.352,0.607,-0.361,-0.264,-0.751,-0.443,-0.382,-0.266,0.207,0.178
20151203,6.58,3.292,2.163,0.623,-1.052,-1.539,-1.076,-0.8,-0.653,-0.285,0.619,1.07
20151204,2.187,0.735,0.953,1.32,2.012,1.882,-0.409,-0.197,-0.317,-0.652,-1.219,-1.33
20151207,-0.804,-1.3,-0.914,-0.81,-0.621,-0.369,0.12,0.301,0.27,0.368,0.357,0.25
20151208,2.174,1.571,0.851,0.826,0.479,0.513,-0.354,-0.38,-0.261,-0.383,-0.283,-0.356
20151209,4.321,1.863,0.928,0.165,0.238,-0.027,-0.763,-0.478,-0.299,-0.079,-0.143,0.019
20151210,-0.791,0.013,0.327,0.732,0.779,0.568,0.153,-0.003,-0.11,-0.365,-0.481,-0.41
20151211,16.034,10.026,7.958,4.571,3.166,2.814,-3.08,-2.727,-2.668,-2.269,-1.969,-2.039
20151214,-8.663,-6.193,-4.721,-3.621,-2.745,-1.803,2.05,1.982,1.833,1.973,1.83,1.406
20151215,0.299,0.589,0.353,0.389,-0.004,-0.095,-0.065,-0.177,-0.129,-0.205,0.003,0.071
20151216,-1.717,-2.043,-1.733,-1.426,-1.641,-1.532,0.355,0.579,0.61,0.725,1.033,1.124
20151217,-0.627,0.041,-0.279,-0.441,-0.225,-0.069,0.112,-0.01,0.09,0.211,0.134,0.048
20151218,2.153,2.089,1.335,0.936,1.033,0.851,-0.408,-0.56,-0.453,-0.465,-0.637,-0.613
20151221,-5.675,-3.331,-2.3,-1.58,-1.038,-0.852,1.163,0.971,0.838,0.824,0.682,0.647
20151222,-4.022,-2.65,-2.02,-1.375,-1.511,-1.401,0.772,0.733,0.713,0.707,0.959,1.035
20151223,2.238,1.485,1.364,0.579,-0.029,0.201,-0.392,-0.384,-0.452,-0.283,0.018,-0.145
20151224,-1.423,-0.415,-0.499,-0.085,-0.009,-0.018,0.223,0.1,0.157,0.04,0.005,0.012
20151228,-4.218,-2.936,-2.381,-1.787,-1.308,-1.174,0.678,0.724,0.757,0.844,0.77,0.825
20151229,3.123,1.576,1.606,0.575,0.955,0.836,-0.533,-0.397,-0.519,-0.271,-0.574,-0.585
20151230,-1.413,-0.356,-0.552,-0.104,-0.532,-0.494,0.229,0.084,0.17,0.047,0.311,0.339
20151231,-0.122,-0.049,-0.572,-0.231,-0.351,-0.423,0.021,0.012,0.182,0.109,0.206,0.291
20160104,6.15,2.369,1.177,0.432,0.566,1.168,-1.11,-0.615,-0.39,-0.212,-0.342,-0.819
20160105,-5.875,-3.887,-2.878,-2.089,-1.765,-1.423,1.224,1.13,1.037,1.075,1.115,1.058
20160106,1.17,0.197,-0.556,-0.587,-0.478,-0.409,-0.23,-0.055,0.194,0.296,0.296,0.295
20160107,13.533,6.685,3.983,1.771,0.938,0.336,-2.839,-1.963,-1.45,-0.921,-0.597,-0.248
20160108,1.716,1.199,1.303,0.919,0.763,0.692,-0.423,-0.399,-0.524,-0.517,-0.518,-0.536
20160111,-13.632,-9.569,-7.138,-4.755,-3.152,-2.76,3.59,3.374,3.031,2.79,2.208,2.204
20160112,-3.1,-2.746,-2.199,-0.882,-0.503,-0.23,0.731,0.884,0.867,0.496,0.342,0.179
20160113,9.244,5.765,3.484,2.161,1.244,1.279,-2.045,-1.754,-1.319,-1.165,-0.82,-0.971
20160114,4.683,2.089,1.539,0.543,0.583,0.233,-1.164,-0.714,-0.642,-0.317,-0.41,-0.188
20160115,6.443,3.864,2.225,1.274,1.19,0.928,-1.533,-1.253,-0.887,-0.716,-0.811,-0.724
20160119,-8.032,-4.865,-3.593,-1.987,-1.327,-1.064,2.131,1.742,1.556,1.204,0.962,0.876
20160120,1.841,0.684,-0.161,-0.039,-0.14,0.009,-0.463,-0.237,0.068,0.023,0.101,-0.007
20160121,-1.856,-0.11,0.408,0.35,0.219,0.515,0.497,0.04,-0.181,-0.212,-0.16,-0.432
20160122,-5.545,-3.249,-2.722,-1.244,-0.765,-0.807,1.445,1.17,1.183,0.752,0.556,0.669
20160125,0.676,0.687,0.551,-0.298,-1.053,-1.108,-0.15,-0.219,-0.216,0.166,0.729,0.879
20160126,1.004,0.294,0.014,0.635,0.588,0.537,-0.245,-0.101,-0.006,-0.373,-0.418,-0.435
20160127,0.584,-0.029,0.115,-0.771,-0.872,-0.953,-0.133,0.009,-0.046,0.438,0.603,0.753
20160128,-3.897,-2.765,-2.235,-1.486,-1.06,-1.056,0.943,0.933,0.927,0.855,0.748,0.848
20160129,5.378,4.238,4.077,2.172,1.449,1.15,-1.21,-1.368,-1.653,-1.216,-0.988,-0.897
20160201,-4.948,-2.026,-1.201,-0.486,-0.075,0.027,0.996,0.606,0.451,0.258,0.049,-0.021
20160202,6.965,3.286,1.598,1.03,0.277,-0.241,-1.405,-0.98,-0.602,-0.549,-0.181,0.183
20160203,-0.838,0.08,0.302,0.486,0.579,0.7,0.19,-0.026,-0.121,-0.278,-0.397,-0.549
20160204,-0.287,0.776,1.102,1.73,1.794,1.657,0.065,-0.252,-0.443,-0.969,-1.234,-1.302
20160205,4.371,1.588,0.435,-0.142,0.072,-0.38,-0.996,-0.516,-0.177,0.081,-0.05,0.304
20160208,2.828,1.746,1.806,1.298,0.615,0.872,-0.699,-0.61,-0.771,-0.779,-0.445,-0.718
20160209,-0.273,-0.215,0.332,0.496,0.554,0.679,0.075,0.081,-0.152,-0.314,-0.417,-0.58
20160210,-2.661,-1.185,-0.833,-0.154,-0.099,-0.197,0.737,0.449,0.384,0.096,0.075,0.17
20160211,1.271,1.028,0.873,0.993,1.259,1.263,-0.351,-0.388,-0.401,-0.633,-0.955,-1.088
20160212,-1.95,-0.454,0.377,1.175,1.667,1.725,0.572,0.18,-0.182,-0.772,-1.317,-1.543
20160216,-4.232,-2.563,-1.44,-1.054,-0.748,-0.408,1.109,0.937,0.657,0.668,0.574,0.359
20160217,2.518,1.151,1.063,0.269,-0.183,-0.384,-0.616,-0.394,-0.458,-0.163,0.134,0.323
20160218,-5.842,-4.356,-3.401,-2.614,-2.22,-2.039,1.323,1.407,1.373,1.525,1.565,1.652
20160219,-6.953,-4.123,-3.235,-2.053,-1.675,-1.481,1.538,1.313,1.291,1.175,1.17,1.186
20160222,-1.408,-1.194,-1.746,-0.775,-0.489,-0.444,0.295,0.369,0.678,0.436,0.337,0.35
20160223,3.603,1.555,0.748,0.31,0.319,0.246,-0.711,-0.45,-0.275,-0.167,-0.21,-0.188
20160224,1.554,0.93,0.63,0.605,0.486,0.47,-0.338,-0.288,-0.245,-0.339,-0.331,-0.37
20160225,-1.456,-1.218,-1.184,-0.627,-0.334,-0.351,0.316,0.376,0.452,0.348,0.228,0.276
20160226,-0.95,-0.05,-0.052,-0.267,-0.328,-0.324,0.188,0.015,0.019,0.144,0.216,0.248
20160229,-3.355,-1.539,-0.972,-1.096,-0.815,-0.844,0.678,0.453,0.352,0.59,0.537,0.646
20160301,4.607,1.222,0.715,0.406,0.341,0.551,-0.974,-0.375,-0.269,-0.222,-0.229,-0.429
20160302,-4.628,-2.019,-1.88,-0.621,-0.698,-0.676,0.834,0.552,0.632,0.319,0.44,0.496
20160303,-0.147,-0.526,-0.73,-1.07,-0.96,-0.859,0.025,0.138,0.241,0.529,0.596,0.625
