Overall,<30,30-90,90-180,180-360,>360
6996251.05176434,1762070.69192695,2234126.1815638114,1277501.9241787328,1145346.9808768656,736708.7167288557
3459120.9741137456,1070271.0068834203,1405997.7963871367,842855.9466282276,743721.8243917729,446572.59461321327
49.44249353718392,60.73939097829285,62.93278365338285,65.97688274873434,64.9341934635727,60.6172540751372
479710.68319602055,223309.06195596518,183247.44162909995,53003.95453837771,29107.2559079602,11056.898165422886
297912.05611538846,153203.76793586402,135010.9090496585,48496.79903478662,26674.3941967704,11005.287556599156
62.10244352503922,68.60615802778062,73.67683163780585,91.49656748662468,91.64173455964819,99.53322705833425
216.55790455464015,147.01484895033283,179.20907819057982,138.3215008562977,82.84888059701493,78.29912935323384
148.0546840578814,118.15338569735638,137.08066643081338,132.14267855700928,60.25981572637103,50.98796659546958
68.36725002597419,80.36833458725864,76.49203255486589,95.53299938112471,72.73461668055683,65.11945537152224
