date,factor,hump_value,mid_maturity,short_maturity,long_maturity
2013-04-16,gamma1,3.7869803193142393e-05,6m,1m,12m
2013-04-17,gamma1,5.1031349432882755e-05,6m,1m,12m
2013-04-18,gamma1,5.977265539671368e-06,6m,1m,12m
2013-04-19,gamma1,3.785513778566698e-05,6m,1m,12m
2013-04-22,gamma1,1.8163542924522863e-05,6m,1m,12m
2013-04-23,gamma1,2.7749205708848896e-05,6m,1m,12m
2013-04-24,gamma1,2.8333207306759474e-05,6m,1m,12m
2013-04-25,gamma1,4.232209002932323e-05,6m,1m,12m
2013-04-26,gamma1,3.5885017519915056e-05,6m,1m,12m
2013-04-29,gamma1,3.293508179248298e-05,6m,1m,12m
2013-04-30,gamma1,2.3801943822386102e-05,6m,1m,12m
2013-05-01,gamma1,4.4589921358022425e-05,6m,1m,12m
2013-05-02,gamma1,1.961678497826793e-05,6m,1m,12m
2013-05-03,gamma1,6.28679652722876e-05,6m,1m,12m
2013-05-06,gamma1,5.700658759163682e-05,6m,1m,12m
2013-05-07,gamma1,1.4176448932511499e-05,6m,1m,12m
2013-05-08,gamma1,7.084564833172422e-05,6m,1m,12m
2013-05-09,gamma1,4.501796246623006e-05,6m,1m,12m
2013-05-10,gamma1,2.4068393354452987e-05,6m,1m,12m
2013-05-13,gamma1,3.610773970989087e-05,6m,1m,12m
2013-05-14,gamma1,3.607945589382936e-05,6m,1m,12m
2013-05-15,gamma1,-2.932495058493472e-06,6m,1m,12m
2013-05-16,gamma1,4.6721175527514726e-05,6m,1m,12m
2013-05-17,gamma1,3.44141449205325e-05,6m,1m,12m
2013-05-20,gamma1,2.6569561587645096e-05,6m,1m,12m
2013-05-21,gamma1,-1.578521886168935e-06,6m,1m,12m
2013-05-22,gamma1,2.529101667663677e-05,6m,1m,12m
2013-05-23,gamma1,3.788256731357773e-05,6m,1m,12m
2013-05-24,gamma1,3.879815140752389e-06,6m,1m,12m
2013-05-28,gamma1,5.16776220139213e-05,6m,1m,12m
2013-05-29,gamma1,2.9854909914913557e-05,6m,1m,12m
2013-05-30,gamma1,1.4957213232285735e-05,6m,1m,12m
2013-05-31,gamma1,-5.874422974638558e-06,6m,1m,12m
2013-06-03,gamma1,1.4606822901875987e-05,6m,1m,12m
2013-06-04,gamma1,6.687632159176253e-06,6m,1m,12m
2013-06-05,gamma1,1.5632287972131535e-05,6m,1m,12m
2013-06-06,gamma1,1.5983246449579016e-05,6m,1m,12m
2013-06-07,gamma1,-6.904376207297645e-06,6m,1m,12m
2013-06-10,gamma1,2.9555713334879047e-05,6m,1m,12m
2013-06-11,gamma1,-1.5831303865108393e-05,6m,1m,12m
2013-06-12,gamma1,2.457784436693507e-05,6m,1m,12m
2013-06-13,gamma1,-1.9919323351305194e-05,6m,1m,12m
2013-06-14,gamma1,-1.1890937043393399e-05,6m,1m,12m
2013-06-17,gamma1,-1.7966674269772832e-05,6m,1m,12m
2013-06-18,gamma1,3.8021113601315475e-05,6m,1m,12m
2013-06-19,gamma1,4.1387641532703414e-05,6m,1m,12m
2013-06-20,gamma1,3.775949453780315e-05,6m,1m,12m
2013-06-21,gamma1,5.297989457975978e-05,6m,1m,12m
2013-06-24,gamma1,4.7140260286222317e-05,6m,1m,12m
2013-06-25,gamma1,4.706021770098879e-05,6m,1m,12m
2013-06-26,gamma1,3.7247541770658024e-05,6m,1m,12m
2013-06-27,gamma1,1.0961088620671137e-05,6m,1m,12m
2013-06-28,gamma1,2.94731989001546e-05,6m,1m,12m
2013-07-01,gamma1,3.122301850194794e-05,6m,1m,12m
2013-07-02,gamma1,3.8195392030676675e-05,6m,1m,12m
2013-07-03,gamma1,2.981712334540029e-05,6m,1m,12m
2013-07-05,gamma1,4.2430195223739733e-05,6m,1m,12m
2013-07-08,gamma1,6.857015298239135e-05,6m,1m,12m
2013-07-09,gamma1,8.362604083610032e-05,6m,1m,12m
2013-07-10,gamma1,7.211885717480969e-05,6m,1m,12m
2013-07-11,gamma1,4.826174859903045e-05,6m,1m,12m
2013-07-12,gamma1,4.539319337927397e-05,6m,1m,12m
2013-07-15,gamma1,3.718520402025665e-05,6m,1m,12m
2013-07-16,gamma1,2.587323436305046e-05,6m,1m,12m
2013-07-17,gamma1,3.153843014330666e-05,6m,1m,12m
2013-07-18,gamma1,5.976228119604689e-05,6m,1m,12m
2013-07-19,gamma1,6.241438262083294e-05,6m,1m,12m
2013-07-22,gamma1,7.901989183888804e-05,6m,1m,12m
2013-07-23,gamma1,5.0887857113143185e-06,6m,1m,12m
2013-07-24,gamma1,-5.830105070528067e-06,6m,1m,12m
2013-07-25,gamma1,3.414466443003623e-05,6m,1m,12m
2013-07-26,gamma1,3.3837239663515245e-05,6m,1m,12m
2013-07-29,gamma1,-1.8495977499432592e-05,6m,1m,12m
2013-07-30,gamma1,-1.5002412806850306e-05,6m,1m,12m
2013-07-31,gamma1,2.9558185906796336e-05,6m,1m,12m
2013-08-01,gamma1,2.2320920117188106e-05,6m,1m,12m
2013-08-02,gamma1,1.5879683490181815e-05,6m,1m,12m
2013-08-05,gamma1,3.433832562539591e-05,6m,1m,12m
2013-08-06,gamma1,4.872446594261243e-06,6m,1m,12m
2013-08-07,gamma1,1.1485105084383667e-05,6m,1m,12m
2013-08-08,gamma1,6.228715179061411e-06,6m,1m,12m
2013-08-09,gamma1,-1.7103318139694265e-05,6m,1m,12m
2013-08-12,gamma1,-1.0848117557261887e-05,6m,1m,12m
2013-08-13,gamma1,-4.349094855792022e-06,6m,1m,12m
2013-08-14,gamma1,-2.9731055239616406e-05,6m,1m,12m
2013-08-15,gamma1,-1.8568813740959655e-05,6m,1m,12m
2013-08-16,gamma1,-2.0752532643501236e-05,6m,1m,12m
2013-08-19,gamma1,-3.262654705412491e-05,6m,1m,12m
2013-08-20,gamma1,-6.289690099191938e-06,6m,1m,12m
2013-08-21,gamma1,-3.0510873842841177e-05,6m,1m,12m
2013-08-22,gamma1,-2.3864886644208158e-05,6m,1m,12m
2013-08-23,gamma1,-2.742323662204589e-05,6m,1m,12m
2013-08-26,gamma1,-4.303597155403206e-06,6m,1m,12m
2013-08-27,gamma1,-1.4584812582947742e-05,6m,1m,12m
2013-08-28,gamma1,-1.8526907350094004e-07,6m,1m,12m
2013-08-29,gamma1,3.1390471209587845e-05,6m,1m,12m
2013-08-30,gamma1,1.7876697618513822e-05,6m,1m,12m
2013-09-03,gamma1,1.8122973894056827e-05,6m,1m,12m
2013-09-04,gamma1,2.750415936701629e-05,6m,1m,12m
2013-09-05,gamma1,3.135091780548486e-05,6m,1m,12m
2013-09-06,gamma1,3.369951021923444e-05,6m,1m,12m
2013-09-09,gamma1,2.7485107703236156e-06,6m,1m,12m
2013-09-10,gamma1,2.5419236632246633e-05,6m,1m,12m
2013-09-11,gamma1,2.4780498495496133e-05,6m,1m,12m
2013-09-12,gamma1,4.00670686649284e-05,6m,1m,12m
2013-09-13,gamma1,4.139345910111297e-05,6m,1m,12m
2013-09-16,gamma1,6.729034596179007e-05,6m,1m,12m
2013-09-17,gamma1,6.534968955589905e-05,6m,1m,12m
2013-09-18,gamma1,8.514702232125559e-05,6m,1m,12m
2013-09-19,gamma1,6.953301211487406e-05,6m,1m,12m
2013-09-20,gamma1,3.966189062784016e-05,6m,1m,12m
2013-09-23,gamma1,3.541234716582779e-05,6m,1m,12m
2013-09-24,gamma1,4.128299455225705e-05,6m,1m,12m
2013-09-25,gamma1,5.988391358073646e-05,6m,1m,12m
2013-09-26,gamma1,6.9368895208052e-05,6m,1m,12m
2013-09-27,gamma1,4.146427576935865e-05,6m,1m,12m
2013-09-30,gamma1,4.130488035846597e-05,6m,1m,12m
2013-10-01,gamma1,3.76373196802841e-05,6m,1m,12m
2013-10-02,gamma1,4.415163341990772e-05,6m,1m,12m
2013-10-03,gamma1,5.21898799037307e-05,6m,1m,12m
2013-10-04,gamma1,4.214383056398431e-05,6m,1m,12m
2013-10-07,gamma1,4.1605557894697784e-05,6m,1m,12m
2013-10-08,gamma1,4.7365863214790403e-05,6m,1m,12m
2013-10-09,gamma1,4.454254394690116e-05,6m,1m,12m
2013-10-10,gamma1,5.466545779889072e-05,6m,1m,12m
2013-10-11,gamma1,3.973761981219656e-05,6m,1m,12m
2013-10-14,gamma1,4.603678033760591e-05,6m,1m,12m
2013-10-15,gamma1,3.903042772722667e-05,6m,1m,12m
2013-10-16,gamma1,5.9651776343678067e-05,6m,1m,12m
2013-10-17,gamma1,5.407703391362903e-05,6m,1m,12m
2013-10-18,gamma1,6.181004733822567e-05,6m,1m,12m
2013-10-21,gamma1,5.169327571821119e-05,6m,1m,12m
2013-10-22,gamma1,7.09772608586257e-05,6m,1m,12m
2013-10-23,gamma1,6.889053988063949e-05,6m,1m,12m
2013-10-24,gamma1,6.247297487204304e-05,6m,1m,12m
2013-10-25,gamma1,5.945932918281605e-05,6m,1m,12m
2013-10-28,gamma1,7.176278773719947e-05,6m,1m,12m
2013-10-29,gamma1,8.688672231005204e-05,6m,1m,12m
2013-10-30,gamma1,8.331059733093373e-05,6m,1m,12m
2013-10-31,gamma1,7.619489846909674e-05,6m,1m,12m
2013-11-01,gamma1,6.45170365481731e-05,6m,1m,12m
2013-11-04,gamma1,4.6192780553624605e-05,6m,1m,12m
2013-11-05,gamma1,7.063230037799614e-05,6m,1m,12m
2013-11-06,gamma1,3.742390246212515e-05,6m,1m,12m
2013-11-07,gamma1,5.452977461100234e-05,6m,1m,12m
2013-11-08,gamma1,3.7667027884053834e-05,6m,1m,12m
2013-11-11,gamma1,3.445263726025283e-05,6m,1m,12m
2013-11-12,gamma1,2.1320129747381376e-05,6m,1m,12m
2013-11-13,gamma1,1.4454629854362233e-05,6m,1m,12m
2013-11-14,gamma1,1.6042474573790984e-05,6m,1m,12m
2013-11-15,gamma1,1.9095204293875815e-05,6m,1m,12m
2013-11-18,gamma1,2.5467226604306766e-05,6m,1m,12m
2013-11-19,gamma1,3.0151554866319978e-05,6m,1m,12m
2013-11-20,gamma1,3.1579102956450315e-05,6m,1m,12m
2013-11-21,gamma1,2.316577319601728e-05,6m,1m,12m
2013-11-22,gamma1,2.5517617845192366e-05,6m,1m,12m
2013-11-25,gamma1,3.1472729560802666e-05,6m,1m,12m
2013-11-26,gamma1,2.9491096677829106e-05,6m,1m,12m
2013-11-27,gamma1,2.6079784413988332e-05,6m,1m,12m
2013-11-29,gamma1,5.9532427951247785e-06,6m,1m,12m
2013-12-02,gamma1,-2.256020646699523e-06,6m,1m,12m
2013-12-03,gamma1,1.451146295882891e-05,6m,1m,12m
2013-12-04,gamma1,2.60896770680122e-05,6m,1m,12m
2013-12-05,gamma1,1.3557445045854342e-05,6m,1m,12m
2013-12-06,gamma1,1.8279051398138596e-05,6m,1m,12m
2013-12-09,gamma1,2.1416775194438364e-05,6m,1m,12m
2013-12-10,gamma1,6.663192492211604e-05,6m,1m,12m
2013-12-11,gamma1,5.9443268082804314e-05,6m,1m,12m
2013-12-12,gamma1,7.019187193546404e-05,6m,1m,12m
2013-12-13,gamma1,2.113895754956972e-05,6m,1m,12m
2013-12-16,gamma1,-4.52086553394027e-06,6m,1m,12m
2013-12-17,gamma1,2.167554537759418e-05,6m,1m,12m
2013-12-18,gamma1,2.973445236854249e-05,6m,1m,12m
2013-12-19,gamma1,2.0529677894129952e-05,6m,1m,12m
2013-12-20,gamma1,2.52481232916549e-05,6m,1m,12m
2013-12-23,gamma1,1.9776494226490552e-05,6m,1m,12m
2013-12-24,gamma1,2.517931123474222e-05,6m,1m,12m
2013-12-26,gamma1,4.22149006057372e-05,6m,1m,12m
2013-12-27,gamma1,3.5495017776749865e-05,6m,1m,12m
2013-12-30,gamma1,6.801164260361055e-05,6m,1m,12m
2013-12-31,gamma1,8.332992172169693e-05,6m,1m,12m
2014-01-02,gamma1,5.888309690405077e-05,6m,1m,12m
2014-01-03,gamma1,5.1663607712796836e-05,6m,1m,12m
2014-01-06,gamma1,5.004452477534782e-05,6m,1m,12m
2014-01-07,gamma1,5.346898303548241e-05,6m,1m,12m
2014-01-08,gamma1,4.946548801805266e-05,6m,1m,12m
2014-01-09,gamma1,3.958851077363371e-05,6m,1m,12m
2014-01-10,gamma1,3.439717126818737e-05,6m,1m,12m
2014-01-13,gamma1,1.2628719382124794e-05,6m,1m,12m
2014-01-14,gamma1,1.05820484436896e-05,6m,1m,12m
2014-01-15,gamma1,1.0215665644227138e-05,6m,1m,12m
2014-01-16,gamma1,4.228648982139642e-06,6m,1m,12m
2014-01-17,gamma1,-2.1163577137817738e-05,6m,1m,12m
2014-01-21,gamma1,-8.713265369454504e-06,6m,1m,12m
2014-01-22,gamma1,-2.8811378288420322e-05,6m,1m,12m
2014-01-23,gamma1,-2.1712473556769154e-05,6m,1m,12m
2014-01-24,gamma1,-4.802904169624871e-05,6m,1m,12m
2014-01-27,gamma1,1.7583850535626827e-05,6m,1m,12m
2014-01-28,gamma1,5.759924710205791e-07,6m,1m,12m
2014-01-29,gamma1,-2.802515586728132e-06,6m,1m,12m
2014-01-30,gamma1,-1.0524882095991532e-05,6m,1m,12m
2014-01-31,gamma1,3.5059512625161786e-05,6m,1m,12m
2014-02-03,gamma1,-1.6428416029592665e-05,6m,1m,12m
2014-02-04,gamma1,2.8819354514368707e-05,6m,1m,12m
2014-02-05,gamma1,7.278163340851685e-06,6m,1m,12m
2014-02-06,gamma1,2.674959586740074e-05,6m,1m,12m
2014-02-07,gamma1,1.7274012358105344e-05,6m,1m,12m
2014-02-10,gamma1,2.2260673056831863e-05,6m,1m,12m
2014-02-11,gamma1,1.163841697009115e-05,6m,1m,12m
2014-02-12,gamma1,-8.001214252713022e-06,6m,1m,12m
2014-02-13,gamma1,1.3380842727684145e-05,6m,1m,12m
2014-02-14,gamma1,2.2758888045843832e-05,6m,1m,12m
2014-02-18,gamma1,3.6498057947962653e-05,6m,1m,12m
2014-02-19,gamma1,3.076033461259362e-05,6m,1m,12m
2014-02-20,gamma1,2.6306305648103678e-05,6m,1m,12m
2014-02-21,gamma1,2.6117432233094623e-05,6m,1m,12m
2014-02-24,gamma1,4.765566573471917e-05,6m,1m,12m
2014-02-25,gamma1,4.6910914097517206e-05,6m,1m,12m
2014-02-26,gamma1,5.782971094246913e-05,6m,1m,12m
2014-02-27,gamma1,5.633328873425505e-05,6m,1m,12m
2014-02-28,gamma1,5.044631276432212e-05,6m,1m,12m
2014-03-03,gamma1,3.068528930832123e-05,6m,1m,12m
2014-03-04,gamma1,1.62463647343195e-05,6m,1m,12m
2014-03-05,gamma1,4.2996440288597044e-05,6m,1m,12m
2014-03-06,gamma1,3.5189087103876776e-06,6m,1m,12m
2014-03-07,gamma1,2.2268784409257455e-05,6m,1m,12m
2014-03-10,gamma1,2.5984661395571083e-05,6m,1m,12m
2014-03-11,gamma1,2.369145941772996e-05,6m,1m,12m
2014-03-12,gamma1,5.154999084626218e-05,6m,1m,12m
2014-03-13,gamma1,1.884538031613631e-05,6m,1m,12m
2014-03-14,gamma1,-3.4017758603501705e-06,6m,1m,12m
2014-03-17,gamma1,3.3876338242524584e-05,6m,1m,12m
2014-03-18,gamma1,3.939852348074772e-05,6m,1m,12m
2014-03-19,gamma1,7.820837323866934e-05,6m,1m,12m
2014-03-20,gamma1,5.4681366274913605e-05,6m,1m,12m
2014-03-21,gamma1,3.438825126897352e-05,6m,1m,12m
2014-03-24,gamma1,4.920246335877407e-05,6m,1m,12m
2014-03-25,gamma1,5.097399517000737e-05,6m,1m,12m
2014-03-26,gamma1,7.325313049025045e-05,6m,1m,12m
2014-03-27,gamma1,7.548942725226062e-05,6m,1m,12m
2014-03-28,gamma1,8.238928708173484e-05,6m,1m,12m
2014-03-31,gamma1,7.598366715830192e-05,6m,1m,12m
2014-04-01,gamma1,7.347824526300152e-05,6m,1m,12m
2014-04-02,gamma1,7.809463478793221e-05,6m,1m,12m
2014-04-03,gamma1,7.828416593377903e-05,6m,1m,12m
2014-04-04,gamma1,7.76365267083056e-05,6m,1m,12m
2014-04-07,gamma1,7.430881154826149e-05,6m,1m,12m
2014-04-08,gamma1,7.557680831795515e-05,6m,1m,12m
2014-04-09,gamma1,7.414870096775928e-05,6m,1m,12m
2014-04-10,gamma1,8.441377268718108e-05,6m,1m,12m
2014-04-11,gamma1,0.00010191639114991766,6m,1m,12m
2014-04-14,gamma1,8.579064479148113e-05,6m,1m,12m
2014-04-15,gamma1,8.57808224507255e-05,6m,1m,12m
2014-04-16,gamma1,6.274352932948033e-05,6m,1m,12m
2014-04-17,gamma1,6.47000449138258e-05,6m,1m,12m
2014-04-21,gamma1,5.2697627780950224e-05,6m,1m,12m
2014-04-22,gamma1,6.262893424437438e-05,6m,1m,12m
2014-04-23,gamma1,5.797467245819861e-05,6m,1m,12m
2014-04-24,gamma1,5.430805663307812e-05,6m,1m,12m
2014-04-25,gamma1,6.0211170966401406e-05,6m,1m,12m
2014-04-28,gamma1,5.08596023829886e-05,6m,1m,12m
2014-04-29,gamma1,4.796688385537938e-05,6m,1m,12m
2014-04-30,gamma1,2.6173648143145364e-05,6m,1m,12m
2014-05-01,gamma1,1.933322079503819e-05,6m,1m,12m
2014-05-02,gamma1,1.0800232337662001e-05,6m,1m,12m
2014-05-05,gamma1,1.119251013351357e-05,6m,1m,12m
2014-05-06,gamma1,9.509321462334677e-07,6m,1m,12m
2014-05-07,gamma1,1.2346640030682136e-05,6m,1m,12m
2014-05-08,gamma1,3.3234713894105432e-06,6m,1m,12m
2014-05-09,gamma1,6.848198240845819e-06,6m,1m,12m
2014-05-12,gamma1,5.0312891116206584e-05,6m,1m,12m
2014-05-13,gamma1,5.8068727238989176e-05,6m,1m,12m
2014-05-14,gamma1,3.3915727663217153e-05,6m,1m,12m
2014-05-15,gamma1,1.41397364931187e-05,6m,1m,12m
2014-05-16,gamma1,1.0893166229470244e-05,6m,1m,12m
2014-05-19,gamma1,6.629529069049398e-06,6m,1m,12m
2014-05-20,gamma1,2.331377831372392e-06,6m,1m,12m
2014-05-21,gamma1,9.161119445918931e-06,6m,1m,12m
2014-05-22,gamma1,6.233568521655811e-05,6m,1m,12m
2014-05-23,gamma1,2.8968748255845506e-05,6m,1m,12m
2014-05-27,gamma1,1.3652112526742441e-05,6m,1m,12m
2014-05-28,gamma1,2.0361092191806374e-05,6m,1m,12m
2014-05-29,gamma1,2.8733991700715292e-05,6m,1m,12m
2014-05-30,gamma1,3.6693401292977915e-05,6m,1m,12m
2014-06-02,gamma1,1.7727767718360558e-05,6m,1m,12m
2014-06-03,gamma1,7.294497042342731e-06,6m,1m,12m
2014-06-04,gamma1,2.5178374777488796e-05,6m,1m,12m
2014-06-05,gamma1,-6.546565170884357e-06,6m,1m,12m
2014-06-06,gamma1,1.2578933410333506e-05,6m,1m,12m
2014-06-09,gamma1,-9.19209291551877e-06,6m,1m,12m
2014-06-10,gamma1,-1.791158485089006e-05,6m,1m,12m
2014-06-11,gamma1,7.922160012139741e-06,6m,1m,12m
2014-06-12,gamma1,1.6122597671810334e-05,6m,1m,12m
2014-06-13,gamma1,-1.2434080099316113e-05,6m,1m,12m
2014-06-16,gamma1,1.4445225981286704e-05,6m,1m,12m
2014-06-17,gamma1,1.3050977573411083e-05,6m,1m,12m
2014-06-18,gamma1,8.07361495527514e-06,6m,1m,12m
2014-06-19,gamma1,1.2932193094214686e-05,6m,1m,12m
2014-06-20,gamma1,-2.663716124725339e-06,6m,1m,12m
2014-06-23,gamma1,6.820565612558807e-07,6m,1m,12m
2014-06-24,gamma1,1.7821166540799128e-06,6m,1m,12m
2014-06-25,gamma1,1.1277197682696914e-06,6m,1m,12m
2014-06-26,gamma1,-6.153637427387238e-06,6m,1m,12m
2014-06-27,gamma1,-1.962102297839968e-05,6m,1m,12m
2014-06-30,gamma1,-2.3008223578950713e-05,6m,1m,12m
2014-07-01,gamma1,4.3773534159755045e-07,6m,1m,12m
2014-07-02,gamma1,-1.2208399755428759e-05,6m,1m,12m
2014-07-03,gamma1,8.823262197614093e-07,6m,1m,12m
2014-07-07,gamma1,-1.706116910454983e-05,6m,1m,12m
2014-07-08,gamma1,-2.481288172076902e-05,6m,1m,12m
2014-07-09,gamma1,-2.0064916923215012e-06,6m,1m,12m
2014-07-10,gamma1,-7.490820271841188e-06,6m,1m,12m
2014-07-11,gamma1,-3.3730417513687635e-05,6m,1m,12m
2014-07-14,gamma1,-3.7066005506460306e-05,6m,1m,12m
2014-07-15,gamma1,-1.9158826152038892e-05,6m,1m,12m
2014-07-16,gamma1,-9.654502003939607e-06,6m,1m,12m
2014-07-17,gamma1,-1.3299677507306126e-05,6m,1m,12m
2014-07-18,gamma1,1.2688659808305712e-05,6m,1m,12m
2014-07-21,gamma1,-7.535346070568147e-05,6m,1m,12m
2014-07-22,gamma1,-4.277093025907448e-05,6m,1m,12m
2014-07-23,gamma1,-1.8679798666231682e-05,6m,1m,12m
2014-07-24,gamma1,-4.576737921723091e-06,6m,1m,12m
2014-07-25,gamma1,-3.700773896990515e-05,6m,1m,12m
2014-07-28,gamma1,-5.6440536798006824e-05,6m,1m,12m
2014-07-29,gamma1,-3.769613613607073e-05,6m,1m,12m
2014-07-30,gamma1,-5.985195298808008e-05,6m,1m,12m
2014-07-31,gamma1,-5.747267884186875e-05,6m,1m,12m
2014-08-01,gamma1,-5.071484933679816e-05,6m,1m,12m
2014-08-04,gamma1,-1.6056036075940256e-05,6m,1m,12m
2014-08-05,gamma1,-7.730178523832497e-06,6m,1m,12m
2014-08-06,gamma1,-7.163249758121236e-06,6m,1m,12m
2014-08-07,gamma1,-1.5166092934572324e-06,6m,1m,12m
2014-08-08,gamma1,-1.0878556004084116e-05,6m,1m,12m
2014-08-11,gamma1,-7.154329645959922e-06,6m,1m,12m
2014-08-12,gamma1,-4.761482972428441e-06,6m,1m,12m
2014-08-13,gamma1,-1.0460199731733536e-05,6m,1m,12m
2014-08-14,gamma1,-2.1360255552625873e-05,6m,1m,12m
2014-08-15,gamma1,-6.373037211027268e-05,6m,1m,12m
2014-08-18,gamma1,-2.4520112448052933e-05,6m,1m,12m
2014-08-19,gamma1,-1.2534550646452313e-05,6m,1m,12m
2014-08-20,gamma1,6.277259266192353e-06,6m,1m,12m
2014-08-21,gamma1,1.949693409488093e-05,6m,1m,12m
2014-08-22,gamma1,-3.8333327119215905e-07,6m,1m,12m
2014-08-25,gamma1,4.644610080325312e-06,6m,1m,12m
2014-08-26,gamma1,-4.848685407150857e-06,6m,1m,12m
2014-08-27,gamma1,-2.9561107403418197e-06,6m,1m,12m
2014-08-28,gamma1,4.27347783725976e-06,6m,1m,12m
2014-08-29,gamma1,1.5950420336681648e-05,6m,1m,12m
2014-09-02,gamma1,1.0303906709892307e-05,6m,1m,12m
2014-09-03,gamma1,-1.6475646036509303e-05,6m,1m,12m
2014-09-04,gamma1,-1.8879215266129785e-05,6m,1m,12m
2014-09-05,gamma1,-5.31291912843411e-05,6m,1m,12m
2014-09-08,gamma1,-4.358705809969713e-05,6m,1m,12m
2014-09-09,gamma1,-3.710069103158796e-05,6m,1m,12m
2014-09-10,gamma1,-4.071060306606526e-05,6m,1m,12m
2014-09-11,gamma1,-2.7908432088545527e-05,6m,1m,12m
2014-09-12,gamma1,-2.414784041259792e-05,6m,1m,12m
2014-09-15,gamma1,-1.9943566588440653e-05,6m,1m,12m
2014-09-16,gamma1,2.146776810240331e-05,6m,1m,12m
2014-09-17,gamma1,9.209516361291049e-06,6m,1m,12m
2014-09-18,gamma1,-3.072714890255748e-06,6m,1m,12m
2014-09-19,gamma1,-1.9835592381627796e-05,6m,1m,12m
2014-09-22,gamma1,-1.2913927776441312e-05,6m,1m,12m
2014-09-23,gamma1,7.869005637735101e-06,6m,1m,12m
2014-09-24,gamma1,-1.5457056533539085e-05,6m,1m,12m
2014-09-25,gamma1,-2.5422299082138865e-06,6m,1m,12m
2014-09-26,gamma1,-2.1872092249616966e-05,6m,1m,12m
2014-09-29,gamma1,-2.938933007744995e-07,6m,1m,12m
2014-09-30,gamma1,7.525104525223875e-07,6m,1m,12m
2014-10-01,gamma1,2.4312012813102742e-05,6m,1m,12m
2014-10-02,gamma1,3.0262717977134894e-05,6m,1m,12m
2014-10-03,gamma1,1.09843546957925e-05,6m,1m,12m
2014-10-06,gamma1,1.0588662918167567e-05,6m,1m,12m
2014-10-07,gamma1,3.2947828962753755e-06,6m,1m,12m
2014-10-08,gamma1,5.955914837745705e-07,6m,1m,12m
2014-10-09,gamma1,-6.01967090653633e-06,6m,1m,12m
2014-10-10,gamma1,-2.6376479773119897e-05,6m,1m,12m
2014-10-13,gamma1,-4.666023437632079e-05,6m,1m,12m
2014-10-14,gamma1,-6.806917909583121e-05,6m,1m,12m
2014-10-15,gamma1,-6.933419203185255e-05,6m,1m,12m
2014-10-16,gamma1,-5.684858413041309e-05,6m,1m,12m
2014-10-17,gamma1,-5.19890944245704e-05,6m,1m,12m
2014-10-20,gamma1,-3.884635019885387e-05,6m,1m,12m
2014-10-21,gamma1,1.57101568541713e-05,6m,1m,12m
2014-10-22,gamma1,1.2448454831731641e-05,6m,1m,12m
2014-10-23,gamma1,2.77682175494957e-05,6m,1m,12m
2014-10-24,gamma1,3.429994348301806e-05,6m,1m,12m
2014-10-27,gamma1,4.702086854351448e-05,6m,1m,12m
2014-10-28,gamma1,2.3279819741626008e-05,6m,1m,12m
2014-10-29,gamma1,5.0210062267174105e-05,6m,1m,12m
2014-10-30,gamma1,3.638689142029891e-05,6m,1m,12m
2014-10-31,gamma1,5.818996561625131e-05,6m,1m,12m
2014-11-03,gamma1,6.293491327700649e-05,6m,1m,12m
2014-11-04,gamma1,5.802514676016399e-05,6m,1m,12m
2014-11-05,gamma1,4.8184365369404035e-05,6m,1m,12m
2014-11-06,gamma1,6.335036206196293e-05,6m,1m,12m
2014-11-07,gamma1,5.7920299598350246e-05,6m,1m,12m
2014-11-10,gamma1,4.0938029287410855e-05,6m,1m,12m
2014-11-11,gamma1,3.9919031148909795e-05,6m,1m,12m
2014-11-12,gamma1,1.7012695661482408e-05,6m,1m,12m
2014-11-13,gamma1,1.1368563667127583e-05,6m,1m,12m
2014-11-14,gamma1,9.525151893900694e-06,6m,1m,12m
2014-11-17,gamma1,2.2720206940849008e-05,6m,1m,12m
2014-11-18,gamma1,4.795810551547928e-05,6m,1m,12m
2014-11-19,gamma1,3.3370476130857804e-05,6m,1m,12m
2014-11-20,gamma1,2.643661905908175e-05,6m,1m,12m
2014-11-21,gamma1,4.14018677909506e-05,6m,1m,12m
2014-11-24,gamma1,2.8140971541585664e-05,6m,1m,12m
2014-11-25,gamma1,3.402054824744611e-05,6m,1m,12m
2014-11-26,gamma1,4.379268026695855e-05,6m,1m,12m
2014-11-28,gamma1,4.180417646327054e-05,6m,1m,12m
2014-12-01,gamma1,7.122524249370533e-05,6m,1m,12m
2014-12-02,gamma1,3.913592374767303e-05,6m,1m,12m
2014-12-03,gamma1,4.1383734683670014e-05,6m,1m,12m
2014-12-04,gamma1,4.960576986958014e-05,6m,1m,12m
2014-12-05,gamma1,4.0075228037043247e-05,6m,1m,12m
2014-12-08,gamma1,7.543807250549077e-05,6m,1m,12m
2014-12-09,gamma1,4.4987771667455034e-05,6m,1m,12m
2014-12-10,gamma1,6.328481794341972e-06,6m,1m,12m
2014-12-11,gamma1,6.416747793131095e-05,6m,1m,12m
2014-12-12,gamma1,1.7857183023834232e-05,6m,1m,12m
2014-12-15,gamma1,0.00012319609521724674,6m,1m,12m
2014-12-16,gamma1,0.00010001197075001607,6m,1m,12m
2014-12-17,gamma1,6.191306269130247e-05,6m,1m,12m
2014-12-18,gamma1,2.218960463633198e-05,6m,1m,12m
2014-12-19,gamma1,6.36719586557506e-05,6m,1m,12m
2014-12-22,gamma1,5.20891937139868e-05,6m,1m,12m
