date,factor,hump_value,mid_maturity,short_maturity,long_maturity
2020-07-13,gamma0,-0.00023225423104031786,6m,1m,12m
2020-07-14,gamma0,-0.00028138376106398306,6m,1m,12m
2020-07-15,gamma0,-0.00029559347307175237,6m,1m,12m
2020-07-16,gamma0,-0.00032596414203915543,6m,1m,12m
2020-07-17,gamma0,-0.0003952787308953383,6m,1m,12m
2020-07-20,gamma0,-0.000357473843466537,6m,1m,12m
2020-07-21,gamma0,-0.0003102062988794527,6m,1m,12m
2020-07-22,gamma0,-0.00035742175811846267,6m,1m,12m
2020-07-23,gamma0,-0.0003184245769985679,6m,1m,12m
2020-07-24,gamma0,-0.0003952787308953383,6m,1m,12m
2020-07-27,gamma0,-0.0003952787308953383,6m,1m,12m
2020-07-28,gamma0,-0.00034913236446393775,6m,1m,12m
2020-07-29,gamma0,-0.0003952787308953383,6m,1m,12m
2020-07-30,gamma0,-0.000383680368997664,6m,1m,12m
2020-07-31,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-03,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-04,gamma0,-0.0003944189203389021,6m,1m,12m
2020-08-05,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-06,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-07,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-10,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-11,gamma0,-0.00036908393265665837,6m,1m,12m
2020-08-12,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-13,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-14,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-17,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-18,gamma0,-0.0003561905825541927,6m,1m,12m
2020-08-19,gamma0,-0.00037169815156830544,6m,1m,12m
2020-08-20,gamma0,-0.00038260657842739096,6m,1m,12m
2020-08-21,gamma0,-0.0003297816472499019,6m,1m,12m
2020-08-24,gamma0,-0.00033930880251883375,6m,1m,12m
2020-08-25,gamma0,-0.0003203552224413793,6m,1m,12m
2020-08-26,gamma0,-0.0003149794174577941,6m,1m,12m
2020-08-27,gamma0,-0.0003133084072874057,6m,1m,12m
2020-08-28,gamma0,-0.0003952787308953383,6m,1m,12m
2020-08-31,gamma0,-0.00035897334994163167,6m,1m,12m
2020-09-01,gamma0,-0.0003830037688903138,6m,1m,12m
2020-09-02,gamma0,-0.000266784885791664,6m,1m,12m
2020-09-03,gamma0,-0.0002268187124566148,6m,1m,12m
2020-09-04,gamma0,-0.0003215409362826765,6m,1m,12m
2020-09-08,gamma0,-8.826831095908471e-05,6m,1m,12m
2020-09-09,gamma0,-0.00016537226023439399,6m,1m,12m
2020-09-10,gamma0,-0.0001651409511344019,6m,1m,12m
2020-09-11,gamma0,-0.00030966313972909646,6m,1m,12m
2020-09-14,gamma0,-0.00020468999265340444,6m,1m,12m
2020-09-15,gamma0,-0.0001783668767925626,6m,1m,12m
2020-09-16,gamma0,-0.00016376689525014033,6m,1m,12m
2020-09-17,gamma0,-0.00015515230371465535,6m,1m,12m
2020-09-18,gamma0,-0.00029139179418273634,6m,1m,12m
2020-09-21,gamma0,-0.0002367203421481299,6m,1m,12m
2020-09-22,gamma0,-0.0002884298238927732,6m,1m,12m
2020-09-23,gamma0,-0.0002177254046249864,6m,1m,12m
2020-09-24,gamma0,-0.0002246067148399414,6m,1m,12m
2020-09-25,gamma0,-0.0003952787308953383,6m,1m,12m
2020-09-28,gamma0,-0.00034460437757371,6m,1m,12m
2020-09-29,gamma0,-0.0003003845759057167,6m,1m,12m
2020-09-30,gamma0,-0.0003519039778663919,6m,1m,12m
2020-10-01,gamma0,-0.0003712537599401509,6m,1m,12m
2020-10-02,gamma0,-0.0003952787308953383,6m,1m,12m
2020-10-05,gamma0,-0.00028686599263852235,6m,1m,12m
2020-10-06,gamma0,-0.00023430962021161629,6m,1m,12m
2020-10-07,gamma0,-0.00021348569746614644,6m,1m,12m
2020-10-08,gamma0,-0.00023113725797158351,6m,1m,12m
2020-10-09,gamma0,-0.0003113103299645446,6m,1m,12m
2020-10-12,gamma0,-0.000242102094766833,6m,1m,12m
2020-10-13,gamma0,-0.00020826149367950364,6m,1m,12m
2020-10-14,gamma0,-0.0001649655487545518,6m,1m,12m
2020-10-15,gamma0,-0.00014452505027829984,6m,1m,12m
2020-10-16,gamma0,-0.00017563251635753654,6m,1m,12m
2020-10-19,gamma0,1.4008526699125122e-05,6m,1m,12m
2020-10-20,gamma0,5.5513909601392785e-05,6m,1m,12m
2020-10-21,gamma0,2.82576191232022e-05,6m,1m,12m
2020-10-22,gamma0,2.2693342088915986e-05,6m,1m,12m
2020-10-23,gamma0,-4.731463773321975e-05,6m,1m,12m
2020-10-26,gamma0,0.0001262613302418976,6m,1m,12m
2020-10-27,gamma0,0.0001332063414147215,6m,1m,12m
2020-10-28,gamma0,0.0003017075830614629,6m,1m,12m
2020-10-29,gamma0,0.00018226701361763342,6m,1m,12m
2020-10-30,gamma0,0.00021094779109476704,6m,1m,12m
2020-11-02,gamma0,0.00023194609700267376,6m,1m,12m
2020-11-03,gamma0,0.0001986089591471023,6m,1m,12m
2020-11-04,gamma0,6.999724424921055e-05,6m,1m,12m
2020-11-05,gamma0,-5.9734333761900734e-05,6m,1m,12m
2020-11-06,gamma0,-0.00015336085495797655,6m,1m,12m
2020-11-09,gamma0,-4.280254832637381e-05,6m,1m,12m
2020-11-10,gamma0,-4.835177134262542e-05,6m,1m,12m
2020-11-11,gamma0,-7.663257159807048e-05,6m,1m,12m
2020-11-12,gamma0,-4.144608096880124e-05,6m,1m,12m
2020-11-13,gamma0,-0.00013544233433507156,6m,1m,12m
2020-11-16,gamma0,-0.00011214107966066374,6m,1m,12m
2020-11-17,gamma0,-8.34789200135464e-05,6m,1m,12m
2020-11-18,gamma0,-9.221770356440284e-05,6m,1m,12m
2020-11-19,gamma0,-0.00011382767343065771,6m,1m,12m
2020-11-20,gamma0,-0.00015947078140518122,6m,1m,12m
2020-11-23,gamma0,-0.00017673055556388848,6m,1m,12m
2020-11-24,gamma0,-0.00016486952960356423,6m,1m,12m
2020-11-25,gamma0,-0.00015312553566343193,6m,1m,12m
2020-11-27,gamma0,-0.00023481716849125752,6m,1m,12m
2020-11-30,gamma0,-0.00020716506491799403,6m,1m,12m
2020-12-01,gamma0,-0.00019386538326056636,6m,1m,12m
2020-12-02,gamma0,-0.00018226510482352484,6m,1m,12m
2020-12-03,gamma0,-0.00017376090007927006,6m,1m,12m
2020-12-04,gamma0,-0.00026518149390659007,6m,1m,12m
2020-12-07,gamma0,-0.00021116917835141964,6m,1m,12m
2020-12-08,gamma0,-0.00017118470653454445,6m,1m,12m
2020-12-09,gamma0,-0.00015734654634082213,6m,1m,12m
2020-12-10,gamma0,-0.0001385386757060508,6m,1m,12m
2020-12-11,gamma0,-0.0001850310131368492,6m,1m,12m
2020-12-14,gamma0,-0.00013121815279465096,6m,1m,12m
2020-12-15,gamma0,-0.00016291802157881126,6m,1m,12m
2020-12-16,gamma0,-0.00020618037464446585,6m,1m,12m
2020-12-17,gamma0,-0.0002273134842950622,6m,1m,12m
2020-12-18,gamma0,-0.00028259280573758,6m,1m,12m
2020-12-21,gamma0,-0.00021056449246826083,6m,1m,12m
2020-12-22,gamma0,-0.00024856733159226265,6m,1m,12m
2020-12-23,gamma0,-0.0002603853187722128,6m,1m,12m
2020-12-24,gamma0,-0.00032318934966456145,6m,1m,12m
2020-12-28,gamma0,-0.00030990764431230907,6m,1m,12m
2020-12-29,gamma0,-0.0002654153920108339,6m,1m,12m
2020-12-30,gamma0,-0.000311809575060483,6m,1m,12m
2020-12-31,gamma0,-0.00032007000946061403,6m,1m,12m
2021-01-04,gamma0,-0.00015213551762861737,6m,1m,12m
2021-01-05,gamma0,-0.00023813049862462556,6m,1m,12m
2021-01-06,gamma0,-0.00013249600241746124,6m,1m,12m
2021-01-07,gamma0,-0.0002514562957030815,6m,1m,12m
2021-01-08,gamma0,-0.0003314077416026313,6m,1m,12m
2021-01-11,gamma0,-0.00028338561027045915,6m,1m,12m
2021-01-12,gamma0,-0.00025119158629550504,6m,1m,12m
2021-01-13,gamma0,-0.0002866949553030045,6m,1m,12m
2021-01-14,gamma0,-0.00026766805656485804,6m,1m,12m
2021-01-15,gamma0,-9.807106517737004e-05,6m,1m,12m
2021-01-19,gamma0,-2.554299525193568e-05,6m,1m,12m
2021-01-20,gamma0,-7.031466320650197e-05,6m,1m,12m
2021-01-21,gamma0,-0.00019445583754892462,6m,1m,12m
2021-01-22,gamma0,-0.000271528486519898,6m,1m,12m
2021-01-25,gamma0,-0.00020905901909995176,6m,1m,12m
2021-01-26,gamma0,-0.0001933222769962026,6m,1m,12m
2021-01-27,gamma0,3.4205188850237784e-05,6m,1m,12m
2021-01-28,gamma0,-0.00010468791213013532,6m,1m,12m
2021-01-29,gamma0,-5.906836511598518e-05,6m,1m,12m
2021-02-01,gamma0,-0.00015853440657721205,6m,1m,12m
2021-02-02,gamma0,-0.00021388765540450582,6m,1m,12m
2021-02-03,gamma0,-0.00022602251034286515,6m,1m,12m
2021-02-04,gamma0,-0.00021929279079455755,6m,1m,12m
2021-02-05,gamma0,-0.00026725470248866606,6m,1m,12m
2021-02-08,gamma0,-0.00026420652017555347,6m,1m,12m
2021-02-09,gamma0,-0.0002547124005017796,6m,1m,12m
2021-02-10,gamma0,-0.00024864915148086305,6m,1m,12m
2021-02-11,gamma0,-0.00027592194617344416,6m,1m,12m
2021-02-12,gamma0,-0.0003414308166186052,6m,1m,12m
2021-02-16,gamma0,-0.0002639825254229442,6m,1m,12m
2021-02-17,gamma0,-0.0003115144500765766,6m,1m,12m
2021-02-18,gamma0,-0.00027518126975804765,6m,1m,12m
2021-02-19,gamma0,-0.00034351897001634645,6m,1m,12m
2021-02-22,gamma0,-0.0003952787308953383,6m,1m,12m
2021-02-23,gamma0,-0.0003243364724783864,6m,1m,12m
2021-02-24,gamma0,-0.00029576666468083206,6m,1m,12m
2021-02-25,gamma0,-0.0001386552383387961,6m,1m,12m
2021-02-26,gamma0,-0.000175517412177913,6m,1m,12m
2021-03-01,gamma0,-0.0002071328971474034,6m,1m,12m
2021-03-02,gamma0,-0.0001903583276453301,6m,1m,12m
2021-03-03,gamma0,-0.00012700641598128364,6m,1m,12m
2021-03-04,gamma0,5.8557546662590726e-05,6m,1m,12m
2021-03-05,gamma0,-0.00013014904230677042,6m,1m,12m
2021-03-08,gamma0,-9.07472171877142e-05,6m,1m,12m
2021-03-09,gamma0,-0.00013428235806288498,6m,1m,12m
2021-03-10,gamma0,-0.0001680503496569282,6m,1m,12m
2021-03-11,gamma0,-0.00018873205465468333,6m,1m,12m
2021-03-12,gamma0,-0.00030091191070158793,6m,1m,12m
2021-03-15,gamma0,-0.0002840118729970368,6m,1m,12m
2021-03-16,gamma0,-0.00025781831425518214,6m,1m,12m
2021-03-17,gamma0,-0.0002781993088531067,6m,1m,12m
2021-03-18,gamma0,-0.00026547261680674093,6m,1m,12m
2021-03-19,gamma0,-0.00036694811010834277,6m,1m,12m
2021-03-22,gamma0,-0.00035871844595198774,6m,1m,12m
2021-03-23,gamma0,-0.0003174284150675463,6m,1m,12m
2021-03-24,gamma0,-0.00029675303754410977,6m,1m,12m
2021-03-25,gamma0,-0.00027113037083422825,6m,1m,12m
2021-03-26,gamma0,-0.00035241039176344443,6m,1m,12m
2021-03-29,gamma0,-0.00026441372395578,6m,1m,12m
2021-03-30,gamma0,-0.0003073424595914488,6m,1m,12m
2021-03-31,gamma0,-0.0003069396921175701,6m,1m,12m
2021-04-01,gamma0,-0.0001574140575641487,6m,1m,12m
2021-04-05,gamma0,-0.00032826142175004824,6m,1m,12m
2021-04-06,gamma0,-0.00030936051003843174,6m,1m,12m
2021-04-07,gamma0,-0.0003446470589500091,6m,1m,12m
2021-04-08,gamma0,-0.0003245449035344635,6m,1m,12m
2021-04-09,gamma0,-0.00035479219115023257,6m,1m,12m
2021-04-12,gamma0,-0.00034328392870100987,6m,1m,12m
2021-04-13,gamma0,-0.00033606199000464935,6m,1m,12m
2021-04-14,gamma0,-0.00032269710842102145,6m,1m,12m
2021-04-15,gamma0,-0.0003559638194713845,6m,1m,12m
2021-04-16,gamma0,-0.000357843115960112,6m,1m,12m
2021-04-19,gamma0,-0.00025607332242815156,6m,1m,12m
2021-04-20,gamma0,-0.00017616706108116497,6m,1m,12m
2021-04-21,gamma0,-0.000231074536119286,6m,1m,12m
2021-04-22,gamma0,-0.00020555900204112092,6m,1m,12m
2021-04-23,gamma0,-0.0002449067468578394,6m,1m,12m
2021-04-26,gamma0,-0.00019457803436686888,6m,1m,12m
2021-04-27,gamma0,-0.00020840059504528114,6m,1m,12m
2021-04-28,gamma0,-0.00016928347110363895,6m,1m,12m
2021-04-29,gamma0,-0.0001850825899734935,6m,1m,12m
2021-04-30,gamma0,-0.00022937296783721736,6m,1m,12m
2021-05-03,gamma0,-0.0002059963736833686,6m,1m,12m
2021-05-04,gamma0,-0.00020156017899265028,6m,1m,12m
2021-05-05,gamma0,-6.957178886028737e-05,6m,1m,12m
2021-05-06,gamma0,-9.929723381585869e-05,6m,1m,12m
2021-05-07,gamma0,-0.00013475606433603426,6m,1m,12m
2021-05-10,gamma0,-0.00030194100128643907,6m,1m,12m
2021-05-11,gamma0,-0.00024256223285739714,6m,1m,12m
2021-05-12,gamma0,-7.704030548045961e-05,6m,1m,12m
2021-05-13,gamma0,-0.00012951590073887668,6m,1m,12m
2021-05-14,gamma0,-0.00021067046384552857,6m,1m,12m
2021-05-17,gamma0,-0.00017377110151935423,6m,1m,12m
2021-05-18,gamma0,-0.00015160832557765193,6m,1m,12m
2021-05-19,gamma0,-0.00011626510147152454,6m,1m,12m
2021-05-20,gamma0,-0.0001516527322696727,6m,1m,12m
2021-05-21,gamma0,-0.00024149093604754546,6m,1m,12m
2021-05-24,gamma0,-0.0002758527956361032,6m,1m,12m
2021-05-25,gamma0,-0.00026213378481961826,6m,1m,12m
2021-05-26,gamma0,-0.00027718272021032395,6m,1m,12m
2021-05-27,gamma0,-0.00023291526294882587,6m,1m,12m
2021-05-28,gamma0,-0.00030208521499536277,6m,1m,12m
2021-06-01,gamma0,-0.00025212528704411755,6m,1m,12m
2021-06-02,gamma0,-0.00026092079180502475,6m,1m,12m
2021-06-03,gamma0,-0.00027864990652478965,6m,1m,12m
2021-06-04,gamma0,-7.720049034119102e-05,6m,1m,12m
2021-06-07,gamma0,-0.00013497497122678058,6m,1m,12m
2021-06-08,gamma0,-0.00013276976789405192,6m,1m,12m
2021-06-09,gamma0,-0.00011277053423493462,6m,1m,12m
2021-06-10,gamma0,-0.00017604285419003715,6m,1m,12m
2021-06-11,gamma0,-0.0002518184674511775,6m,1m,12m
2021-06-14,gamma0,-0.00021567677179543926,6m,1m,12m
2021-06-15,gamma0,-0.00019073549441098018,6m,1m,12m
2021-06-16,gamma0,-0.00018005159896914506,6m,1m,12m
2021-06-17,gamma0,-0.0002557713362348645,6m,1m,12m
2021-06-18,gamma0,-0.00018438539526312856,6m,1m,12m
2021-06-21,gamma0,-0.0002827502636281437,6m,1m,12m
2021-06-22,gamma0,-0.00029968782408819225,6m,1m,12m
2021-06-23,gamma0,-0.00024911466053582096,6m,1m,12m
2021-06-24,gamma0,-0.00020238807088411137,6m,1m,12m
2021-06-25,gamma0,-0.00027858724085524017,6m,1m,12m
2021-06-28,gamma0,-0.00027579243422869994,6m,1m,12m
2021-06-29,gamma0,-0.0002951824206600355,6m,1m,12m
2021-06-30,gamma0,-0.00021217364118558506,6m,1m,12m
2021-07-01,gamma0,-0.00022795958670756764,6m,1m,12m
2021-07-02,gamma0,-0.00025457585588581073,6m,1m,12m
2021-07-06,gamma0,-0.00021896075038343587,6m,1m,12m
2021-07-07,gamma0,-0.00029081765574506856,6m,1m,12m
2021-07-08,gamma0,-0.00028920321078923863,6m,1m,12m
2021-07-09,gamma0,-0.0002714152182811712,6m,1m,12m
2021-07-12,gamma0,-0.00031868429663719133,6m,1m,12m
2021-07-13,gamma0,-0.00032339888733991907,6m,1m,12m
2021-07-14,gamma0,-0.0003423913877494277,6m,1m,12m
2021-07-15,gamma0,-0.00033018656146461937,6m,1m,12m
2021-07-16,gamma0,-0.00028751636258109165,6m,1m,12m
2021-07-19,gamma0,-0.00023171455285277414,6m,1m,12m
2021-07-20,gamma0,-0.0002746174746127015,6m,1m,12m
2021-07-21,gamma0,-0.0003402201660215605,6m,1m,12m
2021-07-22,gamma0,-0.000326327751765073,6m,1m,12m
2021-07-23,gamma0,-0.00037999252536854517,6m,1m,12m
2021-07-26,gamma0,-0.0003342697812757985,6m,1m,12m
2021-07-27,gamma0,-0.0002835080785264191,6m,1m,12m
2021-07-28,gamma0,-0.0002904755179026736,6m,1m,12m
2021-07-29,gamma0,-0.0002988788647420837,6m,1m,12m
2021-07-30,gamma0,-0.000350519827904124,6m,1m,12m
2021-08-02,gamma0,-5.362721370964173e-05,6m,1m,12m
2021-08-03,gamma0,-0.00010159255117856714,6m,1m,12m
2021-08-04,gamma0,-5.081450121255984e-05,6m,1m,12m
2021-08-05,gamma0,-7.658160172311581e-05,6m,1m,12m
2021-08-06,gamma0,-0.00015344703120265328,6m,1m,12m
2021-08-09,gamma0,-0.0002139666287175701,6m,1m,12m
2021-08-10,gamma0,-0.00023128188552294372,6m,1m,12m
2021-08-11,gamma0,-0.00021542064935065915,6m,1m,12m
2021-08-12,gamma0,-0.00022819518942634215,6m,1m,12m
2021-08-13,gamma0,-0.00031527757451820556,6m,1m,12m
2021-08-16,gamma0,-0.0002968012464533465,6m,1m,12m
2021-08-17,gamma0,-0.0002397925978264435,6m,1m,12m
2021-08-18,gamma0,-0.0002209812741216235,6m,1m,12m
2021-08-19,gamma0,-0.00022285389320442206,6m,1m,12m
2021-08-20,gamma0,-0.0003826583848908066,6m,1m,12m
2021-08-23,gamma0,-0.0003952787308953383,6m,1m,12m
2021-08-24,gamma0,-0.0003952787308953383,6m,1m,12m
2021-08-25,gamma0,-0.00037576883917233916,6m,1m,12m
2021-08-26,gamma0,-0.0003381502956127849,6m,1m,12m
2021-08-27,gamma0,-0.0003952787308953383,6m,1m,12m
2021-08-30,gamma0,-0.0003952787308953383,6m,1m,12m
2021-08-31,gamma0,-0.00032432020678407767,6m,1m,12m
2021-09-01,gamma0,-0.0003270167040095713,6m,1m,12m
2021-09-02,gamma0,-9.854011142703634e-05,6m,1m,12m
2021-09-03,gamma0,-0.0001862238072855479,6m,1m,12m
2021-09-07,gamma0,-0.00021978436207214787,6m,1m,12m
2021-09-08,gamma0,-0.00018822060328657273,6m,1m,12m
2021-09-09,gamma0,-0.00015570719111227796,6m,1m,12m
2021-09-10,gamma0,-0.00019376978660441381,6m,1m,12m
2021-09-13,gamma0,-0.00018857024606337534,6m,1m,12m
2021-09-14,gamma0,-0.00018580423196431676,6m,1m,12m
2021-09-15,gamma0,-0.00023748532773353465,6m,1m,12m
2021-09-16,gamma0,-0.00022789282925738522,6m,1m,12m
2021-09-17,gamma0,-0.00025103546828996126,6m,1m,12m
2021-09-20,gamma0,-0.00014828006398887885,6m,1m,12m
2021-09-21,gamma0,-0.00016021673880322178,6m,1m,12m
2021-09-22,gamma0,-0.00017465004878889137,6m,1m,12m
2021-09-23,gamma0,-0.0002279302828189435,6m,1m,12m
2021-09-24,gamma0,-0.0002980488095346303,6m,1m,12m
2021-09-27,gamma0,-0.0002774613409768882,6m,1m,12m
2021-09-28,gamma0,-0.00018228057489411484,6m,1m,12m
2021-09-29,gamma0,-0.00014766422540643396,6m,1m,12m
2021-09-30,gamma0,-0.00018110456173135492,6m,1m,12m
2021-10-01,gamma0,-0.00028986187657039617,6m,1m,12m
2021-10-04,gamma0,-0.00025955966753384116,6m,1m,12m
2021-10-05,gamma0,-0.0002965169419677842,6m,1m,12m
2021-10-06,gamma0,-0.0002648667622202211,6m,1m,12m
2021-10-07,gamma0,-0.00032064302105399537,6m,1m,12m
2021-10-08,gamma0,-0.00038406083303956954,6m,1m,12m
2021-10-11,gamma0,-0.0003393135467654791,6m,1m,12m
2021-10-12,gamma0,-0.00032688674156627895,6m,1m,12m
2021-10-13,gamma0,-0.0003207006235777986,6m,1m,12m
2021-10-14,gamma0,-0.00035738500326966866,6m,1m,12m
2021-10-15,gamma0,-0.0003952787308953383,6m,1m,12m
2021-10-18,gamma0,-0.0003617940596963939,6m,1m,12m
2021-10-19,gamma0,-0.0002457129347607312,6m,1m,12m
2021-10-20,gamma0,-0.00027261896353081386,6m,1m,12m
2021-10-21,gamma0,-0.00028019213423028847,6m,1m,12m
2021-10-22,gamma0,-0.00032665137089671017,6m,1m,12m
2021-10-25,gamma0,-0.00033843925855595817,6m,1m,12m
2021-10-26,gamma0,-0.0003051267722177408,6m,1m,12m
2021-10-27,gamma0,-0.0003186895953787482,6m,1m,12m
2021-10-28,gamma0,-0.000344083759633506,6m,1m,12m
2021-10-29,gamma0,-0.00036906730405890115,6m,1m,12m
2021-11-01,gamma0,-0.00013313350831900366,6m,1m,12m
2021-11-02,gamma0,-0.0001418733107805439,6m,1m,12m
2021-11-03,gamma0,-0.0001178612053736758,6m,1m,12m
2021-11-04,gamma0,-0.0001366157018560495,6m,1m,12m
2021-11-05,gamma0,-0.00015361640088318437,6m,1m,12m
2021-11-08,gamma0,-0.0002034325947241818,6m,1m,12m
2021-11-09,gamma0,-0.00020714893141075445,6m,1m,12m
2021-11-10,gamma0,-0.00016676058142865404,6m,1m,12m
2021-11-11,gamma0,-0.00021883686366092753,6m,1m,12m
2021-11-12,gamma0,-0.00030751460905823803,6m,1m,12m
2021-11-15,gamma0,-0.0002839730334190189,6m,1m,12m
2021-11-16,gamma0,-0.00024483817776580635,6m,1m,12m
2021-11-17,gamma0,-0.00029657289325063984,6m,1m,12m
2021-11-18,gamma0,-0.000327378683144481,6m,1m,12m
2021-11-19,gamma0,-0.00038295058370648816,6m,1m,12m
2021-11-22,gamma0,-0.0002933171909801904,6m,1m,12m
2021-11-23,gamma0,-0.0003133762585560695,6m,1m,12m
2021-11-24,gamma0,-0.0003406088208621945,6m,1m,12m
2021-11-26,gamma0,-0.0002491888576328801,6m,1m,12m
2021-11-29,gamma0,-0.0002728747811661643,6m,1m,12m
2021-11-30,gamma0,-0.00016215615904037543,6m,1m,12m
2021-12-01,gamma0,-8.069030086680121e-05,6m,1m,12m
2021-12-02,gamma0,-0.00015125390778086083,6m,1m,12m
2021-12-03,gamma0,-0.00016640046712955645,6m,1m,12m
2021-12-06,gamma0,-2.3893931825944134e-05,6m,1m,12m
2021-12-07,gamma0,-0.00013306023149515237,6m,1m,12m
2021-12-08,gamma0,-0.00014592081805609488,6m,1m,12m
2021-12-09,gamma0,-0.0001373269322812864,6m,1m,12m
2021-12-10,gamma0,-0.00027098282791033454,6m,1m,12m
2021-12-13,gamma0,-0.00027978297001534454,6m,1m,12m
2021-12-14,gamma0,-0.00025938881456065226,6m,1m,12m
2021-12-15,gamma0,-0.00030274936146148596,6m,1m,12m
2021-12-16,gamma0,-0.0003085688842047888,6m,1m,12m
2021-12-17,gamma0,-0.0003409267639325253,6m,1m,12m
2021-12-20,gamma0,-0.00022334696413218617,6m,1m,12m
2021-12-21,gamma0,-0.00021416380280594042,6m,1m,12m
2021-12-22,gamma0,-0.00026301592422745175,6m,1m,12m
2021-12-23,gamma0,-0.00033995779585923046,6m,1m,12m
2021-12-27,gamma0,-0.0003482841558702022,6m,1m,12m
2021-12-28,gamma0,-0.0003193338047679144,6m,1m,12m
2021-12-29,gamma0,-0.00032155321293547305,6m,1m,12m
2021-12-30,gamma0,-0.00031290853966862845,6m,1m,12m
2021-12-31,gamma0,-0.00033506667950511116,6m,1m,12m
2022-01-03,gamma0,-0.0003253732107565238,6m,1m,12m
2022-01-04,gamma0,-0.0003329883787242466,6m,1m,12m
2022-01-05,gamma0,-0.00017720994511165853,6m,1m,12m
2022-01-06,gamma0,-0.00021126636986444638,6m,1m,12m
2022-01-07,gamma0,-0.0003002757030186966,6m,1m,12m
2022-01-10,gamma0,-0.0002347074088224297,6m,1m,12m
2022-01-11,gamma0,-0.0002679597133319674,6m,1m,12m
2022-01-12,gamma0,-0.00025411652802021385,6m,1m,12m
2022-01-13,gamma0,-0.00021680403816614155,6m,1m,12m
2022-01-14,gamma0,-0.0002965056338627064,6m,1m,12m
2022-01-18,gamma0,-0.0001045756894888655,6m,1m,12m
2022-01-19,gamma0,-8.122814099512546e-05,6m,1m,12m
2022-01-20,gamma0,1.2368450595833741e-05,6m,1m,12m
2022-01-21,gamma0,5.135203104512989e-06,6m,1m,12m
2022-01-24,gamma0,4.805251994620888e-06,6m,1m,12m
2022-01-25,gamma0,4.8667016790905993e-05,6m,1m,12m
2022-01-26,gamma0,8.379092447969033e-05,6m,1m,12m
2022-01-27,gamma0,0.00012460861332791248,6m,1m,12m
2022-01-28,gamma0,5.9787878433177844e-05,6m,1m,12m
2022-01-31,gamma0,-2.8086434355997318e-05,6m,1m,12m
2022-02-01,gamma0,-0.0001441136583322721,6m,1m,12m
2022-02-02,gamma0,-6.972700014662523e-05,6m,1m,12m
2022-02-03,gamma0,6.336908761826587e-06,6m,1m,12m
2022-02-04,gamma0,-0.00013071267486172112,6m,1m,12m
2022-02-07,gamma0,-0.00013968440021182768,6m,1m,12m
2022-02-08,gamma0,-0.0001906021056714827,6m,1m,12m
2022-02-09,gamma0,-0.00019810145454742819,6m,1m,12m
2022-02-10,gamma0,-0.00012164048380393749,6m,1m,12m
2022-02-11,gamma0,-6.749140834659667e-05,6m,1m,12m
2022-02-14,gamma0,2.8124064912566022e-05,6m,1m,12m
2022-02-15,gamma0,1.3828428587470869e-05,6m,1m,12m
2022-02-16,gamma0,-4.912929919178642e-05,6m,1m,12m
2022-02-17,gamma0,2.202074788230174e-05,6m,1m,12m
2022-02-18,gamma0,-4.7432882600106175e-05,6m,1m,12m
2022-02-22,gamma0,-1.3762725761175287e-05,6m,1m,12m
2022-02-23,gamma0,5.3765370596744506e-05,6m,1m,12m
2022-02-24,gamma0,6.862924799823697e-05,6m,1m,12m
2022-02-25,gamma0,-0.00010913623328809103,6m,1m,12m
2022-02-28,gamma0,2.0722069509232797e-05,6m,1m,12m
2022-03-01,gamma0,8.37504678054092e-05,6m,1m,12m
2022-03-02,gamma0,0.0001404110365509543,6m,1m,12m
2022-03-03,gamma0,0.0001424692667025258,6m,1m,12m
2022-03-04,gamma0,0.00011578332256706686,6m,1m,12m
2022-03-07,gamma0,0.0001524960829064293,6m,1m,12m
2022-03-08,gamma0,0.00013448935424233588,6m,1m,12m
2022-03-09,gamma0,7.873099158974039e-05,6m,1m,12m
2022-03-10,gamma0,4.7119000067589794e-05,6m,1m,12m
2022-03-11,gamma0,-2.130889293346637e-05,6m,1m,12m
2022-03-14,gamma0,7.296610728220915e-05,6m,1m,12m
2022-03-15,gamma0,1.9486863429763772e-05,6m,1m,12m
2022-03-16,gamma0,-5.4494719025652654e-05,6m,1m,12m
2022-03-17,gamma0,-6.76668603305422e-05,6m,1m,12m
2022-03-18,gamma0,-0.0001806717009220627,6m,1m,12m
2022-03-21,gamma0,-0.0002051449090214635,6m,1m,12m
2022-03-22,gamma0,-0.0002387762072013858,6m,1m,12m
2022-03-23,gamma0,-0.00020706986649982352,6m,1m,12m
2022-03-24,gamma0,-0.0002520495215107902,6m,1m,12m
2022-03-25,gamma0,-0.00032018926446711446,6m,1m,12m
2022-03-28,gamma0,-0.00033596352084269254,6m,1m,12m
2022-03-29,gamma0,-0.0003096016402123873,6m,1m,12m
2022-03-30,gamma0,-0.00026304483706698196,6m,1m,12m
2022-03-31,gamma0,-0.000259436269349097,6m,1m,12m
