year-to-month,approx.1m,approx.2m,approx.3m,approx.6m,approx.12m
2012-02,0.006771645045590658,0.004797626990815319,0.00498533435837313,0.004839080336110883,0.005060400389063453
2012-03,0.006628504403371745,0.005499630088085813,0.005286368932370125,0.004762847496948977,0.004837963413640705
2012-04,0.006094745933124724,0.005364691407182173,0.004730540944582831,0.00535103794779722,0.0054289047560608095
2012-05,0.0021952793902738836,0.003491796615893455,0.004586815295367661,0.005289486378935019,0.00545430407638875
2012-06,0.0051523981534139455,0.005665712330624862,0.004718197462067427,0.005162816356106034,0.005571599712302218
2012-07,0.017378678246328924,0.0042167583123529735,0.0037849742927181045,0.004407904317056181,0.0044967498324166
2012-08,0.0071487116253266085,0.008050060966695768,0.004201239948663705,0.004526119368394858,0.004163279899684241
2012-09,0.005059820140686785,0.0025928300322674673,0.003917506423692103,0.004337924079320243,0.0033485550257345174
2012-10,0.007913499198915274,0.0037664811017431386,0.004395013593899464,0.004205951842647549,0.004396096100891294
2012-11,0.005518833448522685,0.0026461285365262303,0.003959967232866901,0.0036808184327142787,0.004138923326057627
2012-12,0.004188479525954543,0.005479682922010705,0.004388491428220272,0.004361318172426086,0.004264953211059847
2013-01,0.008266424093588975,0.0038461097263918446,0.0041130381597111595,0.004184059483600569,0.004539205041257707
2013-02,0.003040792480344918,0.006233697843107041,0.0050952281843503165,0.00469491491185397,0.0047918552941698545
2013-03,0.006520167340544068,0.0032403763419111458,0.0046096284939962625,0.004471251706303299,0.004426550810926681
2013-04,0.005359619184229889,0.004270111478087755,0.00380665153996844,0.00446787388980213,0.004544353775284436
2013-05,0.004136074754556759,0.003572129204081175,0.004313319299512038,0.004594270194716175,0.004760828434019312
2013-06,0.00701996598225694,0.005019866517722255,0.004851475579250585,0.005050109613653983,0.005027966709874735
2013-07,0.004977985620957279,0.0023976794077034762,0.004443873134626781,0.005256086075903594,0.005566904498137952
2013-08,0.006292608705709103,0.005293751034569402,0.005250984168001982,0.005903418372612801,0.0055635359718085795
2013-09,0.0014425752916412968,0.00023425966926317093,0.0023981082065070995,0.0036787199488399038,0.004316683750385353
2013-10,0.0015878203013123858,0.001357398989454578,0.001952911310146669,0.003487708612187053,0.00414342555756219
2013-11,0.0022166207830304047,0.0008615370909018968,0.0023768129274829683,0.0033792670239702377,0.003672042838784183
2013-12,0.009152670212070878,0.0041292090186087,0.004769734772646147,0.004606607094544768,0.004551274726896494
2014-01,0.005052512851060504,0.00439841348976386,0.004170392187389116,0.00478881317151401,0.004809707887344813
2014-02,0.0028620440154956926,0.0031850737565740535,0.004357596921861056,0.004740092443577081,0.004461613934622392
2014-03,0.0028713386311525094,0.0024587707842875636,0.003548817972519869,0.003982300839992941,0.0038740990831789683
2014-04,0.006204780562737162,0.004446265458873893,0.004033854833968321,0.003643104408182876,0.0036205779265891173
2014-05,0.002057296312724889,0.0004893728989465423,0.002193249012276471,0.003423810948774221,0.003568235049410377
2014-06,0.0027103280180648037,0.0008106719731578131,0.0023873590254990845,0.0036655732470171902,0.0037509644468060395
2014-07,0.003919806230166748,0.002785321869793892,0.0032932468260054746,0.0035402786060075146,0.004317832819632633
2014-08,0.0040976043661736135,0.002657458200761834,0.002989020192534941,0.0036452706765303182,0.004188461958700535
2014-09,0.002581343737340236,0.002897825743968254,0.0034113283247449977,0.003929901104932438,0.004541390056507795
2014-10,0.000603626479265278,0.002490602946104208,0.0029041455892658942,0.0039171764226527015,0.0041857967694923885
2014-11,0.005225715481773994,0.004692964596404292,0.004051868418651039,0.004387796888934013,0.004590463507280699
2014-12,0.0006555128493359792,0.0037196118257684925,0.0046781557022454665,0.005069662711024736,0.005808731578126351
2015-01,0.0021660489645124728,0.004823135271391499,0.003692135338245361,0.004748578973897932,0.005446659553083541
2015-02,-0.00234443593970961,0.002294845639403148,0.0031892078409621635,0.004396753800405393,0.00554764896624867
2015-03,0.0020456376431393693,0.003386457365455316,0.0042955379957706815,0.004354447017841492,0.005456372810036574
2015-04,0.0007230961798894306,0.0032414398594855236,0.003980541360341128,0.0048403373209801965,0.005321868268203307
2015-05,-0.0001227603288920988,0.0027948231993660242,0.004350624480348698,0.004974461391223919,0.005536589749963505
2015-06,0.004695486138357434,0.0036240553229935496,0.00502525533163501,0.005658497735383759,0.006315791241711379
2015-07,0.0019344366875890375,0.00434979721184997,0.005545044975706527,0.005997464738106289,0.006770567492110292
2015-08,0.0022933617055442075,0.003544875218266975,0.004994586303130529,0.005940819029817997,0.00668036240763544
2015-09,0.005151810013330316,0.004608850310621426,0.0055948858813231715,0.006108559956791785,0.006483668513402558
2015-10,0.003938876420226797,0.0037329494385203296,0.004902910416022091,0.006188722385306472,0.006507322534131806
2015-11,-0.0032003552186536327,0.006046024532160536,0.006174764517041967,0.007328566608771203,0.008472818997847421
2015-12,0.008821060617513787,0.007601347835252288,0.0082159260338841,0.00902055845705534,0.009879103832082046
2016-01,0.007401561595783283,0.007793158774570908,0.007947866607922313,0.00865515361377552,0.009411679114563613
2016-02,0.005859832056630035,0.006884243668607721,0.0069834287976216014,0.007108049087858301,0.00781346443085842
2016-03,0.0040166323475397565,0.00558408802546025,0.006581698180267066,0.0072616558505187835,0.008131512452500624
2016-04,0.006567075116020529,0.006250100327847447,0.0066611888626411445,0.007530165462650388,0.008194001281343533
2016-05,0.005174224551843053,0.006209992360963,0.007095748886334376,0.00781712091303721,0.00862298705219906
2016-06,0.005266773281938884,0.0064650357124193,0.007154312588830246,0.007995084128390194,0.008356073290428444
2016-07,0.00622111968519185,0.006712658065118757,0.007715405524487483,0.008326253618052722,0.00824857317673201
2016-08,0.006443402623593698,0.007737575192125383,0.00835757355174754,0.009138262938632442,0.009237751876368518
2016-09,0.009384679168490175,0.009237028995728673,0.009258090661510754,0.009568679080744373,0.009511138165339626
2016-10,0.011012363326236167,0.008973333413127817,0.009222142175440842,0.009783360148955917,0.009685284140116945
2016-11,0.007344129862342523,0.009612651299003601,0.010158450391299579,0.010113861722202898,0.01042459760465184
2016-12,0.007166989727616752,0.011589397209648461,0.012208683533309301,0.011924039890536866,0.013158160566817845
2017-01,0.011950230349547283,0.011710191824317179,0.011047694743478125,0.012369043457100631,0.013162841881589494
2017-02,0.009037882336027645,0.011052834359531166,0.011534335471241677,0.0123793486252147,0.013556698031664448
2017-03,0.007680051342749711,0.012921729057967481,0.012896496970934361,0.013147989825141577,0.014262708796349211
2017-04,0.01262199998748231,0.014010102717052064,0.013520193261255725,0.013954684272160947,0.014413896272791864
2017-05,0.013013299936511076,0.014168260811557452,0.014456516048644306,0.014904112755405539,0.01502977126349369
2017-06,0.009754512657829305,0.01515186651829037,0.01536069673330187,0.015704340273207794,0.01567886885620023
2017-07,0.008623255866672985,0.01491912257457324,0.015052068488564947,0.015952267212629066,0.015970227491575544
2017-08,0.011960043786834212,0.01529549458919993,0.015330303375258394,0.01579406432138432,0.01594683962977433
2017-09,0.016209082739390597,0.01591312671725433,0.015924476261547315,0.016158347354936497,0.016344815342886128
2017-10,0.01613724051885402,0.01658224400769618,0.016574493532385118,0.01683622407750634,0.017210062264039035
2017-11,0.016854346780981813,0.01761994805194777,0.01738964986655776,0.0177583859565055,0.018719170097666542
2017-12,0.024627309435991403,0.020756283897174068,0.020476932825232063,0.019982047061150712,0.02019607064614452
2018-01,0.02138258460234349,0.020902800640391,0.021002909416444105,0.021232445331633355,0.022128444125727176
2018-02,0.02013276855349279,0.022836197081134473,0.023125251860548035,0.024376734203998045,0.023868440421540606
2018-03,0.02596936789575853,0.0243820929704172,0.024250819838789305,0.02464708352875994,0.025774965959997564
2018-04,0.0235481656320958,0.023246982289352618,0.02377524461181567,0.025113435685842306,0.026811244808173307
2018-05,0.023443677250508884,0.02390143877413538,0.023673543217144488,0.02502662625910746,0.026564411174555366
2018-06,0.02344655763706847,0.023590775880664414,0.02408811017937039,0.025188498447920482,0.027296797793886086
2018-07,0.026409314165166745,0.02428918206831251,0.024555844153313033,0.026693973535568825,0.028092200602573378
2018-08,0.024182761014690253,0.02489550828401403,0.025100469241500514,0.027229863151215006,0.02777590451704173
2018-09,0.024994730870972533,0.025217717465656205,0.027111154208841696,0.02829647366201077,0.02839966971260063
2018-10,0.02489228186900684,0.026302703738639986,0.0278965367327644,0.02910527441169284,0.029839744755318087
2018-11,0.026138201257734275,0.028634465595819617,0.029043147431680516,0.029512102673488173,0.029954871991251818
2018-12,0.029326430487902073,0.0291609041220275,0.028525698862079188,0.02847999513533625,0.02903231247341012
2019-01,0.028751821529759518,0.02866670125553413,0.027397866590267328,0.027132190384636934,0.027571103604555586
2019-02,0.026511022419397637,0.0273898103636033,0.026885564250332856,0.02687586675622755,0.027150035720915466
2019-03,0.02770842071904387,0.027336685657299527,0.02668505375577032,0.02664764527044694,0.027027380817407066
2019-04,0.02787155128848641,0.027549374460251456,0.02701355037858725,0.02661600682786272,0.02666097691050977
2019-05,0.027907994441282225,0.026860433040026027,0.026552199133983777,0.026089647473009035,0.025349573092222563
2019-06,0.025615265987166812,0.026104445017778425,0.02508601708045227,0.024077346722884373,0.022622298215870067
2019-07,0.025421564974129694,0.025640195363148852,0.02456856073550673,0.023761552707737124,0.02199936206942412
2019-08,0.023092995887836868,0.024105512028191032,0.022959906346849284,0.02207689038825085,0.019607083666130586
2019-09,0.023377142860347627,0.02361613749771105,0.023068725693054595,0.022087965873401054,0.02022556222426531
2019-10,0.021698720088106475,0.02132085550382705,0.020794935172569678,0.019645114877930452,0.018721115716827594
2019-11,0.02163949123907087,0.021113111698980832,0.02041125195339065,0.019514043858233743,0.018977730481753205
2019-12,0.02340802386013355,0.021734019530460426,0.020142274264918082,0.01980029634064588,0.019354404318034944
2020-01,0.0183560045504548,0.020174861462881933,0.019790583783002705,0.019274534243415724,0.01900191145465736
2020-02,0.0203086045309345,0.0205398502316049,0.01908161983841741,0.01837484128478187,0.018206404797372316
2020-03,0.008573189812357787,0.008879367449379068,0.007879755452768913,0.007131113487230098,0.007576850606921235
2020-04,0.006479469234744887,0.005705413030666223,0.005429234348102826,0.005638991840635065,0.0063266926648184885
2020-05,0.004273648087226984,0.004133329285205386,0.003639428928244634,0.004148268493656597,0.0044601179368645065
2020-06,0.003062154873294031,0.003975885679375359,0.003868258341123217,0.004086977012329441,0.00446996355051481
2020-07,0.004643483152564947,0.004200092394014494,0.0038425631676287366,0.00411160212118712,0.00401571471804857
2020-08,0.005159849151946608,0.004518395964391502,0.0038284657257871475,0.004486045581112414,0.004191778061879142
2020-09,0.004954058966014325,0.005345117351271512,0.0054465612209173625,0.005050605768487046,0.004642874860918756
2020-10,0.004268626189268598,0.004583393929065204,0.0052418595889431275,0.0047246759443916745,0.004567510008140533
2020-11,0.003965779361107556,0.005845334648429004,0.005505444643858625,0.0047682521064001185,0.004418283552806329
2020-12,0.008733852153900847,0.007458710715432915,0.006028986339870406,0.0053302333812256086,0.005280587987653892
2021-01,0.005138935737468806,0.004902971798828147,0.004980565910320152,0.00483292560591436,0.0049891458092564634
