date,factor,long_maturity,short_maturity,spread,spread_label
2010-11-23,gamma2,12m,1m,-0.0032285027453052067,gamma2__12m__1m
2010-11-23,gamma2,12m,6m,1.1531224259099526e-05,gamma2__12m__6m
2010-11-24,gamma2,6m,1m,-0.0025312282412453474,gamma2__6m__1m
2010-11-24,gamma2,12m,1m,-0.0025060157973972015,gamma2__12m__1m
2010-11-24,gamma2,12m,6m,2.5212443848146105e-05,gamma2__12m__6m
2010-11-26,gamma2,6m,1m,-0.001693151162066706,gamma2__6m__1m
2010-11-26,gamma2,12m,1m,-0.0016209478013185876,gamma2__12m__1m
2010-11-26,gamma2,12m,6m,7.220336074811819e-05,gamma2__12m__6m
2010-11-29,gamma2,6m,1m,-0.0017341341924321401,gamma2__6m__1m
2010-11-29,gamma2,12m,1m,-0.001878206940476513,gamma2__12m__1m
2010-11-29,gamma2,12m,6m,-0.00014407274804437273,gamma2__12m__6m
2010-11-30,gamma2,6m,1m,-0.0005557590044534995,gamma2__6m__1m
2010-11-30,gamma2,12m,1m,-0.0006977959970325279,gamma2__12m__1m
2010-11-30,gamma2,12m,6m,-0.0001420369925790283,gamma2__12m__6m
2010-12-01,gamma2,6m,1m,-0.0022495327411658477,gamma2__6m__1m
2010-12-01,gamma2,12m,1m,-0.0021384384543367955,gamma2__12m__1m
2010-12-01,gamma2,12m,6m,0.00011109428682905243,gamma2__12m__6m
2010-12-02,gamma2,6m,1m,-0.0039017656125650115,gamma2__6m__1m
2010-12-02,gamma2,12m,1m,-0.0037889576516649554,gamma2__12m__1m
2010-12-02,gamma2,12m,6m,0.00011280796090005639,gamma2__12m__6m
2010-12-03,gamma2,6m,1m,-0.0024736748043382613,gamma2__6m__1m
2010-12-03,gamma2,12m,1m,-0.0022451100590312073,gamma2__12m__1m
2010-12-03,gamma2,12m,6m,0.00022856474530705365,gamma2__12m__6m
2010-12-06,gamma2,6m,1m,-0.003001188219253441,gamma2__6m__1m
2010-12-06,gamma2,12m,1m,-0.0029000640329096754,gamma2__12m__1m
2010-12-06,gamma2,12m,6m,0.00010112418634376563,gamma2__12m__6m
2010-12-07,gamma2,6m,1m,-0.0034633608160785953,gamma2__6m__1m
2010-12-07,gamma2,12m,1m,-0.0034277021128848555,gamma2__12m__1m
2010-12-07,gamma2,12m,6m,3.5658703193739636e-05,gamma2__12m__6m
2010-12-08,gamma2,6m,1m,-0.002938651481142316,gamma2__6m__1m
2010-12-08,gamma2,12m,1m,-0.003229577481527267,gamma2__12m__1m
2010-12-08,gamma2,12m,6m,-0.0002909260003849507,gamma2__12m__6m
2010-12-09,gamma2,6m,1m,-0.0027605885530674976,gamma2__6m__1m
2010-12-09,gamma2,12m,1m,-0.003014997241094849,gamma2__12m__1m
2010-12-09,gamma2,12m,6m,-0.00025440868802735126,gamma2__12m__6m
2010-12-10,gamma2,6m,1m,-0.0032104063471541104,gamma2__6m__1m
2010-12-10,gamma2,12m,1m,-0.00349253619020575,gamma2__12m__1m
2010-12-10,gamma2,12m,6m,-0.0002821298430516396,gamma2__12m__6m
2010-12-13,gamma2,6m,1m,-0.0033675784972676905,gamma2__6m__1m
2010-12-13,gamma2,12m,1m,-0.003357706527490648,gamma2__12m__1m
2010-12-13,gamma2,12m,6m,9.87196977704247e-06,gamma2__12m__6m
2010-12-14,gamma2,6m,1m,-0.002903203328628285,gamma2__6m__1m
2010-12-14,gamma2,12m,1m,-0.003088658257169563,gamma2__12m__1m
2010-12-14,gamma2,12m,6m,-0.0001854549285412779,gamma2__12m__6m
2010-12-15,gamma2,6m,1m,-0.0031372893373667757,gamma2__6m__1m
2010-12-15,gamma2,12m,1m,-0.0032945206840734893,gamma2__12m__1m
2010-12-15,gamma2,12m,6m,-0.0001572313467067135,gamma2__12m__6m
2010-12-16,gamma2,6m,1m,-0.0027796690048389745,gamma2__6m__1m
2010-12-16,gamma2,12m,1m,-0.0026640694639163097,gamma2__12m__1m
2010-12-16,gamma2,12m,6m,0.00011559954092266498,gamma2__12m__6m
2010-12-17,gamma2,6m,1m,-0.0027289778056453487,gamma2__6m__1m
2010-12-17,gamma2,12m,1m,-0.002380193633327319,gamma2__12m__1m
2010-12-17,gamma2,12m,6m,0.00034878417231802957,gamma2__12m__6m
2010-12-20,gamma2,6m,1m,-0.0028910541547390377,gamma2__6m__1m
2010-12-20,gamma2,12m,1m,-0.0024069277097629785,gamma2__12m__1m
2010-12-20,gamma2,12m,6m,0.0004841264449760591,gamma2__12m__6m
2010-12-21,gamma2,6m,1m,-0.0028684980121004787,gamma2__6m__1m
2010-12-21,gamma2,12m,1m,-0.002483120519686374,gamma2__12m__1m
2010-12-21,gamma2,12m,6m,0.0003853774924141048,gamma2__12m__6m
2010-12-22,gamma2,6m,1m,-0.002463250795928994,gamma2__6m__1m
2010-12-22,gamma2,12m,1m,-0.002180559199680264,gamma2__12m__1m
2010-12-22,gamma2,12m,6m,0.0002826915962487297,gamma2__12m__6m
2010-12-23,gamma2,6m,1m,-0.0028563102330661718,gamma2__6m__1m
2010-12-23,gamma2,12m,1m,-0.0022812733150394692,gamma2__12m__1m
2010-12-23,gamma2,12m,6m,0.0005750369180267025,gamma2__12m__6m
2010-12-27,gamma2,6m,1m,-0.0039002255497546812,gamma2__6m__1m
2010-12-27,gamma2,12m,1m,-0.00293207494088383,gamma2__12m__1m
2010-12-27,gamma2,12m,6m,0.0009681506088708513,gamma2__12m__6m
2010-12-28,gamma2,6m,1m,-0.004597496042059755,gamma2__6m__1m
2010-12-28,gamma2,12m,1m,-0.003716353752123159,gamma2__12m__1m
2010-12-28,gamma2,12m,6m,0.000881142289936597,gamma2__12m__6m
2010-12-29,gamma2,6m,1m,-0.004299218870601671,gamma2__6m__1m
2010-12-29,gamma2,12m,1m,-0.004025642344613466,gamma2__12m__1m
2010-12-29,gamma2,12m,6m,0.0002735765259882051,gamma2__12m__6m
2010-12-30,gamma2,6m,1m,-0.004132149265828051,gamma2__6m__1m
2010-12-30,gamma2,12m,1m,-0.0033297509225444534,gamma2__12m__1m
2010-12-30,gamma2,12m,6m,0.0008023983432835975,gamma2__12m__6m
2010-12-31,gamma2,6m,1m,-0.003592764739709412,gamma2__6m__1m
2010-12-31,gamma2,12m,1m,-0.0029623064104407626,gamma2__12m__1m
2010-12-31,gamma2,12m,6m,0.0006304583292686491,gamma2__12m__6m
2011-01-03,gamma2,6m,1m,-0.004529538813317307,gamma2__6m__1m
2011-01-03,gamma2,12m,1m,-0.0042871452776458,gamma2__12m__1m
2011-01-03,gamma2,12m,6m,0.00024239353567150762,gamma2__12m__6m
2011-01-04,gamma2,6m,1m,-0.003879410285577752,gamma2__6m__1m
2011-01-04,gamma2,12m,1m,-0.0035708778337853707,gamma2__12m__1m
2011-01-04,gamma2,12m,6m,0.00030853245179238094,gamma2__12m__6m
2011-01-05,gamma2,6m,1m,-0.00454673818826825,gamma2__6m__1m
2011-01-05,gamma2,12m,1m,-0.00435856349018917,gamma2__12m__1m
2011-01-05,gamma2,12m,6m,0.0001881746980790794,gamma2__12m__6m
2011-01-06,gamma2,6m,1m,-0.004532281144017946,gamma2__6m__1m
2011-01-06,gamma2,12m,1m,-0.004438875704410693,gamma2__12m__1m
2011-01-06,gamma2,12m,6m,9.340543960725295e-05,gamma2__12m__6m
2011-01-07,gamma2,6m,1m,-0.0038227847038245413,gamma2__6m__1m
2011-01-07,gamma2,12m,1m,-0.003311254159993979,gamma2__12m__1m
2011-01-07,gamma2,12m,6m,0.0005115305438305623,gamma2__12m__6m
2011-01-10,gamma2,6m,1m,-0.00483655536697909,gamma2__6m__1m
2011-01-10,gamma2,12m,1m,-0.004428567720405047,gamma2__12m__1m
2011-01-10,gamma2,12m,6m,0.0004079876465740429,gamma2__12m__6m
2011-01-11,gamma2,6m,1m,-0.004497598829335144,gamma2__6m__1m
2011-01-11,gamma2,12m,1m,-0.004170277125243756,gamma2__12m__1m
2011-01-11,gamma2,12m,6m,0.00032732170409138843,gamma2__12m__6m
2011-01-12,gamma2,6m,1m,-0.004605834811604422,gamma2__6m__1m
2011-01-12,gamma2,12m,1m,-0.004459950539550186,gamma2__12m__1m
2011-01-12,gamma2,12m,6m,0.00014588427205423733,gamma2__12m__6m
2011-01-13,gamma2,6m,1m,-0.004712321935853022,gamma2__6m__1m
2011-01-13,gamma2,12m,1m,-0.004530804418723858,gamma2__12m__1m
2011-01-13,gamma2,12m,6m,0.00018151751712916446,gamma2__12m__6m
2011-01-14,gamma2,6m,1m,-0.003267291675869283,gamma2__6m__1m
2011-01-14,gamma2,12m,1m,-0.0031499560439064624,gamma2__12m__1m
2011-01-14,gamma2,12m,6m,0.00011733563196282094,gamma2__12m__6m
2011-01-18,gamma2,12m,6m,1.6247542791036017e-05,gamma2__12m__6m
2011-01-19,gamma2,6m,1m,-0.003552193853987933,gamma2__6m__1m
2011-01-19,gamma2,12m,1m,-0.0026778662954182833,gamma2__12m__1m
2011-01-19,gamma2,12m,6m,0.0008743275585696496,gamma2__12m__6m
2011-01-20,gamma2,6m,1m,-0.003540596874214502,gamma2__6m__1m
2011-01-20,gamma2,12m,1m,-0.002412069499025932,gamma2__12m__1m
2011-01-20,gamma2,12m,6m,0.0011285273751885697,gamma2__12m__6m
2011-01-21,gamma2,6m,1m,-0.0027127405156176336,gamma2__6m__1m
2011-01-21,gamma2,12m,1m,-0.0017773215114776759,gamma2__12m__1m
2011-01-21,gamma2,12m,6m,0.0009354190041399579,gamma2__12m__6m
2011-01-24,gamma2,6m,1m,-0.0013546472246413418,gamma2__6m__1m
2011-01-24,gamma2,12m,1m,-0.00032142577803191544,gamma2__12m__1m
2011-01-24,gamma2,12m,6m,0.0010332214466094265,gamma2__12m__6m
2011-01-25,gamma2,6m,1m,-0.0013921141038513824,gamma2__6m__1m
2011-01-25,gamma2,12m,1m,-0.0003328019786103428,gamma2__12m__1m
2011-01-25,gamma2,12m,6m,0.0010593121252410395,gamma2__12m__6m
2011-01-26,gamma2,6m,1m,-0.00193342823762949,gamma2__6m__1m
2011-01-26,gamma2,12m,1m,-0.0009214745942027425,gamma2__12m__1m
2011-01-26,gamma2,12m,6m,0.0010119536434267473,gamma2__12m__6m
2011-01-27,gamma2,6m,1m,-0.0015114613083945616,gamma2__6m__1m
2011-01-27,gamma2,12m,1m,-0.00040065881897413506,gamma2__12m__1m
2011-01-27,gamma2,12m,6m,0.0011108024894204264,gamma2__12m__6m
2011-01-28,gamma2,6m,1m,-0.0009457920375150303,gamma2__6m__1m
2011-01-28,gamma2,12m,1m,0.001303162664497672,gamma2__12m__1m
2011-01-28,gamma2,12m,6m,0.0022489547020127024,gamma2__12m__6m
2011-01-31,gamma2,6m,1m,-0.0009605271565794378,gamma2__6m__1m
2011-01-31,gamma2,12m,1m,0.0007918086246949306,gamma2__12m__1m
2011-01-31,gamma2,12m,6m,0.0017523357812743684,gamma2__12m__6m
2011-02-01,gamma2,6m,1m,-0.002982337137022987,gamma2__6m__1m
2011-02-01,gamma2,12m,1m,-0.0016852189129290059,gamma2__12m__1m
2011-02-01,gamma2,12m,6m,0.001297118224093981,gamma2__12m__6m
2011-02-02,gamma2,6m,1m,-0.0020576430037013115,gamma2__6m__1m
2011-02-02,gamma2,12m,1m,-0.0018416500332592552,gamma2__12m__1m
2011-02-02,gamma2,12m,6m,0.00021599297044205644,gamma2__12m__6m
2011-02-03,gamma2,6m,1m,-0.00246080958887993,gamma2__6m__1m
2011-02-03,gamma2,12m,1m,-0.0019825510985464353,gamma2__12m__1m
2011-02-03,gamma2,12m,6m,0.00047825849033349474,gamma2__12m__6m
2011-02-04,gamma2,6m,1m,-0.001700999981793819,gamma2__6m__1m
2011-02-04,gamma2,12m,1m,-0.00120741677761358,gamma2__12m__1m
2011-02-04,gamma2,12m,6m,0.0004935832041802388,gamma2__12m__6m
2011-02-07,gamma2,6m,1m,-0.00224936103495809,gamma2__6m__1m
2011-02-07,gamma2,12m,1m,-0.0019804945483650593,gamma2__12m__1m
2011-02-07,gamma2,12m,6m,0.0002688664865930303,gamma2__12m__6m
2011-02-08,gamma2,6m,1m,-0.0020721270038602355,gamma2__6m__1m
2011-02-08,gamma2,12m,1m,-0.0019754680574791215,gamma2__12m__1m
2011-02-08,gamma2,12m,6m,9.665894638111389e-05,gamma2__12m__6m
2011-02-09,gamma2,6m,1m,-0.0017404749595398077,gamma2__6m__1m
2011-02-09,gamma2,12m,1m,-0.0014123653115604843,gamma2__12m__1m
2011-02-09,gamma2,12m,6m,0.0003281096479793234,gamma2__12m__6m
2011-02-10,gamma2,6m,1m,-0.0018074348808645182,gamma2__6m__1m
2011-02-10,gamma2,12m,1m,-0.0015464080138138277,gamma2__12m__1m
2011-02-10,gamma2,12m,6m,0.00026102686705069034,gamma2__12m__6m
2011-02-11,gamma2,6m,1m,-0.0015558886531927773,gamma2__6m__1m
2011-02-11,gamma2,12m,1m,-0.0014800300254352076,gamma2__12m__1m
2011-02-11,gamma2,12m,6m,7.585862775756966e-05,gamma2__12m__6m
2011-02-14,gamma2,12m,6m,0.0002907535034842629,gamma2__12m__6m
2011-02-15,gamma2,12m,6m,0.00029027462660907336,gamma2__12m__6m
2011-02-16,gamma2,6m,1m,-0.0014072594084473824,gamma2__6m__1m
2011-02-16,gamma2,12m,1m,-0.001379343818488072,gamma2__12m__1m
2011-02-16,gamma2,12m,6m,2.7915589959310238e-05,gamma2__12m__6m
2011-02-17,gamma2,6m,1m,-0.0018779851902715665,gamma2__6m__1m
2011-02-17,gamma2,12m,1m,-0.0016252439162082247,gamma2__12m__1m
2011-02-17,gamma2,12m,6m,0.0002527412740633418,gamma2__12m__6m
2011-02-18,gamma2,6m,1m,-0.0008009482483941409,gamma2__6m__1m
2011-02-18,gamma2,12m,1m,-0.0009088713695548592,gamma2__12m__1m
2011-02-18,gamma2,12m,6m,-0.00010792312116071834,gamma2__12m__6m
2011-02-22,gamma2,6m,1m,-0.0009960689058686478,gamma2__6m__1m
2011-02-22,gamma2,12m,1m,-0.0011285446585398283,gamma2__12m__1m
2011-02-22,gamma2,12m,6m,-0.00013247575267118054,gamma2__12m__6m
2011-02-23,gamma2,6m,1m,-0.0003192664516008938,gamma2__6m__1m
2011-02-23,gamma2,12m,1m,-0.0008320624113758851,gamma2__12m__1m
2011-02-23,gamma2,12m,6m,-0.0005127959597749914,gamma2__12m__6m
2011-02-24,gamma2,6m,1m,-0.0003479607299095766,gamma2__6m__1m
2011-02-24,gamma2,12m,1m,-0.001309993389191807,gamma2__12m__1m
2011-02-24,gamma2,12m,6m,-0.0009620326592822304,gamma2__12m__6m
2011-02-25,gamma2,6m,1m,-0.0008043154901486449,gamma2__6m__1m
2011-02-25,gamma2,12m,1m,-0.0014901471323081543,gamma2__12m__1m
2011-02-25,gamma2,12m,6m,-0.0006858316421595093,gamma2__12m__6m
2011-02-28,gamma2,6m,1m,-0.0011517083608500653,gamma2__6m__1m
2011-02-28,gamma2,12m,1m,-0.0018581463340754424,gamma2__12m__1m
2011-02-28,gamma2,12m,6m,-0.0007064379732253771,gamma2__12m__6m
2011-03-01,gamma2,6m,1m,-0.001313911839513419,gamma2__6m__1m
2011-03-01,gamma2,12m,1m,-0.0020817499603023306,gamma2__12m__1m
2011-03-01,gamma2,12m,6m,-0.0007678381207889115,gamma2__12m__6m
2011-03-02,gamma2,6m,1m,0.0003627831336616285,gamma2__6m__1m
2011-03-02,gamma2,12m,1m,-0.0005639545311907595,gamma2__12m__1m
2011-03-02,gamma2,12m,6m,-0.0009267376648523881,gamma2__12m__6m
2011-03-03,gamma2,6m,1m,3.9232794540951146e-05,gamma2__6m__1m
2011-03-03,gamma2,12m,1m,-0.0010216857743910244,gamma2__12m__1m
2011-03-03,gamma2,12m,6m,-0.0010609185689319756,gamma2__12m__6m
2011-03-04,gamma2,6m,1m,-0.00023088027525015593,gamma2__6m__1m
2011-03-04,gamma2,12m,1m,-0.001237444524668052,gamma2__12m__1m
2011-03-04,gamma2,12m,6m,-0.0010065642494178958,gamma2__12m__6m
2011-03-07,gamma2,6m,1m,-0.0004810251816226973,gamma2__6m__1m
2011-03-07,gamma2,12m,1m,-0.0014763296173497457,gamma2__12m__1m
2011-03-07,gamma2,12m,6m,-0.0009953044357270484,gamma2__12m__6m
2011-03-08,gamma2,6m,1m,0.0001598852389307382,gamma2__6m__1m
2011-03-08,gamma2,12m,1m,-0.0009734620672477919,gamma2__12m__1m
2011-03-08,gamma2,12m,6m,-0.00113334730617853,gamma2__12m__6m
2011-03-09,gamma2,6m,1m,-0.0002399855186325016,gamma2__6m__1m
2011-03-09,gamma2,12m,1m,-0.0018613286802844468,gamma2__12m__1m
2011-03-09,gamma2,12m,6m,-0.0016213431616519452,gamma2__12m__6m
2011-03-10,gamma2,6m,1m,-0.0027934163153520005,gamma2__6m__1m
2011-03-10,gamma2,12m,1m,-0.00417821491197082,gamma2__12m__1m
2011-03-10,gamma2,12m,6m,-0.0013847985966188188,gamma2__12m__6m
2011-03-11,gamma2,6m,1m,-0.0006985897855147281,gamma2__6m__1m
2011-03-11,gamma2,12m,1m,-0.002425547393444185,gamma2__12m__1m
2011-03-11,gamma2,12m,6m,-0.0017269576079294567,gamma2__12m__6m
2011-03-14,gamma2,6m,1m,-0.0021121421364715693,gamma2__6m__1m
2011-03-14,gamma2,12m,1m,-0.003022166592386966,gamma2__12m__1m
2011-03-14,gamma2,12m,6m,-0.0009100244559153966,gamma2__12m__6m
2011-03-15,gamma2,6m,1m,-0.0022975539062495597,gamma2__6m__1m
2011-03-15,gamma2,12m,1m,-0.004272415312011946,gamma2__12m__1m
2011-03-15,gamma2,12m,6m,-0.001974861405762386,gamma2__12m__6m
2011-03-16,gamma2,6m,1m,0.000995997863773248,gamma2__6m__1m
2011-03-16,gamma2,12m,1m,-0.0016198833970157566,gamma2__12m__1m
2011-03-16,gamma2,12m,6m,-0.0026158812607890046,gamma2__12m__6m
2011-03-17,gamma2,6m,1m,4.449466349723454e-05,gamma2__6m__1m
2011-03-17,gamma2,12m,1m,-0.0005717898804379999,gamma2__12m__1m
2011-03-17,gamma2,12m,6m,-0.0006162845439352345,gamma2__12m__6m
2011-03-18,gamma2,6m,1m,0.0012363053807298418,gamma2__6m__1m
2011-03-18,gamma2,12m,1m,-0.00042895676503278525,gamma2__12m__1m
2011-03-18,gamma2,12m,6m,-0.001665262145762627,gamma2__12m__6m
2011-03-21,gamma2,6m,1m,-0.001833896809939188,gamma2__6m__1m
2011-03-21,gamma2,12m,1m,-0.0011261045600467069,gamma2__12m__1m
2011-03-21,gamma2,12m,6m,0.0007077922498924811,gamma2__12m__6m
2011-03-22,gamma2,6m,1m,-0.0009632663741326948,gamma2__6m__1m
2011-03-22,gamma2,12m,1m,-0.0009501110632937294,gamma2__12m__1m
2011-03-22,gamma2,12m,6m,1.3155310838965399e-05,gamma2__12m__6m
2011-03-23,gamma2,6m,1m,-0.00276938804281746,gamma2__6m__1m
2011-03-23,gamma2,12m,1m,-0.001917305406445106,gamma2__12m__1m
2011-03-23,gamma2,12m,6m,0.000852082636372354,gamma2__12m__6m
2011-03-24,gamma2,6m,1m,-0.0021978921499815917,gamma2__6m__1m
2011-03-24,gamma2,12m,1m,-0.0019613989828460325,gamma2__12m__1m
2011-03-24,gamma2,12m,6m,0.00023649316713555914,gamma2__12m__6m
2011-03-25,gamma2,6m,1m,-0.0013423178950524254,gamma2__6m__1m
2011-03-25,gamma2,12m,1m,-0.0030152748647860905,gamma2__12m__1m
2011-03-25,gamma2,12m,6m,-0.001672956969733665,gamma2__12m__6m
2011-03-28,gamma2,6m,1m,-0.0022638031808470396,gamma2__6m__1m
2011-03-28,gamma2,12m,1m,-0.0037706163730688693,gamma2__12m__1m
2011-03-28,gamma2,12m,6m,-0.0015068131922218297,gamma2__12m__6m
2011-03-29,gamma2,6m,1m,-0.0017277438753414637,gamma2__6m__1m
2011-03-29,gamma2,12m,1m,-0.0033895448022032435,gamma2__12m__1m
2011-03-29,gamma2,12m,6m,-0.0016618009268617798,gamma2__12m__6m
2011-03-30,gamma2,6m,1m,-0.001914519736572238,gamma2__6m__1m
2011-03-30,gamma2,12m,1m,-0.002940908140272513,gamma2__12m__1m
2011-03-30,gamma2,12m,6m,-0.0010263884037002755,gamma2__12m__6m
2011-03-31,gamma2,6m,1m,-0.0018072603579679441,gamma2__6m__1m
2011-03-31,gamma2,12m,1m,-0.002396892901981018,gamma2__12m__1m
2011-03-31,gamma2,12m,6m,-0.000589632544013074,gamma2__12m__6m
2011-04-01,gamma2,6m,1m,-0.001321144977132588,gamma2__6m__1m
2011-04-01,gamma2,12m,1m,-0.002558667441704832,gamma2__12m__1m
2011-04-01,gamma2,12m,6m,-0.0012375224645722442,gamma2__12m__6m
2011-04-04,gamma2,6m,1m,-0.001329059467445792,gamma2__6m__1m
2011-04-04,gamma2,12m,1m,-0.0026073948283529755,gamma2__12m__1m
2011-04-04,gamma2,12m,6m,-0.0012783353609071837,gamma2__12m__6m
2011-04-05,gamma2,6m,1m,-0.0013036671611601019,gamma2__6m__1m
2011-04-05,gamma2,12m,1m,-0.002372573687592946,gamma2__12m__1m
2011-04-05,gamma2,12m,6m,-0.0010689065264328443,gamma2__12m__6m
2011-04-06,gamma2,6m,1m,-0.0019639845230882908,gamma2__6m__1m
2011-04-06,gamma2,12m,1m,-0.0028651535008732583,gamma2__12m__1m
2011-04-06,gamma2,12m,6m,-0.0009011689777849676,gamma2__12m__6m
2011-04-07,gamma2,6m,1m,-0.0021032414673991056,gamma2__6m__1m
2011-04-07,gamma2,12m,1m,-0.0029531805750944943,gamma2__12m__1m
2011-04-07,gamma2,12m,6m,-0.0008499391076953884,gamma2__12m__6m
2011-04-08,gamma2,6m,1m,-0.0017819333481060404,gamma2__6m__1m
2011-04-08,gamma2,12m,1m,-0.002564585095901557,gamma2__12m__1m
2011-04-08,gamma2,12m,6m,-0.0007826517477955164,gamma2__12m__6m
2011-04-11,gamma2,12m,6m,-0.0006008925043416143,gamma2__12m__6m
2011-04-12,gamma2,12m,6m,-0.0006551414329885057,gamma2__12m__6m
2011-04-13,gamma2,12m,6m,-0.000799312197978479,gamma2__12m__6m
2011-04-14,gamma2,6m,1m,-0.0015996683893659755,gamma2__6m__1m
2011-04-14,gamma2,12m,1m,-0.0022236301717549365,gamma2__12m__1m
2011-04-14,gamma2,12m,6m,-0.000623961782388961,gamma2__12m__6m
2011-04-15,gamma2,12m,6m,-0.0007406549230616556,gamma2__12m__6m
2011-04-18,gamma2,12m,6m,-0.001068239429718884,gamma2__12m__6m
2011-04-19,gamma2,12m,6m,-0.0007340086219223734,gamma2__12m__6m
2011-04-20,gamma2,6m,1m,-0.001641339886206667,gamma2__6m__1m
2011-04-20,gamma2,12m,1m,-0.0023016933816141227,gamma2__12m__1m
2011-04-20,gamma2,12m,6m,-0.0006603534954074561,gamma2__12m__6m
2011-04-21,gamma2,6m,1m,-0.001409423991693242,gamma2__6m__1m
2011-04-21,gamma2,12m,1m,-0.0019737731807997197,gamma2__12m__1m
2011-04-21,gamma2,12m,6m,-0.0005643491891064779,gamma2__12m__6m
2011-04-25,gamma2,6m,1m,-0.0018772315734470863,gamma2__6m__1m
2011-04-25,gamma2,12m,1m,-0.002625321221326923,gamma2__12m__1m
2011-04-25,gamma2,12m,6m,-0.0007480896478798362,gamma2__12m__6m
2011-04-26,gamma2,6m,1m,-0.0019607907599031435,gamma2__6m__1m
2011-04-26,gamma2,12m,1m,-0.0026258417843734137,gamma2__12m__1m
2011-04-26,gamma2,12m,6m,-0.00066505102447027,gamma2__12m__6m
2011-04-27,gamma2,6m,1m,-0.001724263413235917,gamma2__6m__1m
2011-04-27,gamma2,12m,1m,-0.0025259179965467417,gamma2__12m__1m
2011-04-27,gamma2,12m,6m,-0.0008016545833108247,gamma2__12m__6m
2011-04-28,gamma2,6m,1m,-0.0021876761651452685,gamma2__6m__1m
2011-04-28,gamma2,12m,1m,-0.003010547605062114,gamma2__12m__1m
2011-04-28,gamma2,12m,6m,-0.0008228714399168453,gamma2__12m__6m
2011-04-29,gamma2,6m,1m,-0.0019367688983845523,gamma2__6m__1m
2011-04-29,gamma2,12m,1m,-0.0024104772589642587,gamma2__12m__1m
2011-04-29,gamma2,12m,6m,-0.00047370836057970627,gamma2__12m__6m
2011-05-02,gamma2,6m,1m,-0.002025690575037079,gamma2__6m__1m
2011-05-02,gamma2,12m,1m,-0.0030893406050267,gamma2__12m__1m
2011-05-02,gamma2,12m,6m,-0.0010636500299896208,gamma2__12m__6m
2011-05-03,gamma2,6m,1m,-0.0014818825797264696,gamma2__6m__1m
2011-05-03,gamma2,12m,1m,-0.002677957248947765,gamma2__12m__1m
2011-05-03,gamma2,12m,6m,-0.0011960746692212957,gamma2__12m__6m
2011-05-04,gamma2,6m,1m,-0.001663746373135673,gamma2__6m__1m
2011-05-04,gamma2,12m,1m,-0.0028923601283588635,gamma2__12m__1m
2011-05-04,gamma2,12m,6m,-0.0012286137552231906,gamma2__12m__6m
2011-05-05,gamma2,6m,1m,-0.0013695303521621552,gamma2__6m__1m
2011-05-05,gamma2,12m,1m,-0.0026057591902896304,gamma2__12m__1m
2011-05-05,gamma2,12m,6m,-0.0012362288381274754,gamma2__12m__6m
2011-05-06,gamma2,6m,1m,-0.0006836145457837847,gamma2__6m__1m
2011-05-06,gamma2,12m,1m,-0.0018401654716758734,gamma2__12m__1m
2011-05-06,gamma2,12m,6m,-0.0011565509258920886,gamma2__12m__6m
2011-05-09,gamma2,6m,1m,-0.0009805751672648509,gamma2__6m__1m
2011-05-09,gamma2,12m,1m,-0.0020223699873157973,gamma2__12m__1m
2011-05-09,gamma2,12m,6m,-0.0010417948200509462,gamma2__12m__6m
2011-05-10,gamma2,6m,1m,-0.001247597861485059,gamma2__6m__1m
2011-05-10,gamma2,12m,1m,-0.002413649388479421,gamma2__12m__1m
2011-05-10,gamma2,12m,6m,-0.001166051526994362,gamma2__12m__6m
2011-05-11,gamma2,6m,1m,-0.001372277366369639,gamma2__6m__1m
2011-05-11,gamma2,12m,1m,-0.0028014422343342407,gamma2__12m__1m
2011-05-11,gamma2,12m,6m,-0.001429164867964602,gamma2__12m__6m
2011-05-12,gamma2,6m,1m,-0.0014854423558163926,gamma2__6m__1m
2011-05-12,gamma2,12m,1m,-0.00279562300208511,gamma2__12m__1m
2011-05-12,gamma2,12m,6m,-0.0013101806462687173,gamma2__12m__6m
2011-05-13,gamma2,6m,1m,-0.001652057979018903,gamma2__6m__1m
2011-05-13,gamma2,12m,1m,-0.003019277425560523,gamma2__12m__1m
2011-05-13,gamma2,12m,6m,-0.00136721944654162,gamma2__12m__6m
2011-05-16,gamma2,12m,6m,-0.001522440381824268,gamma2__12m__6m
2011-05-17,gamma2,12m,6m,-0.001480380375093924,gamma2__12m__6m
2011-05-18,gamma2,6m,1m,-0.001279356690590332,gamma2__6m__1m
2011-05-18,gamma2,12m,1m,-0.0024068791396199014,gamma2__12m__1m
2011-05-18,gamma2,12m,6m,-0.0011275224490295695,gamma2__12m__6m
2011-05-19,gamma2,6m,1m,-0.0010142496801507622,gamma2__6m__1m
2011-05-19,gamma2,12m,1m,-0.0018634889824604762,gamma2__12m__1m
2011-05-19,gamma2,12m,6m,-0.0008492393023097142,gamma2__12m__6m
2011-05-20,gamma2,6m,1m,-0.0008090476466275223,gamma2__6m__1m
2011-05-20,gamma2,12m,1m,-0.001567743244154499,gamma2__12m__1m
2011-05-20,gamma2,12m,6m,-0.0007586955975269769,gamma2__12m__6m
2011-05-23,gamma2,6m,1m,-0.0021728990724283834,gamma2__6m__1m
2011-05-23,gamma2,12m,1m,-0.00301959341713734,gamma2__12m__1m
2011-05-23,gamma2,12m,6m,-0.0008466943447089565,gamma2__12m__6m
2011-05-24,gamma2,6m,1m,-0.00210249624884389,gamma2__6m__1m
