date,factor,long_maturity,short_maturity,spread,spread_label
2005-03-03,gamma0,12m,6m,0.004567822668706117,gamma0__12m__6m
2005-03-04,gamma0,6m,1m,0.014793050813534145,gamma0__6m__1m
2005-03-04,gamma0,12m,1m,0.020208217179665533,gamma0__12m__1m
2005-03-04,gamma0,12m,6m,0.005415166366131388,gamma0__12m__6m
2005-03-07,gamma0,6m,1m,0.01132715106151469,gamma0__6m__1m
2005-03-07,gamma0,12m,1m,0.016784013292286598,gamma0__12m__1m
2005-03-07,gamma0,12m,6m,0.005456862230771908,gamma0__12m__6m
2005-03-08,gamma0,6m,1m,0.010894366527433641,gamma0__6m__1m
2005-03-08,gamma0,12m,1m,0.0155722685904498,gamma0__12m__1m
2005-03-08,gamma0,12m,6m,0.004677902063016159,gamma0__12m__6m
2005-03-09,gamma0,6m,1m,0.00831871785521597,gamma0__6m__1m
2005-03-09,gamma0,12m,1m,0.012343666799934441,gamma0__12m__1m
2005-03-09,gamma0,12m,6m,0.0040249489447184705,gamma0__12m__6m
2005-03-10,gamma0,6m,1m,0.013627140870988319,gamma0__6m__1m
2005-03-10,gamma0,12m,1m,0.01665451586124317,gamma0__12m__1m
2005-03-10,gamma0,12m,6m,0.0030273749902548497,gamma0__12m__6m
2005-03-11,gamma0,6m,1m,0.01368695817936505,gamma0__6m__1m
2005-03-11,gamma0,12m,1m,0.016725178960871417,gamma0__12m__1m
2005-03-11,gamma0,12m,6m,0.0030382207815063678,gamma0__12m__6m
2005-03-14,gamma0,12m,6m,0.00276181148067961,gamma0__12m__6m
2005-03-15,gamma0,12m,6m,0.003126332675103899,gamma0__12m__6m
2005-03-16,gamma0,6m,1m,0.011343073583021585,gamma0__6m__1m
2005-03-16,gamma0,12m,1m,0.012967874984626898,gamma0__12m__1m
2005-03-16,gamma0,12m,6m,0.0016248014016053136,gamma0__12m__6m
2005-03-17,gamma0,6m,1m,0.0171649399823446,gamma0__6m__1m
2005-03-17,gamma0,12m,1m,0.01884494806104152,gamma0__12m__1m
2005-03-17,gamma0,12m,6m,0.0016800080786969207,gamma0__12m__6m
2005-03-18,gamma0,6m,1m,0.016679126151235263,gamma0__6m__1m
2005-03-18,gamma0,12m,1m,0.0206677216046163,gamma0__12m__1m
2005-03-18,gamma0,12m,6m,0.003988595453381039,gamma0__12m__6m
2005-03-21,gamma0,6m,1m,0.016549588639256402,gamma0__6m__1m
2005-03-21,gamma0,12m,1m,0.018005089912850658,gamma0__12m__1m
2005-03-21,gamma0,12m,6m,0.0014555012735942563,gamma0__12m__6m
2005-03-22,gamma0,6m,1m,0.014071131329597891,gamma0__6m__1m
2005-03-22,gamma0,12m,1m,0.01412300405281583,gamma0__12m__1m
2005-03-22,gamma0,12m,6m,5.1872723217938344e-05,gamma0__12m__6m
2005-03-23,gamma0,6m,1m,0.015996272820474083,gamma0__6m__1m
2005-03-23,gamma0,12m,1m,0.011702553469794347,gamma0__12m__1m
2005-03-23,gamma0,12m,6m,-0.004293719350679737,gamma0__12m__6m
2005-03-24,gamma0,6m,1m,0.017946766109580625,gamma0__6m__1m
2005-03-24,gamma0,12m,1m,0.016184732926853684,gamma0__12m__1m
2005-03-24,gamma0,12m,6m,-0.0017620331827269409,gamma0__12m__6m
2005-03-28,gamma0,6m,1m,0.015724571343774058,gamma0__6m__1m
2005-03-28,gamma0,12m,1m,0.012181276443689965,gamma0__12m__1m
2005-03-28,gamma0,12m,6m,-0.003543294900084093,gamma0__12m__6m
2005-03-29,gamma0,6m,1m,0.011988544352427633,gamma0__6m__1m
2005-03-29,gamma0,12m,1m,0.008425699825443611,gamma0__12m__1m
2005-03-29,gamma0,12m,6m,-0.0035628445269840214,gamma0__12m__6m
2005-03-30,gamma0,6m,1m,0.014855518626731762,gamma0__6m__1m
2005-03-30,gamma0,12m,1m,0.015566955026479756,gamma0__12m__1m
2005-03-30,gamma0,12m,6m,0.0007114363997479944,gamma0__12m__6m
2005-03-31,gamma0,6m,1m,0.01244078913477406,gamma0__6m__1m
2005-03-31,gamma0,12m,1m,0.012032713693606645,gamma0__12m__1m
2005-03-31,gamma0,12m,6m,-0.0004080754411674159,gamma0__12m__6m
2005-04-01,gamma0,6m,1m,0.011828727800024391,gamma0__6m__1m
2005-04-01,gamma0,12m,1m,0.014185852843680541,gamma0__12m__1m
2005-04-01,gamma0,12m,6m,0.0023571250436561497,gamma0__12m__6m
2005-04-04,gamma0,6m,1m,0.011586902128416343,gamma0__6m__1m
2005-04-04,gamma0,12m,1m,0.01433093054575904,gamma0__12m__1m
2005-04-04,gamma0,12m,6m,0.0027440284173426976,gamma0__12m__6m
2005-04-05,gamma0,6m,1m,0.017627923560001785,gamma0__6m__1m
2005-04-05,gamma0,12m,1m,0.02088872140183734,gamma0__12m__1m
2005-04-05,gamma0,12m,6m,0.0032607978418355554,gamma0__12m__6m
2005-04-06,gamma0,6m,1m,0.018936422566965497,gamma0__6m__1m
2005-04-06,gamma0,12m,1m,0.023594844925617933,gamma0__12m__1m
2005-04-06,gamma0,12m,6m,0.0046584223586524365,gamma0__12m__6m
2005-04-07,gamma0,6m,1m,0.02075839709757249,gamma0__6m__1m
2005-04-07,gamma0,12m,1m,0.02598776064760852,gamma0__12m__1m
2005-04-07,gamma0,12m,6m,0.005229363550036031,gamma0__12m__6m
2005-04-08,gamma0,6m,1m,0.019034347194029716,gamma0__6m__1m
2005-04-08,gamma0,12m,1m,0.024050881783062472,gamma0__12m__1m
2005-04-08,gamma0,12m,6m,0.005016534589032756,gamma0__12m__6m
2005-04-11,gamma0,12m,6m,0.0050072417796045154,gamma0__12m__6m
2005-04-12,gamma0,12m,6m,0.006232527220365297,gamma0__12m__6m
2005-04-13,gamma0,12m,6m,0.004156998421705749,gamma0__12m__6m
2005-04-14,gamma0,12m,6m,0.003764188928954082,gamma0__12m__6m
2005-04-15,gamma0,12m,6m,0.0008577473559321092,gamma0__12m__6m
2005-04-18,gamma0,12m,6m,0.0012851448550352806,gamma0__12m__6m
2005-04-19,gamma0,12m,6m,0.004289215249143441,gamma0__12m__6m
2005-04-20,gamma0,6m,1m,0.003353094267035922,gamma0__6m__1m
2005-04-20,gamma0,12m,1m,0.00718633953036435,gamma0__12m__1m
2005-04-20,gamma0,12m,6m,0.0038332452633284275,gamma0__12m__6m
2005-04-21,gamma0,6m,1m,0.01271717711346429,gamma0__6m__1m
2005-04-21,gamma0,12m,1m,0.021354066899663765,gamma0__12m__1m
2005-04-21,gamma0,12m,6m,0.008636889786199475,gamma0__12m__6m
2005-04-22,gamma0,6m,1m,0.009405649126465965,gamma0__6m__1m
2005-04-22,gamma0,12m,1m,0.01711627854406303,gamma0__12m__1m
2005-04-22,gamma0,12m,6m,0.007710629417597065,gamma0__12m__6m
2005-04-25,gamma0,6m,1m,0.011527156366732405,gamma0__6m__1m
2005-04-25,gamma0,12m,1m,0.02017328081662817,gamma0__12m__1m
2005-04-25,gamma0,12m,6m,0.008646124449895765,gamma0__12m__6m
2005-04-26,gamma0,6m,1m,0.009610734550087985,gamma0__6m__1m
2005-04-26,gamma0,12m,1m,0.0165519053781496,gamma0__12m__1m
2005-04-26,gamma0,12m,6m,0.006941170828061616,gamma0__12m__6m
2005-04-27,gamma0,6m,1m,0.007910399568642146,gamma0__6m__1m
2005-04-27,gamma0,12m,1m,0.015432553762977419,gamma0__12m__1m
2005-04-27,gamma0,12m,6m,0.007522154194335273,gamma0__12m__6m
2005-04-28,gamma0,6m,1m,-0.0006516503571689647,gamma0__6m__1m
2005-04-28,gamma0,12m,1m,0.003979736625800562,gamma0__12m__1m
2005-04-28,gamma0,12m,6m,0.0046313869829695264,gamma0__12m__6m
2005-04-29,gamma0,6m,1m,0.012064794891940012,gamma0__6m__1m
2005-04-29,gamma0,12m,1m,0.017450676499780104,gamma0__12m__1m
2005-04-29,gamma0,12m,6m,0.005385881607840093,gamma0__12m__6m
2005-05-02,gamma0,6m,1m,0.011257898821177753,gamma0__6m__1m
2005-05-02,gamma0,12m,1m,0.01868292822932585,gamma0__12m__1m
2005-05-02,gamma0,12m,6m,0.007425029408148098,gamma0__12m__6m
2005-05-03,gamma0,6m,1m,0.014211143124368969,gamma0__6m__1m
2005-05-03,gamma0,12m,1m,0.02297729711226862,gamma0__12m__1m
2005-05-03,gamma0,12m,6m,0.00876615398789965,gamma0__12m__6m
2005-05-04,gamma0,6m,1m,0.018089742712348617,gamma0__6m__1m
2005-05-04,gamma0,12m,1m,0.027403699773866058,gamma0__12m__1m
2005-05-04,gamma0,12m,6m,0.009313957061517442,gamma0__12m__6m
2005-05-05,gamma0,6m,1m,0.012941275851456824,gamma0__6m__1m
2005-05-05,gamma0,12m,1m,0.022195612105423257,gamma0__12m__1m
2005-05-05,gamma0,12m,6m,0.009254336253966433,gamma0__12m__6m
2005-05-06,gamma0,6m,1m,0.01341854930805711,gamma0__6m__1m
2005-05-06,gamma0,12m,1m,0.022260885456183266,gamma0__12m__1m
2005-05-06,gamma0,12m,6m,0.008842336148126156,gamma0__12m__6m
2005-05-09,gamma0,6m,1m,0.014120912878201886,gamma0__6m__1m
2005-05-09,gamma0,12m,1m,0.02376221840357573,gamma0__12m__1m
2005-05-09,gamma0,12m,6m,0.009641305525373844,gamma0__12m__6m
2005-05-10,gamma0,6m,1m,0.006506557639199856,gamma0__6m__1m
2005-05-10,gamma0,12m,1m,0.013202659891298846,gamma0__12m__1m
2005-05-10,gamma0,12m,6m,0.00669610225209899,gamma0__12m__6m
2005-05-11,gamma0,6m,1m,0.012867873792330398,gamma0__6m__1m
2005-05-11,gamma0,12m,1m,0.020583459289676836,gamma0__12m__1m
2005-05-11,gamma0,12m,6m,0.007715585497346439,gamma0__12m__6m
2005-05-12,gamma0,6m,1m,0.0063338564302555245,gamma0__6m__1m
2005-05-12,gamma0,12m,1m,0.009783917608029907,gamma0__12m__1m
2005-05-12,gamma0,12m,6m,0.003450061177774383,gamma0__12m__6m
2005-05-13,gamma0,6m,1m,0.00687289249535275,gamma0__6m__1m
2005-05-13,gamma0,12m,1m,0.011085506199379314,gamma0__12m__1m
2005-05-13,gamma0,12m,6m,0.004212613704026563,gamma0__12m__6m
2005-05-16,gamma0,12m,6m,0.006532174797587609,gamma0__12m__6m
2005-05-17,gamma0,12m,6m,0.006957366944866733,gamma0__12m__6m
2005-05-18,gamma0,6m,1m,0.01628446972495093,gamma0__6m__1m
2005-05-18,gamma0,12m,1m,0.02568908786042201,gamma0__12m__1m
2005-05-18,gamma0,12m,6m,0.009404618135471082,gamma0__12m__6m
2005-05-19,gamma0,6m,1m,0.016479452276747478,gamma0__6m__1m
2005-05-19,gamma0,12m,1m,0.025063699898470695,gamma0__12m__1m
2005-05-19,gamma0,12m,6m,0.008584247621723218,gamma0__12m__6m
2005-05-20,gamma0,6m,1m,0.01668016643239041,gamma0__6m__1m
2005-05-20,gamma0,12m,1m,0.02528837936362348,gamma0__12m__1m
2005-05-20,gamma0,12m,6m,0.008608212931233067,gamma0__12m__6m
2005-05-23,gamma0,6m,1m,0.016481072912584924,gamma0__6m__1m
2005-05-23,gamma0,12m,1m,0.02586282770701405,gamma0__12m__1m
2005-05-23,gamma0,12m,6m,0.009381754794429126,gamma0__12m__6m
2005-05-24,gamma0,6m,1m,0.016071198919843377,gamma0__6m__1m
2005-05-24,gamma0,12m,1m,0.02528587326276102,gamma0__12m__1m
2005-05-24,gamma0,12m,6m,0.009214674342917645,gamma0__12m__6m
2005-05-25,gamma0,6m,1m,0.020366249575751103,gamma0__6m__1m
2005-05-25,gamma0,12m,1m,0.028705708079581352,gamma0__12m__1m
2005-05-25,gamma0,12m,6m,0.00833945850383025,gamma0__12m__6m
2005-05-26,gamma0,6m,1m,0.01981014391028893,gamma0__6m__1m
2005-05-26,gamma0,12m,1m,0.028576004322910464,gamma0__12m__1m
2005-05-26,gamma0,12m,6m,0.008765860412621534,gamma0__12m__6m
2005-05-27,gamma0,6m,1m,0.019607978231375625,gamma0__6m__1m
2005-05-27,gamma0,12m,1m,0.030155621443581984,gamma0__12m__1m
2005-05-27,gamma0,12m,6m,0.010547643212206359,gamma0__12m__6m
2005-05-31,gamma0,6m,1m,0.020597826565801378,gamma0__6m__1m
2005-05-31,gamma0,12m,1m,0.02880569503452858,gamma0__12m__1m
2005-05-31,gamma0,12m,6m,0.008207868468727203,gamma0__12m__6m
2005-06-01,gamma0,6m,1m,0.0227886965136489,gamma0__6m__1m
2005-06-01,gamma0,12m,1m,0.03153365569943872,gamma0__12m__1m
2005-06-01,gamma0,12m,6m,0.008744959185789825,gamma0__12m__6m
2005-06-02,gamma0,6m,1m,0.02585854490870565,gamma0__6m__1m
2005-06-02,gamma0,12m,1m,0.035358913530479985,gamma0__12m__1m
2005-06-02,gamma0,12m,6m,0.009500368621774335,gamma0__12m__6m
2005-06-03,gamma0,6m,1m,0.026472966558113264,gamma0__6m__1m
2005-06-03,gamma0,12m,1m,0.03491580677691214,gamma0__12m__1m
2005-06-03,gamma0,12m,6m,0.008442840218798875,gamma0__12m__6m
2005-06-06,gamma0,6m,1m,0.02386974029544045,gamma0__6m__1m
2005-06-06,gamma0,12m,1m,0.03176753804020932,gamma0__12m__1m
2005-06-06,gamma0,12m,6m,0.00789779774476887,gamma0__12m__6m
2005-06-07,gamma0,6m,1m,0.019565699930254143,gamma0__6m__1m
2005-06-07,gamma0,12m,1m,0.027527170219599023,gamma0__12m__1m
2005-06-07,gamma0,12m,6m,0.00796147028934488,gamma0__12m__6m
2005-06-08,gamma0,6m,1m,0.02131324875055006,gamma0__6m__1m
2005-06-08,gamma0,12m,1m,0.028373137936418227,gamma0__12m__1m
2005-06-08,gamma0,12m,6m,0.007059889185868168,gamma0__12m__6m
2005-06-09,gamma0,6m,1m,0.02583243577702614,gamma0__6m__1m
2005-06-09,gamma0,12m,1m,0.03338193861846901,gamma0__12m__1m
2005-06-09,gamma0,12m,6m,0.007549502841442873,gamma0__12m__6m
2005-06-10,gamma0,6m,1m,0.02695783840057915,gamma0__6m__1m
2005-06-10,gamma0,12m,1m,0.03444432862617129,gamma0__12m__1m
2005-06-10,gamma0,12m,6m,0.007486490225592141,gamma0__12m__6m
2005-06-13,gamma0,12m,6m,0.007096924168513041,gamma0__12m__6m
2005-06-14,gamma0,12m,6m,0.007426332888076731,gamma0__12m__6m
2005-06-15,gamma0,6m,1m,0.030018325044068705,gamma0__6m__1m
2005-06-15,gamma0,12m,1m,0.03745979348396622,gamma0__12m__1m
2005-06-15,gamma0,12m,6m,0.007441468439897514,gamma0__12m__6m
2005-06-16,gamma0,6m,1m,0.030210789372736246,gamma0__6m__1m
2005-06-16,gamma0,12m,1m,0.0384500878867608,gamma0__12m__1m
2005-06-16,gamma0,12m,6m,0.008239298514024551,gamma0__12m__6m
2005-06-17,gamma0,6m,1m,0.02652336563492766,gamma0__6m__1m
2005-06-17,gamma0,12m,1m,0.034272407924270526,gamma0__12m__1m
2005-06-17,gamma0,12m,6m,0.007749042289342867,gamma0__12m__6m
2005-06-20,gamma0,6m,1m,0.02350689239540736,gamma0__6m__1m
2005-06-20,gamma0,12m,1m,0.03227810865806431,gamma0__12m__1m
2005-06-20,gamma0,12m,6m,0.00877121626265695,gamma0__12m__6m
2005-06-21,gamma0,6m,1m,0.028752798880995675,gamma0__6m__1m
2005-06-21,gamma0,12m,1m,0.036767459568614894,gamma0__12m__1m
2005-06-21,gamma0,12m,6m,0.008014660687619218,gamma0__12m__6m
2005-06-22,gamma0,6m,1m,0.02758741434605097,gamma0__6m__1m
2005-06-22,gamma0,12m,1m,0.034003209572503884,gamma0__12m__1m
2005-06-22,gamma0,12m,6m,0.006415795226452914,gamma0__12m__6m
2005-06-23,gamma0,6m,1m,0.024530919576011945,gamma0__6m__1m
2005-06-23,gamma0,12m,1m,0.028660685345104048,gamma0__12m__1m
2005-06-23,gamma0,12m,6m,0.004129765769092103,gamma0__12m__6m
2005-06-24,gamma0,6m,1m,0.027989538096829636,gamma0__6m__1m
2005-06-24,gamma0,12m,1m,0.03176369964016096,gamma0__12m__1m
2005-06-24,gamma0,12m,6m,0.0037741615433313225,gamma0__12m__6m
2005-06-27,gamma0,6m,1m,0.025237397756835422,gamma0__6m__1m
2005-06-27,gamma0,12m,1m,0.029121003094723374,gamma0__12m__1m
2005-06-27,gamma0,12m,6m,0.003883605337887952,gamma0__12m__6m
2005-06-28,gamma0,6m,1m,0.028472958648128502,gamma0__6m__1m
2005-06-28,gamma0,12m,1m,0.03478568243457621,gamma0__12m__1m
2005-06-28,gamma0,12m,6m,0.006312723786447705,gamma0__12m__6m
2005-06-29,gamma0,6m,1m,0.027834706890041402,gamma0__6m__1m
2005-06-29,gamma0,12m,1m,0.03216902271797874,gamma0__12m__1m
2005-06-29,gamma0,12m,6m,0.004334315827937335,gamma0__12m__6m
2005-06-30,gamma0,6m,1m,0.02885023498723678,gamma0__6m__1m
2005-06-30,gamma0,12m,1m,0.034304082384966336,gamma0__12m__1m
2005-06-30,gamma0,12m,6m,0.005453847397729555,gamma0__12m__6m
2005-07-01,gamma0,6m,1m,0.034045749674882705,gamma0__6m__1m
2005-07-01,gamma0,12m,1m,0.039845999048076966,gamma0__12m__1m
2005-07-01,gamma0,12m,6m,0.005800249373194261,gamma0__12m__6m
2005-07-05,gamma0,6m,1m,0.023554273870692755,gamma0__6m__1m
2005-07-05,gamma0,12m,1m,0.028946927032198477,gamma0__12m__1m
2005-07-05,gamma0,12m,6m,0.005392653161505723,gamma0__12m__6m
2005-07-06,gamma0,6m,1m,0.02134132673547455,gamma0__6m__1m
2005-07-06,gamma0,12m,1m,0.025061284899973016,gamma0__12m__1m
2005-07-06,gamma0,12m,6m,0.003719958164498466,gamma0__12m__6m
2005-07-07,gamma0,6m,1m,0.018139310580105567,gamma0__6m__1m
2005-07-07,gamma0,12m,1m,0.022435127851212766,gamma0__12m__1m
2005-07-07,gamma0,12m,6m,0.0042958172711072,gamma0__12m__6m
2005-07-08,gamma0,6m,1m,0.023280340620306816,gamma0__6m__1m
2005-07-08,gamma0,12m,1m,0.02857999969496236,gamma0__12m__1m
2005-07-08,gamma0,12m,6m,0.005299659074655544,gamma0__12m__6m
2005-07-11,gamma0,12m,6m,0.005621300667441209,gamma0__12m__6m
2005-07-12,gamma0,12m,6m,0.005129582839902447,gamma0__12m__6m
2005-07-13,gamma0,12m,6m,0.006512828964467532,gamma0__12m__6m
2005-07-14,gamma0,12m,6m,0.005995776316217366,gamma0__12m__6m
2005-07-15,gamma0,12m,6m,0.007301587779240171,gamma0__12m__6m
2005-07-18,gamma0,12m,6m,0.0047020159024176444,gamma0__12m__6m
2005-07-19,gamma0,12m,6m,0.00801854977352845,gamma0__12m__6m
2005-07-20,gamma0,6m,1m,0.027716196740980775,gamma0__6m__1m
2005-07-20,gamma0,12m,1m,0.036416369321386005,gamma0__12m__1m
2005-07-20,gamma0,12m,6m,0.00870017258040523,gamma0__12m__6m
2005-07-21,gamma0,6m,1m,0.02722574164289425,gamma0__6m__1m
2005-07-21,gamma0,12m,1m,0.03456633355374435,gamma0__12m__1m
2005-07-21,gamma0,12m,6m,0.007340591910850097,gamma0__12m__6m
2005-07-22,gamma0,6m,1m,0.02850542993256336,gamma0__6m__1m
2005-07-22,gamma0,12m,1m,0.03684263885954131,gamma0__12m__1m
2005-07-22,gamma0,12m,6m,0.008337208926977951,gamma0__12m__6m
2005-07-25,gamma0,6m,1m,0.028158512443243452,gamma0__6m__1m
2005-07-25,gamma0,12m,1m,0.034960575214320985,gamma0__12m__1m
2005-07-25,gamma0,12m,6m,0.006802062771077533,gamma0__12m__6m
2005-07-26,gamma0,6m,1m,0.026795327924171303,gamma0__6m__1m
2005-07-26,gamma0,12m,1m,0.03508436774733606,gamma0__12m__1m
2005-07-26,gamma0,12m,6m,0.008289039823164757,gamma0__12m__6m
2005-07-27,gamma0,6m,1m,0.031366182409099524,gamma0__6m__1m
2005-07-27,gamma0,12m,1m,0.040346873354011936,gamma0__12m__1m
2005-07-27,gamma0,12m,6m,0.008980690944912412,gamma0__12m__6m
2005-07-28,gamma0,6m,1m,0.027414677745777508,gamma0__6m__1m
2005-07-28,gamma0,12m,1m,0.036671819688680676,gamma0__12m__1m
2005-07-28,gamma0,12m,6m,0.009257141942903169,gamma0__12m__6m
2005-07-29,gamma0,6m,1m,0.02504077837545618,gamma0__6m__1m
2005-07-29,gamma0,12m,1m,0.03130921625120936,gamma0__12m__1m
2005-07-29,gamma0,12m,6m,0.00626843787575318,gamma0__12m__6m
2005-08-01,gamma0,6m,1m,0.02216625754596191,gamma0__6m__1m
2005-08-01,gamma0,12m,1m,0.02901022478236584,gamma0__12m__1m
2005-08-01,gamma0,12m,6m,0.0068439672364039306,gamma0__12m__6m
2005-08-02,gamma0,6m,1m,0.022848672173009843,gamma0__6m__1m
2005-08-02,gamma0,12m,1m,0.029769120127897536,gamma0__12m__1m
2005-08-02,gamma0,12m,6m,0.006920447954887693,gamma0__12m__6m
2005-08-03,gamma0,6m,1m,0.01993878454614341,gamma0__6m__1m
2005-08-03,gamma0,12m,1m,0.02631904889856125,gamma0__12m__1m
2005-08-03,gamma0,12m,6m,0.0063802643524178415,gamma0__12m__6m
2005-08-04,gamma0,6m,1m,0.01965778147950825,gamma0__6m__1m
2005-08-04,gamma0,12m,1m,0.0251208566021483,gamma0__12m__1m
2005-08-04,gamma0,12m,6m,0.005463075122640049,gamma0__12m__6m
2005-08-05,gamma0,6m,1m,0.021744301160725177,gamma0__6m__1m
2005-08-05,gamma0,12m,1m,0.02821784992348378,gamma0__12m__1m
2005-08-05,gamma0,12m,6m,0.006473548762758602,gamma0__12m__6m
2005-08-08,gamma0,6m,1m,0.017593646933990847,gamma0__6m__1m
2005-08-08,gamma0,12m,1m,0.02375555016943015,gamma0__12m__1m
2005-08-08,gamma0,12m,6m,0.006161903235439303,gamma0__12m__6m
2005-08-09,gamma0,6m,1m,0.021166192558930347,gamma0__6m__1m
2005-08-09,gamma0,12m,1m,0.02910341021253171,gamma0__12m__1m
2005-08-09,gamma0,12m,6m,0.007937217653601364,gamma0__12m__6m
2005-08-10,gamma0,6m,1m,0.024801845009455425,gamma0__6m__1m
2005-08-10,gamma0,12m,1m,0.031703457138779506,gamma0__12m__1m
2005-08-10,gamma0,12m,6m,0.006901612129324081,gamma0__12m__6m
2005-08-11,gamma0,6m,1m,0.022161561284907233,gamma0__6m__1m
2005-08-11,gamma0,12m,1m,0.029688711374778798,gamma0__12m__1m
2005-08-11,gamma0,12m,6m,0.007527150089871565,gamma0__12m__6m
2005-08-12,gamma0,6m,1m,0.021461287054562433,gamma0__6m__1m
2005-08-12,gamma0,12m,1m,0.028964166345066655,gamma0__12m__1m
2005-08-12,gamma0,12m,6m,0.007502879290504222,gamma0__12m__6m
2005-08-15,gamma0,12m,6m,0.007762325584886431,gamma0__12m__6m
2005-08-16,gamma0,12m,6m,0.0055993690895237425,gamma0__12m__6m
2005-08-17,gamma0,6m,1m,0.01664408210690191,gamma0__6m__1m
2005-08-17,gamma0,12m,1m,0.02316850893557454,gamma0__12m__1m
2005-08-17,gamma0,12m,6m,0.00652442682867263,gamma0__12m__6m
2005-08-18,gamma0,6m,1m,0.016800296018772892,gamma0__6m__1m
2005-08-18,gamma0,12m,1m,0.023957363242903817,gamma0__12m__1m
2005-08-18,gamma0,12m,6m,0.007157067224130925,gamma0__12m__6m
2005-08-19,gamma0,6m,1m,0.017579801938031978,gamma0__6m__1m
2005-08-19,gamma0,12m,1m,0.024317912962510332,gamma0__12m__1m
2005-08-19,gamma0,12m,6m,0.006738111024478355,gamma0__12m__6m
2005-08-22,gamma0,6m,1m,0.014981016244195261,gamma0__6m__1m
2005-08-22,gamma0,12m,1m,0.02150479342248543,gamma0__12m__1m
2005-08-22,gamma0,12m,6m,0.006523777178290169,gamma0__12m__6m
2005-08-23,gamma0,6m,1m,0.016232545377911717,gamma0__6m__1m
2005-08-23,gamma0,12m,1m,0.023762109515769403,gamma0__12m__1m
2005-08-23,gamma0,12m,6m,0.007529564137857686,gamma0__12m__6m
2005-08-24,gamma0,6m,1m,0.01262608580005925,gamma0__6m__1m
2005-08-24,gamma0,12m,1m,0.018490546623398718,gamma0__12m__1m
2005-08-24,gamma0,12m,6m,0.005864460823339468,gamma0__12m__6m
2005-08-25,gamma0,6m,1m,0.017014050132832678,gamma0__6m__1m
2005-08-25,gamma0,12m,1m,0.02280749918841364,gamma0__12m__1m
2005-08-25,gamma0,12m,6m,0.005793449055580963,gamma0__12m__6m
2005-08-26,gamma0,6m,1m,0.020563464472908896,gamma0__6m__1m
2005-08-26,gamma0,12m,1m,0.026519647796334686,gamma0__12m__1m
2005-08-26,gamma0,12m,6m,0.00595618332342579,gamma0__12m__6m
2005-08-29,gamma0,6m,1m,0.019284747558126564,gamma0__6m__1m
2005-08-29,gamma0,12m,1m,0.02506551423733208,gamma0__12m__1m
2005-08-29,gamma0,12m,6m,0.005780766679205518,gamma0__12m__6m
2005-08-30,gamma0,6m,1m,0.01977649136995846,gamma0__6m__1m
2005-08-30,gamma0,12m,1m,0.025762560886406854,gamma0__12m__1m
2005-08-30,gamma0,12m,6m,0.005986069516448395,gamma0__12m__6m
2005-08-31,gamma0,6m,1m,0.023988284934782708,gamma0__6m__1m
2005-08-31,gamma0,12m,1m,0.03161093360542118,gamma0__12m__1m
2005-08-31,gamma0,12m,6m,0.007622648670638471,gamma0__12m__6m
2005-09-01,gamma0,6m,1m,0.019804085272046287,gamma0__6m__1m
2005-09-01,gamma0,12m,1m,0.027073497370833602,gamma0__12m__1m
2005-09-01,gamma0,12m,6m,0.0072694120987873145,gamma0__12m__6m
2005-09-02,gamma0,6m,1m,0.020773869317964155,gamma0__6m__1m
2005-09-02,gamma0,12m,1m,0.02629637272797744,gamma0__12m__1m
2005-09-02,gamma0,12m,6m,0.005522503410013285,gamma0__12m__6m
2005-09-06,gamma0,6m,1m,0.019514876305951792,gamma0__6m__1m
2005-09-06,gamma0,12m,1m,0.0264125434835744,gamma0__12m__1m
2005-09-06,gamma0,12m,6m,0.006897667177622607,gamma0__12m__6m
2005-09-07,gamma0,6m,1m,0.02089563637900986,gamma0__6m__1m
2005-09-07,gamma0,12m,1m,0.028360310222816,gamma0__12m__1m
2005-09-07,gamma0,12m,6m,0.007464673843806141,gamma0__12m__6m
2005-09-08,gamma0,6m,1m,0.023708638012280958,gamma0__6m__1m
2005-09-08,gamma0,12m,1m,0.030246704214967224,gamma0__12m__1m
2005-09-08,gamma0,12m,6m,0.006538066202686266,gamma0__12m__6m
2005-09-09,gamma0,6m,1m,0.027050084079200176,gamma0__6m__1m
2005-09-09,gamma0,12m,1m,0.035828424351846605,gamma0__12m__1m
2005-09-09,gamma0,12m,6m,0.008778340272646429,gamma0__12m__6m
2005-09-12,gamma0,12m,6m,0.0074639735141677765,gamma0__12m__6m
2005-09-13,gamma0,12m,6m,0.006429673823664606,gamma0__12m__6m
2005-09-14,gamma0,12m,6m,0.005514653210454745,gamma0__12m__6m
2005-09-15,gamma0,12m,6m,0.0061042411182096745,gamma0__12m__6m
2005-09-16,gamma0,12m,6m,0.007591688200868529,gamma0__12m__6m
2005-09-19,gamma0,12m,6m,0.007727907984977939,gamma0__12m__6m
2005-09-20,gamma0,12m,6m,0.0034171048481599353,gamma0__12m__6m
2005-09-21,gamma0,6m,1m,0.0192889772030784,gamma0__6m__1m
2005-09-21,gamma0,12m,1m,0.020605484091703152,gamma0__12m__1m
2005-09-21,gamma0,12m,6m,0.0013165068886247522,gamma0__12m__6m
2005-09-22,gamma0,6m,1m,0.02193733496388825,gamma0__6m__1m
2005-09-22,gamma0,12m,1m,0.023879444308575304,gamma0__12m__1m
2005-09-22,gamma0,12m,6m,0.001942109344687054,gamma0__12m__6m
