asset,maturity,horizon,predictor,is_alpha,is_beta1,is_beta2,is_beta3,is_t_alpha,is_t_beta1,is_t_beta2,is_t_beta3,is_p_alpha,is_p_beta1,is_p_beta2,is_p_beta3,is_r_squared,is_n_obs,is_contango_intercept,is_contango_slope,is_backwardation_intercept,is_backwardation_slope,y_benchmark_in_sample,n_out_of_sample,r2_out_of_sample,clark-west_statistic,clark-west_p_value,directional_accuracy,directional_accuracy_n_correct,directional_accuracy_n_total,directional_accuracy_p_value,error present,N_is,N_obs
variance_swap,12m,daily,hump_gamma1,0.0016994721865049725,-28.09550944810741,-0.0018463067386723154,33.93383589549801,1.1228005917971453,-1.2126145828432084,-0.6492142673529772,0.6271654228705041,0.2615221939855793,0.22527721081131913,0.5161998910426628,0.5305508059685037,0.0012027486243475494,2077.0,0.0016994721865049725,-28.09550944810741,-0.00014683455216734287,5.838326447390596,-8.251873954052684e-05,1963.0,-0.0007066248940652553,0.13743395566700423,0.44534389647150546,0.5399898115129903,1060.0,1963.0,0.0002135915763548226,,,
variance_swap,12m,daily,hump_gamma2,0.0006703087289024554,-18.85820987862129,-0.0018696129008000735,18.783173257329796,0.5851017118103796,-0.6082702958829128,-0.768086705030766,0.3022889571864331,0.5584793279125071,0.5430082184803474,0.4424356749307149,0.7624317957111089,0.00048667716128592,2077.0,0.0006703087289024554,-18.85820987862129,-0.001199304171897618,-0.07503662129149546,-8.251873954052684e-05,1963.0,0.00020991849335694202,0.5301650559513185,0.2979987483273009,0.47274579724910853,928.0,1963.0,0.9926180323656133,,,
variance_swap,12m,weekly,gamma0__12m__1m,-0.008300441020817648,0.050833491727105384,0.0035633089871941713,-0.2655150186500162,-1.1300516234398807,0.16961184070452387,0.34335931040816686,-0.6901008948660702,0.2584544724886695,0.865315409945567,0.7313281664496365,0.490130740477409,0.0070775507724528675,1389.0,-0.008300441020817648,0.050833491727105384,-0.004737132033623477,-0.21468152692291081,-0.0034143964029286667,1161.0,0.00125706681501625,0.8491115192382006,0.19790962059937012,0.6437768240343348,150.0,233.0,6.745214831047106e-06,,,
variance_swap,12m,weekly,gamma0__12m__6m,0.0013931503522924254,-1.3082121964567421,-0.010570040292130276,0.555279406053039,0.22745020724795834,-1.5219151131318136,-1.1698568381014494,0.43983037054125745,0.8200736834025015,0.12803035182025974,0.24205858589270046,0.6600599693937581,0.005961689540383008,1599.0,0.0013931503522924254,-1.3082121964567421,-0.00917688993983785,-0.7529327904037031,-0.0049539430036429615,1161.0,-0.027176880571113893,-1.5625396620985905,0.9409195450331511,0.592274678111588,138.0,233.0,0.002907345899754725,,,
variance_swap,12m,weekly,gamma0__6m__1m,-0.015900451080510768,0.5116620365088892,0.012874231000047504,-0.7631103772677716,-2.308231801489841,1.3452685450381323,1.2508407153309227,-1.552676812120359,0.02098624728068328,0.17853852760637468,0.2109925969118004,0.12050036468238279,0.010424451748200836,1389.0,-0.015900451080510768,0.5116620365088892,-0.003026220080463264,-0.25144834075888245,-0.0034143964029286667,1161.0,-0.0041879574614935855,0.47548230447333206,0.31722162152094946,0.5450643776824035,127.0,233.0,0.09500020875745142,,,
variance_swap,12m,weekly,gamma1__12m__1m,0.03499034948931307,-1.8406268446626484,-0.030108588663735163,2.4499631803594486,1.4696366443090532,-0.451682175969559,-1.27685137114865,0.5977403219272136,0.14166019011451123,0.6514979605314914,0.20165472511852178,0.5500132162315885,0.013157098531041966,1389.0,0.03499034948931307,-1.8406268446626484,0.0048817608255779105,0.6093363356968002,-0.0034143964029286667,1161.0,-0.036139516997531373,-0.05947003738230862,0.5237111350351431,0.5278969957081545,123.0,233.0,0.2159229026940926,,,
variance_swap,12m,weekly,gamma1__12m__6m,-0.008123835648186516,4.5881412219232605,0.004145281501301096,-4.131521236038476,-1.0377350668550822,2.495075294733747,0.4921045547930277,-2.1872213593840755,0.29939341443754897,0.012593040522219804,0.6226454325023625,0.028726368349089326,0.012413990255864982,1599.0,-0.008123835648186516,4.5881412219232605,-0.00397855414688542,0.45661998588478436,-0.0049539430036429615,1161.0,-0.050856746302299305,0.13668302064137072,0.44564067556231063,0.630901287553648,147.0,233.0,3.882352151326162e-05,,,
variance_swap,12m,weekly,gamma1__6m__1m,0.01729385454316561,0.045835916271452115,-0.015976751331860942,0.5236638489558572,1.1237621019543702,0.0134992279911184,-1.043829815112446,0.1502158822042508,0.26111396294329847,0.9892295015205974,0.29656413464109943,0.8805942958835464,0.007339269314437291,1389.0,0.01729385454316561,0.045835916271452115,0.0013171032113046682,0.5694997652273093,-0.0034143964029286667,1161.0,-0.02008170914110674,-0.8417390096715205,0.8000329711885414,0.5364806866952789,125.0,233.0,0.14726636233713153,,,
variance_swap,12m,weekly,gamma2__12m__1m,-0.00143360521880714,0.5206005694778253,-0.0006696633692640907,0.12951441672411199,-0.17800932904849973,0.6396707102574503,-0.06521679939418337,0.06939307755862713,0.8587156492334068,0.5223867012800659,0.9480013856208599,0.9446767389462823,0.002388752739988842,1389.0,-0.00143360521880714,0.5206005694778253,-0.0021032685880712308,0.6501149862019373,-0.0034143964029286667,1161.0,-0.00022616706193523406,0.17250985250182355,0.4315183581505919,0.6566523605150214,153.0,233.0,9.97034589795356e-07,,,
variance_swap,12m,weekly,gamma2__12m__6m,-0.002880162647002645,0.11967803709380212,-0.00029607890345269186,1.2384545354649432,-0.549615350019171,0.16665463245140946,-0.04811400661101562,1.0710848035797862,0.5825832281739278,0.8676418042641576,0.9616253834728443,0.2841313004408037,0.0031000344207047226,1599.0,-0.002880162647002645,0.11967803709380212,-0.003176241550455337,1.3581325725587454,-0.0049539430036429615,1161.0,-0.005053639551418687,-0.25730468255855926,0.6015282110187,0.6652360515021459,155.0,233.0,2.543377351645949e-07,,,
variance_swap,12m,weekly,gamma2__6m__1m,-0.008505966006674498,1.7380691375558368,0.004935892146354124,-1.7590758591774023,-0.9964556203792315,0.9055077390055833,0.474149751516291,-0.5577243455818527,0.31902881985409337,0.3651964618212874,0.6353931227539634,0.5770326305275288,0.0010501170158486728,1389.0,-0.008505966006674498,1.7380691375558368,-0.003570073860320374,-0.021006721621565472,-0.0034143964029286667,1161.0,0.0042272381045063145,3.666356725074772,0.00012301533042892318,0.6652360515021459,155.0,233.0,2.543377351645949e-07,,,
variance_swap,12m,weekly,hump_gamma0,-0.0060293914360654635,60.676957130572525,-0.013161329799842771,-213.80402291360696,-0.7174646691590715,1.1088479801960087,-1.373102809676026,-2.3827715695739218,0.47308742910465973,0.26749576804869324,0.16972038772506204,0.01718285294057385,0.013518077469983458,1389.0,-0.0060293914360654635,60.676957130572525,-0.019190721235908235,-153.12706578303442,-0.0034143964029286667,1161.0,-0.041901138333521715,-0.9127185454883578,0.8193047061982321,0.48497854077253216,113.0,233.0,0.6998469208641147,,,
variance_swap,12m,weekly,hump_gamma1,-0.007651581586829848,47.99870302166032,0.010540363152936466,-10.839481612573039,-1.3114367139452865,0.4975299773967498,1.2080899517980324,-0.0738682840901033,0.1897102618286074,0.6188153687312878,0.22701266433349976,0.941115192509532,0.001835368298510498,1389.0,-0.007651581586829848,47.99870302166032,0.002888781566106618,37.15922140908728,-0.0034143964029286667,1161.0,-0.01217924650040425,-3.4964966451914075,0.9997642947892967,0.5536480686695279,129.0,233.0,0.05784545538843163,,,
variance_swap,12m,weekly,hump_gamma2,-0.0032745392597766424,14.875212910011353,0.0030316255969008903,133.98222833346097,-0.771390335628712,0.17099874151868075,0.40965984592792926,0.8983160075404188,0.4404756017451553,0.8642247551441057,0.682055489492462,0.36901710083698613,0.0017507344322467144,1389.0,-0.0032745392597766424,14.875212910011353,-0.0002429136628757521,148.85744124347232,-0.0034143964029286667,1161.0,-0.006670852416323925,-2.4391832786184344,0.9926397498898876,0.6652360515021459,155.0,233.0,2.543377351645949e-07,,,
variance_swap,12m,monthly,gamma0__12m__1m,-0.025155487156468703,-1.476063580953646,-0.008948855175572458,1.4897039682584357,-0.9861250608295186,-1.2258922325836432,-0.36003446918704496,1.0339420043664158,0.3240717472684508,0.22023923217993613,0.7188213569347635,0.30116327664112874,0.011410229101803337,580.0,-0.025155487156468703,-1.476063580953646,-0.03410434233204116,0.01364038730478967,-0.042615865822262435,283.0,-0.04973530133148518,0.4850528946214924,0.31381941255324375,0.7142857142857143,10.0,14.0,0.08978271484375,,,
variance_swap,12m,monthly,gamma0__12m__6m,-0.006387693163720705,-7.454450132086258,-0.043493257748163455,5.432764439194166,-0.2356510201696653,-1.534104640394302,-1.6076608926948441,0.9316467084264689,0.8137034797593256,0.1250039119107941,0.10790946800139604,0.35151913584032346,0.024659785658626365,696.0,-0.006387693163720705,-7.454450132086258,-0.04988095091188416,-2.021685692892092,-0.03566615859474758,283.0,-0.0630832299569748,0.7758201942947579,0.21892757929616197,0.7142857142857143,10.0,14.0,0.08978271484375,,,
