This file contains the synthetic VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The dates are in YYYYMMDD format,,,,,,
r_K^{var. swap} gives the daily return of a constant-maturity variance swap with target maturity K months,,,,,,
Returns are in percent,,,,,,
,,,,,,
Date,r_1^{var. swap},r_2^{var. swap},r_3^{var. swap},r_6^{var. swap},r_9^{var. swap},r_12^{var. swap}
20000530,8.059,3.089,0.612,1.647,-0.208,-1.463
20000531,-4.677,-2.248,-1.371,-1.072,0.255,1.355
20000601,2.605,-1.99,-1.465,-2.027,-3.408,-4.493
20000602,2.54,-1.975,-1.932,-1.265,-1.97,-2.285
20000605,-3.429,-1.195,-1.038,-1.413,-0.364,1.437
20000606,-3.358,1.643,1.354,-1.183,-0.121,-1.266
20000607,-5.406,-2.249,-2.353,-0.061,-1.437,-1.849
20000608,-4.745,-4.563,-4.842,-5.828,-4.18,-5.101
20000609,-9.216,-4.85,-6,-4.716,-3.498,-1.67
20000612,-7.326,-3.1,-1.337,-3.324,-1.929,-3.662
20000613,-3.407,-2.85,0.529,0.085,1.65,2.941
20000614,-5.643,-3.273,-2.13,-0.48,-2.033,-0.848
20000615,-7.308,-4.101,-4.865,-3.292,1.54,-3.1
20000616,-5.176,-5.184,0.654,-2.965,-1.721,0.673
20000619,4.425,-0.845,-2.5,3.365,-2.499,-0.432
20000620,-4.211,-2.05,0.071,0.924,1.641,0.743
20000621,-5.156,-1.227,-3.329,-1.279,-0.263,0.351
20000622,10.872,4.502,6.89,-1.225,2.606,3.754
20000623,-1.935,0.68,5.797,0.055,1.391,2.285
20000626,-2.646,-5.236,-2.731,-2.422,-0.853,-1.403
20000627,-5.495,-3.86,-3.56,0.647,0.134,0.069
20000628,-17.346,-9.774,-10.267,-8.68,-4.649,-4.234
20000629,-10.485,-3.922,4.72,-1.92,-1.408,0.092
20000630,2.49,-3.363,-6.548,-2.106,-1.007,-2.066
20000703,4.447,-0.645,-3.537,-0.324,0.319,-1.613
20000705,15.521,8.135,10.662,-3.06,0.164,3.425
20000706,-3.498,-2.723,-4.261,-1.797,0.669,-0.3
20000707,-5.263,-5.842,-9.588,-4.304,-0.446,-2.019
20000710,-5.043,-0.539,0.205,-0.674,-2.002,-1.377
20000711,-3.611,-3.73,-3.618,-1.29,-1.057,-0.637
20000712,-1.516,-1.733,-3.261,0.84,-1.061,-1.868
20000713,-3.188,-1.16,-0.49,-0.835,-0.342,-1.126
20000714,-3.732,-2.984,-2.298,-1.641,-1.022,-1.827
20000717,-10.42,-2.703,4.154,0.164,-0.829,-3.37
20000718,-5.043,-3.713,-2.338,-3.672,-3.842,-1.868
20000719,-3.222,-0.831,-0.22,0.995,1.419,3.059
20000720,-5.875,-4.558,-2.356,0.697,-1.462,-2.941
20000721,4.173,3.656,3.839,3.028,1.144,0.61
20000724,-2.972,-1.43,-2.253,-2.29,-0.414,0.734
20000725,-5.601,-3.624,-4.51,-0.775,-0.648,-0.269
20000726,3.023,2.977,1.144,-1.435,0.911,1.492
20000727,-7.342,-3.87,-1.565,-2.177,-0.906,1.092
20000728,27.222,9.989,0.663,8.224,3.422,3.64
20000731,-9.477,-5.308,-1.259,-3.726,-1.886,-2.061
20000801,-7.026,-2.588,0.336,-1.981,-0.463,-1.122
20000802,-7.155,-3.817,-4.987,-4.02,-2.492,-2.615
20000803,-5.021,-4.589,-4.304,-3.567,-1.903,-2.755
20000804,-9.862,-2.984,-5.471,-3.617,-0.632,-0.989
20000807,-2.001,-3.328,-2.316,-1.852,-0.841,-1.241
20000808,-6.033,-3.06,-1.633,-1.289,-2.111,-1.953
20000809,1.681,3.276,1.288,-0.946,0.513,0.453
20000810,-6.421,-4.209,-4.194,-1.767,-0.789,-1.206
20000811,-11.858,-5.343,-7.308,-4.814,-1.166,-0.888
20000814,-1.468,-4.281,-2.073,-1.893,-3.376,-2.762
20000815,-2.369,-0.728,-0.882,-1.048,-1.448,-1.396
20000816,-4.149,-1.594,-1.074,-0.928,-0.839,-0.807
20000817,-6.489,-3.826,-1.026,0.115,-0.821,-0.902
20000818,-7.986,-5.627,-3.766,-1.469,-0.932,-0.75
20000821,-7.3,-2.793,-0.895,-0.893,-2.388,-2.451
20000822,-4.373,-4.234,-3.277,-2.665,-3.462,-3.002
20000823,-1.028,-0.201,0.676,-1.619,-1.029,-1.529
20000824,-9.15,-5.538,-5.737,-3.179,-2.425,-1.972
20000825,-9.013,-7.464,-6.154,-5.066,-4.671,-3.526
20000828,-9.252,-2.287,-2.223,-3.382,-2.842,-2.579
20000829,-3.488,-1.934,-1.295,-0.918,-0.82,-0.743
20000830,10.686,7.822,5.501,3.108,2.174,1.583
20000831,-4.043,-2.995,-2.531,-0.421,-0.125,-0.689
20000901,3.547,4.221,3.743,4.265,2.039,1.015
20000905,2.787,4.602,4.469,2.454,2.47,2.712
20000906,6.891,6.917,6.831,1.633,0.135,0.343
20000907,-10.815,-5.472,-0.838,-0.753,-0.512,-0.789
20000908,-11.572,-4.56,-0.7,-0.213,0.85,0.844
20000911,-15.371,-4.354,0.451,-1.416,-0.166,-0.14
20000912,0.235,0.612,-2.597,0.757,0.746,0.838
20000913,-2.878,-3.341,-0.845,-1.415,1.219,1.03
20000914,-7.24,-2.342,-5.075,-0.228,-2.064,-1.981
20000915,4.048,0.677,-3.52,1.177,1.912,1.509
20000918,7.044,4.951,5.681,5.036,4.154,3.997
20000919,-6.159,-2.554,-3.407,-0.347,-1.822,-0.466
20000920,0.2,0.88,0.822,2.411,-0.338,0.104
20000921,0.474,0.715,0.751,0.918,1.592,0.585
20000922,0.509,1.427,1.717,4.042,2.811,4.056
20000925,-4.285,-4.177,-3.979,-4.091,-1.748,-2.702
20000926,4.26,4.459,4.22,4.067,3.29,1.511
20000927,-7.058,-5.508,-4.801,-1.105,-0.72,0.767
20000928,-0.514,-1.974,-2.184,-3.945,-5.72,-1.856
20000929,4.395,3.397,3.047,-0.106,2.824,-0.406
20001002,1.208,1.142,1.073,0.872,0.671,0.468
20001003,5.451,4.886,4.439,2.713,2.155,0.43
20001004,-4.898,-3.448,-2.939,0.6,-0.529,1.051
20001005,-7.928,-5.947,-5.243,-1.38,0.042,-0.685
20001006,19.629,17.362,15.676,9.382,6.141,1.119
20001009,-1.707,-1.538,-1.241,-0.368,0.066,1.694
20001010,13.085,10.639,9.552,4.176,2.445,1.469
20001011,4.177,3.997,3.791,2.886,3.246,1.62
20001012,25.568,20.795,18.355,7.645,2.297,-0.357
20001013,5.993,4.187,3.917,0.433,2.059,2.945
20001016,-18.536,-10.786,-6.871,-6.14,-4.785,-3.159
20001017,12.573,15.572,18.672,7.197,5.602,3.061
20001018,5.837,5.539,5.231,4.286,3.504,2.468
20001019,6.777,-7.595,-5.623,-5.298,-4.372,-1.409
20001020,-5.11,-7.333,-5.705,-3.638,-3.128,-1.863
20001023,-8.23,-4.127,-4.442,-3.181,-1.56,-0.765
20001024,-0.245,-0.278,-1.313,0.21,0.956,-0.58
20001025,11.714,13.294,8.689,3.962,1.921,1.097
20001026,9.197,6.446,6.798,3.922,2.291,1.418
20001027,-8.174,-8.312,-7.651,-4.053,-2.284,-1.003
20001030,-7.6,-7.484,-6.709,-3.523,-2.532,-1.515
20001031,-7.369,-5.818,-0.983,-5.717,-3.329,-2.37
20001101,2.982,4.248,0.831,1.242,0.78,1.274
20001102,-4.715,-2.634,-1.164,-1.21,-0.552,-0.307
20001103,-7.443,-4.272,-4.167,-2.594,-1.942,-1.913
20001106,-6.994,-2.898,1.025,-0.338,-0.281,-0.684
20001107,-0.347,1.531,1.255,1.497,0.392,-0.934
20001108,18.697,11.58,7.608,3.919,2.817,3.386
20001109,7.494,4.852,4.664,5.002,2.393,2.252
20001110,15.573,12.76,10.674,8.311,4.723,3.123
20001113,-5.844,0.109,0.689,-0.509,-1.295,0.332
20001114,-6.393,-3.522,-4.423,-3.98,0.502,-0.547
20001115,-8.105,-4.278,-2.236,-1.479,-0.871,-1.423
20001116,-5.555,-3.556,-3.694,-2.703,-3.042,-2.473
20001117,-4.978,-2.631,-1.717,-1.102,-1.965,-0.927
20001120,14,10.719,7.379,5.192,3.227,3.497
20001121,-9.57,-2.732,-0.707,-0.393,0.856,1.168
20001122,17.086,8.78,4.899,6.327,3.186,3.544
20001124,-12.215,-7.149,-1.795,-2.129,-0.88,-1.487
20001127,-1.59,-3.232,-1.779,-1.756,-0.614,0.262
20001128,4.693,3.943,4.076,5.549,2.554,2.348
20001129,-4.715,0.425,1.352,0.892,1.512,0.074
20001130,7.087,3.958,4.791,4.752,4.155,4.404
20001201,-15.915,-8.211,-6.324,-3.482,-2.885,-1.272
20001204,-10.617,-3.555,-1.818,-2.047,-1.413,-1.059
20001205,3.953,0.354,-3.299,-2.704,-1.916,-2.727
20001206,5.139,-1.862,-3.336,-4.797,-5.178,-2.861
20001207,2.511,1.583,0.795,2.178,2.658,0.752
20001208,-8.984,-5.793,-4.825,-2.229,-1.642,-1.145
20001211,29.403,11.395,1.655,-0.754,-1.068,-1.867
20001212,3.913,3.795,2.301,0.082,-1.209,-2.181
20001213,-3.866,-8.874,-5.737,-2.945,-1.224,0.221
20001214,9.093,8.031,9.047,2.485,2.877,1.187
20001215,8.096,14.172,9.897,9.546,5.203,5.582
20001218,4.457,2.935,1.507,2.074,-0.375,0.298
20001219,2.329,0.528,-0.372,-1.354,0.399,0.034
20001220,40.087,25.999,21.52,17.538,12.783,10.084
20001221,-11.023,-5.556,-5.204,-3.067,-4.245,-4.332
20001222,-3.915,-1.78,-4.686,-2.636,2.053,-0.101
20001226,-1.822,-0.9,-1.84,-0.672,-2.061,0.838
20001227,-6.631,-2.729,-1.683,-0.601,0.444,-0.726
20001228,-12.786,-5.574,-3.231,-2.348,-1.898,-0.298
20001229,-5.66,-0.439,3.56,-0.236,0.298,0.467
20010102,17.196,14.727,16.798,9.252,5.148,3.873
20010103,20.262,5.106,-5.446,-2.85,-0.154,-3.709
20010104,-1.678,1.067,1.407,1.316,-2.858,1.319
20010105,24.023,18.487,21.227,7.67,8.143,3.641
20010108,-6.724,-1.545,-1.076,3.07,1.615,2.379
20010109,-13.447,-7.578,-4.412,-5.661,-4.307,-3.119
20010110,-7.216,-4.859,-0.801,-1.928,-1.109,-1.464
20010111,-6.5,-6.331,-6.867,-3.551,-3.439,-2.454
20010112,-14.22,-6.422,0.144,-2.857,-2.568,-1.213
20010116,-11.706,-5.435,-5.001,-2.315,-0.955,-2.422
20010117,-6.764,-1.86,-2.483,-2.319,-0.978,-2.788
20010118,-7.181,-9.07,-6.971,-3.828,-3.732,-1.774
20010119,-3.353,-3.525,-4.247,-5.396,-5.152,-4.795
20010122,-7.41,-6.294,-4.905,-2.372,-1.55,0.6
20010123,-13.594,-9.956,-7.377,-6.193,-4.759,-4.085
20010124,1.64,1.59,2.473,0.593,0.095,-0.381
20010125,0.624,1.907,2.588,1.772,1.741,1.485
20010126,-7.953,-1.834,-0.991,-0.401,0.762,1.636
20010129,-5.504,-3.784,-1.687,-2.253,-1.825,-2.011
20010130,-2.545,-1.104,0.18,-1.049,-0.955,-0.047
20010131,-8.495,-5.122,-4.901,-3.392,-3.207,-3.262
20010201,-8.138,-3.091,-2.7,-2.987,-2.326,-1.915
20010202,14.419,6.013,3.088,3.052,3.163,3.656
20010205,-9.566,-6.041,-3.504,-2.174,-1.452,-1.375
20010206,-6.202,-3.693,-3.079,-1.251,-0.528,-0.203
20010207,-7.459,-3.074,-1.607,-0.781,0.144,0.341
20010208,-1.409,-0.514,-0.357,0.779,0.674,0.25
20010209,5.435,1.136,1.466,3.138,2.752,2.703
20010212,-6.641,-3.75,-3.241,-1.825,-1.03,-0.743
20010213,-6.448,-6.132,-5.552,-4.063,-3.207,-2.591
20010214,-2.011,-0.207,0.736,1.916,1.774,1.477
20010215,-6.98,-8.788,-6.984,-3.723,-2.942,-2.28
20010216,26.641,14.315,9.993,5.903,5.965,4.651
20010220,10.657,6.421,4.824,3.442,3.218,2.693
20010221,18.307,5.613,1.28,3.716,4.232,5.571
20010222,0.378,1.455,2.257,3.379,2.862,1.395
20010223,2.825,1.2,-0.252,0.453,-0.677,0.974
20010226,-12.599,-9.525,-6.424,-6.836,-4.824,-4.876
20010227,4.445,1.78,0.434,-0.142,-0.365,-1.433
20010228,15.105,7.94,6.181,4.677,3.565,2.739
20010301,-7.753,-1.1,0.644,1.105,0.637,1.135
20010302,-6.072,-3.647,-1.927,-2.519,-1.956,-2.249
20010305,-14.356,-5.061,-3.489,-3.204,-2.806,-1.621
20010306,-9.604,-4.74,-5.366,-2.865,-3.098,-2.843
20010307,-11.552,-7.88,-6.61,-5.261,-3.957,-2.964
20010308,-4.749,-0.915,-0.436,-0.177,0.133,-1.766
20010309,27.101,12.795,12.92,6.541,5.602,4.98
20010312,82.404,29.723,24.819,16.011,9.67,6.156
20010313,-18.039,-8.833,-9.155,-6.564,-5.368,-4.243
20010314,25.33,11.104,10.923,4.523,4.955,4.423
20010315,-6.985,-4.427,-5.12,-4.739,-3.616,-3.219
20010316,10.465,1.864,1.009,0.101,-1.103,-1.873
20010319,-5.905,0.171,-2.511,-0.022,-0.077,-0.784
20010320,9.418,6.048,8.751,2.048,1.438,-2.45
20010321,6.611,-2.261,7.054,0.208,0.342,-2.02
20010322,5.507,2.965,6.908,2.589,3.507,1.909
20010323,-1.112,3.156,-4.155,-5.118,0.815,1.35
20010326,-14.775,-6.551,-5.004,-1.745,-2.078,-1.41
20010327,-7.062,-1.544,-3.66,-2.602,0.61,0.783
20010328,19.025,7.991,11.245,6.809,3.935,2.403
20010329,-2.733,0.473,2.754,2.235,3.073,2.284
20010330,-5.356,-2.567,-4.808,-0.911,-0.861,0.11
20010402,11.497,4.415,8.72,4.427,2.495,0.985
20010403,31.573,20.886,28.065,11.763,6.647,3.567
20010404,-7.889,-3.858,-2.941,-2.321,-1.234,0.554
20010405,0.978,-1.983,-5.182,-0.614,-1.583,-1.159
20010406,5.562,6.851,4.671,3.856,4.456,3.06
20010409,-7.444,-3.288,-2.654,-0.327,0.657,0.507
20010410,-4.58,-4.948,-8.616,-5.353,-3.553,-2.426
20010411,-11.609,-5.683,-3.312,-2.825,-2.162,-1.721
20010412,-7.798,-8.064,-10.383,-3.45,-2.384,-1.742
20010416,-11.479,-4.405,2.755,-1.704,-1.957,-2.388
20010417,-5.596,-4.301,-2.962,-2.137,-1.256,0.042
20010418,34.928,4.26,-27.43,-0.609,-1.106,-1.164
20010419,5.043,3.612,2.133,2.288,2.222,1.268
20010420,6.428,8.69,11.027,3.685,2.082,1.64
20010423,8.271,13.243,18.38,7.798,6.635,4.967
20010424,-4.438,0.197,0.193,0.428,0.161,0.697
20010425,-4.053,-3.675,0.028,-2,-0.597,-0.25
20010426,-11.252,-8.633,-4.945,-5.209,-3.492,-2.14
20010427,-13.966,-6.844,-1.979,-4.76,-2.569,-1.943
20010430,-1.042,-2.213,0.373,0.267,-0.388,-0.598
20010501,-5.628,-2.36,-3.454,-1.501,-1.473,-1.39
20010502,-4.002,-0.809,1.544,-0.565,-0.294,-0.103
20010503,4.45,5.451,5.872,3.917,2.175,2.476
20010504,-11.211,-6.213,-0.792,-1.663,-1.857,-0.899
20010507,-8.14,-3.363,-1.414,-0.248,1.025,0.683
20010508,-7.179,-2.198,-1.261,-1.338,-0.284,0.255
20010509,-6.39,-3.536,-2.196,-0.93,-1.095,-0.461
20010510,-7.023,-4.413,-3.78,-2.711,-0.225,-0.077
20010511,-4.795,-1.032,-0.935,-1.111,-0.744,-1.011
20010514,-4.035,-3.767,-3.185,-0.992,-1.401,-1.963
20010515,-9.271,-7.641,-6.482,-5.269,-4.299,-2.016
20010516,5.349,1.337,-0.14,-2.707,-5.137,-4.389
20010517,-7.992,-4.225,-1.853,0.609,0.073,-0.023
20010518,-5.208,-4.881,-5.492,-4.979,-2.426,-2.232
20010521,-5.36,-3.001,-3.181,-2.795,-2.545,-0.803
20010522,-0.228,0.928,0.31,0.79,0.913,1.804
20010523,9.771,6.899,2.804,3.902,3.396,2.872
20010524,-17.328,-6.252,-2.266,-0.333,0.534,0.53
20010525,-1.019,-0.488,1.492,1.167,1.524,0.258
20010529,-1.087,1.97,0.33,1.448,1.132,0.619
20010530,1.03,-0.227,1.307,3.076,2.11,2.248
20010531,-6.133,-0.312,1.543,2.336,2.4,2.75
20010601,-11.967,-7.846,-6.37,-4.78,-3.972,-1.947
20010604,-11.506,-5.677,-3.21,-2.524,-1.315,-1.292
20010605,-4.494,-6.62,-7.081,-4.659,-3.231,-2.875
20010606,0.625,0.394,-0.638,0.184,0.065,-0.957
20010607,-9.04,-4.15,-2.245,-0.813,-0.856,-0.486
20010608,-2.963,-1.679,0.013,0.508,0.987,0.533
20010611,-7.92,-2.72,-0.641,0.051,-0.147,1.577
20010612,-0.83,-0.261,0.458,0.724,0.777,-0.655
20010613,3.075,1.665,1.191,0.683,1.489,-0.19
20010614,13.826,6.059,9.174,6.943,3.701,2.367
20010615,-5.326,-3.587,-2.984,-1.09,-0.976,3.111
20010618,-8.475,-4.184,-1.809,-0.663,-1.121,-2.546
20010619,-10.72,-5.482,-4.114,-1.945,-1.352,-2.321
20010620,-6.628,-1.938,-2.991,-3.275,-1.627,-0.43
20010621,-12.254,-13.142,-10.219,-9.305,-7.161,-8.354
20010622,-0.2,-5.757,-2.035,-1.249,-0.21,-1.965
20010625,-0.611,0.309,-2.454,-1.807,-0.676,0.048
20010626,-0.039,0.478,-0.955,0.615,-2.361,-2.154
20010627,-7.637,-4.296,-3.727,-2.732,-1.377,-0.658
20010628,-6.564,-4.171,-3.013,-4.807,-3.109,-2.766
20010629,-7.226,-5.894,-9.767,-5.289,-4.5,-4.673
20010702,-10.775,-4.49,-2.041,-1.847,-1.514,-0.414
20010703,-1.478,-1.556,-0.642,-0.837,-0.688,-1.278
20010705,5.309,6.774,9.466,6.825,4.601,0.621
20010706,24.105,12.843,16.14,9.541,6.785,8.304
20010709,-4.082,-0.572,-1.335,-0.737,-0.248,1.883
20010710,-1.158,2.521,4.153,3.143,1.531,3.557
20010711,-4.124,0.795,4.436,2.368,2.018,1.79
20010712,1.951,-2.208,-3.506,-0.738,1.08,-1.285
20010713,-6.689,-4.638,-4.513,-0.212,-1.03,-0.654
20010716,1.141,3.837,7.12,1.892,0.536,1.019
20010717,-0.953,-0.396,0.179,0.401,-0.134,0.665
20010718,2.537,2.42,2.3,1.801,2.058,2.698
20010719,-5.338,-5.286,-5.232,-1.572,-1.655,-2.208
20010720,-5.772,-1.408,3.102,-1.346,-1.279,-0.572
20010723,5.798,6.346,6.911,1.267,1.705,0.261
20010724,3.6,9.401,0.271,5.61,3.437,1.141
20010725,-8.435,-5.276,1.938,-0.177,1.128,1.445
20010726,-2.428,-5.84,0.106,-2.012,-1.649,0.337
20010727,-12.468,-5.91,-4.486,-3.686,-2.755,-2.929
20010730,-7.85,-3.836,-3.14,-0.713,-0.794,-0.542
20010731,-9.831,-6.662,-4.918,-4.095,-3.304,-3.169
20010801,-12.154,-7.659,-2.541,-2.012,-1.982,-1.366
20010802,-2.775,-5.353,-4.149,-4.668,-3.093,-3.135
20010803,-10.034,-2.193,-2.529,-2.33,-2.422,-1.695
20010806,0.794,-1.673,-2.512,1.855,0.938,0.563
20010807,-10.688,-4.586,-3.842,-1.581,-1.192,-0.881
20010808,14.687,9.159,7.891,2.421,1.862,2.549
20010809,-7.988,-3.498,-1.797,-0.28,-0.28,-0.385
20010810,-7.884,-2.013,-1.333,-1.094,-0.755,-0.625
20010813,-11.92,-5.536,-3.978,-2.03,-1.008,-0.63
20010814,-3.122,-3.411,-2.442,-1.219,-0.969,-0.575
20010815,4.864,0.749,-0.268,-0.001,-0.308,-0.82
20010816,3.148,2.438,1.906,1.723,1.474,1.592
20010817,20.821,19.052,15.764,7.705,5.142,4.103
20010820,-16.395,-9.715,-6.503,-3.937,-0.96,0.821
20010821,11.827,3.564,-0.856,0.675,-0.201,-0.549
20010822,-5.614,-1.243,-0.16,0.089,-0.436,-0.175
20010823,-8.606,-3.575,-1.104,0.359,-0.477,-0.731
20010824,-8.764,-4.201,-4.025,-3.947,-2.112,-0.842
20010827,-6.045,-1.651,-2.143,-0.581,-0.454,-1.178
20010828,13.264,6.964,4.737,1.662,1.535,0.834
20010829,4.983,3.174,3.481,3.428,2.608,1.84
20010830,27.167,18.257,13.314,6.32,4.386,3.095
20010831,-6.463,-4.279,-2.425,0.149,-0.053,-0.884
20010904,-7.685,-3.504,-2.935,-1.699,-0.759,0.234
20010905,-2.732,2.737,4.097,2.78,1.882,1.858
20010906,29.181,18.053,12.983,4.702,5.506,4.643
20010907,14.457,9.996,8.06,5.261,3.815,1.727
20010910,-6.992,-0.819,0.571,2.749,1.161,1.266
20010917,69.972,40.939,41.397,25.539,22.7,18.272
20010918,-18.465,-9.901,-8.56,-6.08,-5.414,-5.444
20010919,5.931,7.702,6.832,2.457,-0.494,-0.636
20010920,24.391,16.364,14.401,-2.171,-1.544,-0.512
20010921,-7.165,-4.948,-5.186,-5.185,-9.541,-6.397
20010924,-18.769,-14.521,-12.325,-10.434,-4.322,-2.776
20010925,-10.571,-7.03,-5.811,-3.826,-2.252,-0.37
20010926,-6.377,-5.989,-5.064,-4.935,-5.284,-4.779
20010927,-7.642,-4.879,-4.367,-1.938,-1.371,-0.201
20010928,-6.548,-2.316,-3.535,-4.013,-3.336,-0.351
20011001,-11.229,-4.037,-0.891,-0.559,-0.411,-0.622
20011002,-6.759,-3.826,-2.352,-2.933,-7.664,-1.088
20011003,4.54,4.978,3.831,2.956,2.423,2.569
20011004,1.929,1.003,0.318,0.242,0.106,0.104
20011005,4.125,4.188,4.677,2.229,1.423,0.773
20011008,-5.198,-0.82,1.957,1.206,0.747,-0.512
20011009,-5.573,-2.041,-1.193,-1.019,-0.435,-0.104
20011010,-9.452,-9.307,-11.194,-4.505,-3.138,-1.502
20011011,-1.03,2.273,6.001,1.755,1.927,1.878
20011012,15.991,18.189,13.377,12.364,10.141,9.181
20011015,-10.954,-4.049,0.163,-1.209,-1.828,-2.248
20011016,-16.003,-10.416,-4.643,-3.942,-2.87,-2.355
20011017,12.79,9.98,9.092,7.389,5.186,3.35
20011018,-7.476,-5.466,-4.526,-2.803,-2.259,-2.28
20011019,-5.842,-2.702,-2.052,-1.042,0.081,0.988
20011022,-12.364,-8.507,-6.491,-3.647,-3.919,-2.977
20011023,-7.461,-2.979,-4.038,-1.731,-1.612,-1.011
20011024,-5.913,-6.303,-5.072,-3.429,-2.673,-2.564
20011025,-9.641,-3.628,-2.875,-2.435,-1.557,-0.39
20011026,-9.037,-3.858,-2.686,-2.224,-1.824,-1.705
20011029,21.645,14.902,13.209,6.919,4.764,3.446
20011030,3.612,5.224,2.25,5.174,3.788,2.916
20011031,-2.844,0.31,0.233,1.033,1.063,1.282
20011101,-1.108,-2.138,3.641,0.493,0.965,-0.03
20011102,-13.747,-6.99,-5.142,-2.607,-1.319,0.063
20011105,-10.754,-7.189,-2.756,-2.085,-1.118,-1.677
20011106,-7.668,-6.762,-5.402,-3.105,-2.283,-1.164
20011107,-6.538,-2.291,-0.746,0.344,0.223,0.188
20011108,-7.901,-2.407,-1.211,-0.975,-0.694,-0.083
20011109,-15.216,-6.332,-4.166,-2.615,-1.573,-0.931
20011112,3.76,4.773,3.382,2.823,2.642,1.379
20011113,-17.309,-8.735,-5.979,-4.557,-3.769,-2.409
20011114,-0.993,-2.758,-2.621,-1.822,-1.467,-1.6
20011115,-11.598,-9.416,-7.61,-5.071,-4.203,-5.532
20011116,-5.032,-1.942,-2.186,-2.909,-2.243,-0.796
20011119,-12.829,-7.157,-5.627,-2.809,-2.487,-2.469
20011120,-5.664,-0.793,-0.762,-0.461,-0.253,0.283
20011121,-3.031,-1.236,-0.489,-0.251,-0.233,-0.556
20011123,-7.907,-4.321,-2.288,-2.238,-1.606,-1.599
20011126,-5.123,-1.258,-1.219,0.733,0.324,0.018
20011127,-3.319,-2.952,-0.356,-0.639,-0.363,-0.595
20011128,20.652,15.246,12.131,7.965,6.223,4.189
20011129,-8.415,-5.732,-4.887,-3.042,-2.6,-1.126
20011130,-13.909,-6.445,-4.304,-2.868,-2.598,-1.621
20011203,8.515,1.624,1.352,1.413,1.47,2.18
20011204,-10.47,-7.374,-5.375,-1.948,-1.618,0.444
20011205,7.531,0.089,-0.116,-3.249,-3.283,-2.802
20011206,-4.694,-1.906,0.113,1.325,1.979,1.797
20011207,-5.619,-2.765,-2.722,-1.576,0.375,-0.139
20011210,15.086,7.591,4.71,2.64,2.014,3.336
20011211,-9.553,-5.171,-2.382,-1.23,-1.06,-2.196
20011212,-9.942,-3.421,-2.123,-0.126,-0.205,0.34
20011213,13.777,8.541,7.209,3.957,2.592,0.349
20011214,-9.174,-3.716,-3.468,-1.428,-0.801,-1.359
20011217,-14.191,-6.364,-4.976,-2.17,-0.688,1.032
20011218,-7.162,-6.641,-5.875,-4.53,-3.404,-0.506
20011219,-7.092,-4.358,-2.921,-1.374,-1.876,-2.163
20011220,11.164,6.522,4.766,1.923,1.351,0.483
20011221,-12.978,-5.421,-3.842,-0.532,-1.103,-1.001
20011224,-10.072,-5.198,-3.083,-0.063,-0.524,1.018
20011226,-9.542,-5.721,-2.345,-1.346,-1.069,-1.299
20011227,-7.701,-4.252,-0.211,-2.232,-1.524,-1.555
20011228,-3.618,-0.943,0.027,-0.194,-0.631,0.139
20011231,0.745,2.428,1.259,3.772,3.67,1.033
20020102,-7.561,-3.503,2.434,-2.387,-1.212,-0.061
20020103,-9.583,-4.201,1.387,-0.467,-0.444,0.017
20020104,-8.658,-5.899,-5.657,-2.614,-2.359,-1.98
20020107,-5.866,-0.648,0.59,1.159,1.381,0.205
20020108,-6.097,-2.293,-0.152,-2.759,-2.854,-1.36
20020109,-0.188,-0.041,0.492,-0.375,-0.456,0.212
20020110,-6.165,-2.461,-0.429,-0.596,0.328,-1.329
20020111,0.763,1.201,-1.534,2.435,2.213,0.414
20020114,-7.492,-0.629,2.424,-2.315,-1.405,-0.091
20020115,-9.851,-9.029,-8.179,-3.127,-1.371,0.971
20020116,8.455,7.353,6.215,4.881,2.304,-0.37
20020117,-7.802,-8.372,-8.962,-3.829,-1.71,-1.873
20020118,-4.963,0.467,6.077,0.02,-0.386,-0.486
20020122,-6.32,-2.711,1.019,-0.538,-0.285,0.062
20020123,-14.995,-10.268,-7.038,-4.415,-3.647,-2.226
20020124,-9.161,-6.526,-6.036,-4.367,-3.445,-2.958
20020125,-4.33,-3.238,-2.131,-2.162,-1.875,-1.678
20020128,-11.477,-8.698,-2.692,-3.97,-2.824,-2.501
20020129,52.908,30.148,13.326,11.002,4.82,0.788
20020130,-7.761,-7.749,-8.661,-5.349,-3.906,-2.93
20020131,-10.398,-7.411,-5.706,-6.613,-5.782,-5.78
20020201,-5.079,-4.657,-7.415,0.066,0.306,1.24
20020204,35.616,20.717,12.836,11.647,8.165,6.514
20020205,2.114,3.139,3.282,3.288,3.287,3.328
20020206,-0.109,2.823,2.678,3.061,2.65,1.873
20020207,-9.584,-4.354,-2.792,-1.411,-0.835,-0.135
20020208,-9.673,-9.782,-9.032,-6.241,-3.519,-2.082
20020211,-14.576,-7.563,-5.402,-4.795,-4.03,-3.351
20020212,-6.537,-4.63,-3.446,-2.652,-2.788,-2.351
20020213,-4.836,-5.796,-5.379,-4.474,-3.493,-2.904
20020214,4.227,2.998,2.292,1.002,0.597,0.685
20020215,3.45,2.418,2.333,2.466,3.528,3.091
20020219,9.104,6.535,6.247,4.571,1.913,0.852
20020220,-10.563,-4.436,-3.694,-2.238,-0.384,0.06
20020221,23.161,11.32,8.906,5.01,3.026,1.957
20020222,-10.156,-1.039,-1.816,-1.359,-1.006,-0.229
