This file contains the synthetic VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The dates are in YYYYMMDD format,,,,,,
r_K^{var. swap} gives the daily return of a constant-maturity variance swap with target maturity K months,,,,,,
Returns are in percent,,,,,,
,,,,,,
Date,r_1^{var. swap},r_2^{var. swap},r_3^{var. swap},r_6^{var. swap},r_9^{var. swap},r_12^{var. swap}
20130927,16.474,9.589,5.276,3.147,2.131,1.88
20130930,13.452,10.024,7.605,6.249,4.537,2.78
20131001,-12.086,-9.667,-5.637,-4.654,-3.981,-3.314
20131002,5.05,4.274,3.551,1.68,1.181,1.008
20131003,15.316,12.848,10.652,7.568,5.225,4.689
20131004,-8.51,-6.463,-4.954,-2.923,-2.914,-2.355
20131007,19.752,16.687,14.619,9.24,7.591,6.334
20131008,15.618,12.417,10.896,7.887,6.614,5.343
20131009,-10.115,-9.343,-7.443,-4.184,-3.372,-2.804
20131010,-17.818,-15.709,-15.539,-9.54,-9.04,-8.452
20131011,-11.334,-7.899,-6.219,-4.496,-3.249,-3.069
20131014,-4.071,-2.358,-1.081,-1.395,-1.244,-1.573
20131015,29.553,21.308,16.363,9.351,6.915,6.085
20131016,-32.468,-25.978,-19.966,-11.368,-8.677,-6.471
20131017,-15.756,-12.681,-11.467,-7.89,-6.515,-4.843
20131018,-6.957,-5.826,-6.658,-5.563,-4.468,-3.281
20131021,-11.706,-4.397,-1.463,-0.42,-1.03,-0.55
20131022,0.401,1.726,-0.91,-0.435,1.012,-0.158
20131023,0.239,-1.251,0.127,1.506,1.844,2.047
20131024,-5.047,-5.619,-4.065,-2.65,-3.108,-1.85
20131025,-3.015,-1.648,-1.076,-0.666,0.706,-0.226
20131028,-11.046,-3.338,-2.8,-0.543,-0.066,0.544
20131029,1.904,0.395,1.308,0.998,-0.164,-0.488
20131030,2.619,1.21,0.481,1.575,1.744,1.467
20131031,-5.64,-0.763,-0.538,-0.488,-0.906,-1.733
20131101,-13.626,-7.214,-5.015,-1.956,-0.603,-0.278
20131104,-15.21,-8.548,-5.475,-3.832,-2.79,-2.036
20131105,-0.138,0.751,-0.316,1.455,1.751,1.784
20131106,-6.501,-4.373,-2.76,-2.017,-1.625,-1.775
20131107,25.749,13.82,11.027,6.497,4.734,3.378
20131108,-5.24,-8.376,-7.458,-6.23,-5.034,-4.065
20131111,-4.441,-3.487,-2.483,-1.123,-0.488,-0.473
20131112,-0.613,0.093,0.96,2.293,2.391,3.081
20131113,-2.522,-1.375,-0.361,-1.137,-0.231,0.154
20131114,-4.169,-0.85,0.393,0.522,-0.508,-0.89
20131115,-4.573,-5.769,-3.173,-0.801,0.037,0.565
20131118,-1.168,-0.46,-1.103,-0.455,0.19,-0.103
20131119,0.404,2.134,1.977,1.936,1.721,1.883
20131120,-3.789,-5.496,-3.951,-2.696,-2.103,-1.228
20131121,-3.686,-5.497,-5.864,-4.594,-4.012,-4.348
20131122,-9.835,-6.621,-5.265,-3.932,-3.215,-2.488
20131125,-4.297,-0.592,-1.015,-0.071,0.072,0.03
20131126,-2.982,-0.967,0.407,-0.139,-0.841,-1.189
20131127,-4.186,-1.5,-1.736,-0.884,-0.532,-0.525
20131129,5.027,4.713,3.963,1.425,1.462,0.878
20131202,-4.69,-0.798,-0.802,0.018,0.218,0.509
20131203,-2.604,2.29,2.586,1.67,1.443,1.306
20131204,-0.305,-2.344,-1.757,-1.173,-1.303,-0.635
20131205,6.451,3.634,2.423,0.926,-0.264,-0.823
20131206,-12.597,-9.812,-8.726,-6.728,-5.755,-5.72
20131209,-10.779,-6.079,-3.923,-2.286,-2.3,-1.601
20131210,0.036,1.845,1.51,0.412,0.894,0.18
20131211,23.755,16.312,12.24,7.352,5.718,6.125
20131212,0.732,0.136,0.245,-0.283,-0.455,-0.877
20131213,-1.344,-0.934,-0.64,-0.118,0.805,0.597
20131216,-1.287,-1.112,-1.016,0.401,0.663,1.011
20131217,-2.739,-2.274,-0.78,0.022,1.145,0.527
20131218,-15,-13.806,-13.143,-8.287,-7.927,-6.453
20131219,0.183,-0.025,0.993,1.367,1.761,1.629
20131220,-4.802,-2.969,-3.15,-2.296,-1.402,-1.285
20131223,-17.751,-11.418,-8.589,-4.858,-4.238,-4.959
20131224,-8.012,-6.768,-5.11,-2.607,-2.883,-1.764
20131226,-13.543,-5.931,-4.961,-2.897,-3.19,-1.794
20131227,-2.122,-1.131,-0.579,-1.262,-1.622,-1.182
20131230,5.989,6.957,5.867,4.205,2.834,1.726
20131231,7.698,3.188,2.791,0.571,0.655,0.277
20140102,-1.241,0.617,-0.672,1.072,0.859,-0.425
20140103,-7.439,-4.602,-2.975,-1.231,-0.812,-0.45
20140106,-11.77,-9.935,-7.311,-4.854,-3.715,-3.359
20140107,-9.638,-7.523,-4.004,-3.842,-3.707,-3.506
20140108,-5.351,-2.368,-1.354,-0.26,-0.195,-0.214
20140109,-5.078,-3.086,-2.461,-1.609,-1.689,-1.298
20140110,-15.633,-7.454,-4.905,-3.168,-2.329,-1.967
20140113,23.024,18.531,13.564,8.937,5.52,4.847
20140114,-11.881,-8.595,-7.372,-4.167,-2.72,-2.625
20140115,-2.468,-0.819,-1.47,-0.748,-0.516,-0.885
20140116,-1.071,0.425,1.494,2.036,2.255,2.176
20140117,1.565,0.917,0.513,0.699,0.652,0.487
20140121,-13.806,-9.544,-7.558,-4.039,-3.855,-3.569
20140122,-3.13,-4.393,-3.547,-2.359,-1.481,-1.356
20140123,18.045,12.036,6.188,3.409,2.026,1.078
20140124,75.396,48.296,34.02,19.457,15.79,12.991
20140127,-13.777,-7.666,-4.814,-2.928,-2.699,-1.774
20140128,-15.221,-11.359,-8.985,-5.129,-3.963,-4.354
20140129,21.365,17.595,13.149,7.709,4.922,4.821
20140130,-6.422,-5.761,-3.556,-3.452,-3.398,-4.569
20140131,21.802,17.171,16.276,11.877,9.035,10.931
20140203,34.667,26.556,18.701,13.894,12.141,9.993
20140204,-23.519,-17.421,-12.613,-7.84,-5.457,-3.768
20140205,5.313,6.549,5.897,4.925,4.135,2.065
20140206,-18.441,-17.706,-14.047,-10.594,-8.499,-3.227
20140207,-19.845,-15.391,-12.246,-10.471,-8.522,-7.467
20140210,-9,-5.749,-5.069,-2.988,-2.15,-0.427
20140211,-5.635,-6.277,-4.02,-4.434,-3.88,-1.793
20140212,-4.337,-1.547,-0.558,0.121,0.187,-3.174
20140213,-5.322,-4.087,-3.238,-2.621,-1.947,-0.346
20140214,-10.66,-6.302,-3.425,-3.411,-2.923,-4.777
20140218,-5.769,-2.705,-2.468,-1.847,-1.829,-0.561
20140219,19.856,16.792,12.852,6.798,5.087,4.423
20140220,-11.836,-8.751,-7.522,-4.336,-3.835,-4.014
20140221,-4.107,-1.698,-1.453,-0.675,-0.195,0.36
20140224,-13.133,-8.11,-5.709,-3.556,-3.384,-2.562
20140225,-3.313,0.657,0.686,1.257,0.981,0.533
20140226,-3.728,-0.467,1.023,1.52,3.098,2.045
20140227,-4.755,-4.246,-3.047,-2.745,-2.077,-1.745
20140228,-2.625,-1.421,0.146,1.339,2.038,1.075
20140303,22.764,18.264,13.603,8.622,5.358,5.019
20140304,-13.41,-12.85,-10.358,-7.662,-4.689,-4.7
20140305,-6.333,-2.478,-1.136,-0.366,-0.354,-0.369
20140306,-1.496,-0.69,-0.305,1.22,0.94,3.062
20140307,-2.351,-0.418,-0.181,0.161,0.913,-0.146
20140310,-8.904,-4.003,-2.824,-1.556,-1.26,-1.138
20140311,3.121,1.568,1.372,1.271,1.901,1.601
20140312,-5.67,-3.184,-2.476,-1.517,-1.819,-0.523
20140313,28.924,18.284,13.519,8.705,6.663,6.025
20140314,15.673,9.381,8.252,5.432,3.569,3.233
20140317,-25.094,-18.128,-14.877,-10.739,-7.293,-6.957
20140318,-14.489,-8.843,-7.042,-3.606,-3.693,-1.811
20140319,4.456,2.532,0.822,0.679,0.166,1.073
20140320,-6.938,-5.781,-4.735,-3.408,-3.271,-2.724
20140321,-1.816,0.818,0.811,1.239,0.817,0.364
20140324,-9.586,-5.774,-3.706,-1.433,-1.082,-0.078
20140325,-13.072,-6.552,-5.904,-3.668,-3.06,-2.346
20140326,7.304,6.237,4.27,3.306,2.316,2.199
20140327,-5.951,-4.514,-2.928,-1.628,-0.706,-1.274
20140328,-7.946,-4.361,-4.776,-3.015,-2.605,-1.601
20140331,-12.028,-9.521,-7.591,-5.406,-5.022,-5.444
20140401,-11.375,-9.175,-6.939,-4.595,-2.798,-1.512
20140402,-4.573,-2.954,-1.447,-0.703,-1.389,-1.133
20140403,2.477,1.004,0.825,0.233,-0.332,-0.458
20140404,13.832,8.277,8.612,2.709,3.716,3.566
20140407,15.155,11.952,7.459,6.47,4.431,4.306
20140408,-10.743,-7.753,-5.631,-4.181,-3.106,-3.064
20140409,-12.196,-10.005,-7.586,-5.535,-5.17,-3.908
20140410,49.338,34.685,22.236,13.268,8.209,7.503
20140411,17.648,14.311,16.292,10.652,8.915,9.165
20140414,-13.115,-11.756,-12.07,-9.582,-7.597,-8.08
20140415,-7.107,-4.38,-2.773,-1.2,-1.318,-0.978
20140416,-14.704,-11.844,-9.515,-6.385,-4.422,-3.934
20140417,-14.484,-9.488,-6.569,-2.83,-1.132,-0.351
20140421,-11.661,-7.291,-5.439,-3.403,-2.631,-2.056
20140422,-4.939,-4.289,-2.687,-2.393,-1.509,-1.794
20140423,-0.922,1.679,1.153,1.035,1.185,1.361
20140424,-2.285,-1.466,-0.439,-0.916,-1.083,-1.394
20140425,9.003,6.94,5.214,2.928,2.523,1.797
20140428,-16.646,-9.543,-7.585,-4.929,-4.132,-3.644
20140429,-5.576,-4.047,-3.292,-1.921,-1.318,-1.651
20140430,-4.586,-2.29,-1.768,-1.468,-1.253,-1.395
20140501,-7.457,-4.153,-2.883,-0.821,-0.245,-0.199
20140502,-9.694,-4.466,-1.248,0.156,0.554,0.765
20140505,-8.179,-4.526,-3.606,-1.408,-0.522,-0.443
20140506,10.76,7.152,4.504,2.229,1.874,1.681
20140507,-6.002,-6.592,-5.109,-4.189,-2.933,-2.871
20140508,-0.355,-0.541,-1.376,-1.178,-0.945,-0.388
20140509,-16.041,-7.746,-5.787,-3.637,-2.896,-2.471
20140512,-3.07,-7.724,-6.557,-5.061,-5.176,-3.227
20140513,-3.934,0.846,1.645,1.27,1.032,0.954
20140514,-1.375,0.543,1.317,2.151,2.102,1.888
20140515,20.052,7.911,6.615,3.549,2.833,3.052
20140516,-15.553,-10.398,-8.842,-5.378,-4.965,-3.198
20140519,-9.368,-6.722,-4.439,-3.802,-3.326,-3.926
20140520,4.599,3.075,2.43,-0.243,0.339,1.156
20140521,-10.998,-7.435,-6.603,-4.128,-3.209,-2.939
20140522,-3.771,-1.017,-0.442,0.444,0.263,-0.102
20140523,-12.334,-5.298,-3.284,-1.291,-0.222,-0.221
20140527,-9.695,-8.177,-4.614,-1.623,-1.471,-1.3
20140528,-2.966,-0.595,0.021,-0.201,2.24,2.683
20140529,-3.45,-2.517,-1.221,0.212,0.721,1.002
20140530,-8.644,-3.347,-2.417,0.108,0.063,0.227
20140602,-5.822,-3.273,-1.591,-1.233,0.338,1.187
20140603,-1.349,-1.521,-1.866,-1.818,-1.244,-1.192
20140604,1.139,-0.763,-1.436,-2.219,-2.154,-1.787
20140605,-5.359,-4.57,-3.598,-2.992,-3.339,-2.332
20140606,-14.622,-11.199,-9.561,-5.259,-4.816,-4.395
20140609,-8.749,-2.436,-1.522,-0.476,-0.315,-0.946
20140610,-6.347,-3.287,-1.657,-0.734,-0.614,-0.003
20140611,8.015,5.006,3.263,1.615,2.021,1.328
20140612,18.623,11.435,9.546,6.773,5.241,4.609
20140613,-9.353,-4.202,-3.892,-1.926,-1.132,-0.516
20140616,-2.422,-2.186,-2.084,-0.274,-0.282,-0.257
20140617,-9.021,-7.659,-5.891,-3.023,-2.341,-1.676
20140618,-18.1,-14.71,-11.311,-7.223,-5.288,-4.713
20140619,-5.837,-4.358,-3.617,-3.052,-0.513,1.275
20140620,-3.356,0.574,0.63,0.613,-0.681,-1.996
20140623,-7.96,-5.182,-2.963,-0.765,0.851,0.247
20140624,21.985,10.683,6.296,3.425,3.018,2.74
20140625,-10.954,-7.848,-5.728,-4.494,-3.49,-2.53
20140626,-2.551,-1.031,-0.921,-0.852,-1.352,-0.76
20140627,-7.383,-5.169,-2.464,-1.623,-1.696,-2.239
20140630,-5.955,-2.562,-1.772,-0.862,-0.191,0.516
20140701,-10.569,-5.804,-4.916,-2.955,-2.623,-1.931
20140702,-7.404,-6.108,-4.088,-3.659,-3.832,-2.609
20140703,-9.559,-4.941,-3.386,-2.735,-2.578,-2.22
20140707,3.596,4.464,3.501,2.631,2.761,1.993
20140708,11.623,8.296,5.702,4.583,4.555,2.715
20140709,-11.259,-7.113,-5.203,-2.879,-3.168,-2.482
20140710,15.918,11.59,8.471,5.578,4.412,2.597
20140711,-11.314,-6.957,-5.328,-3.633,-2.21,-1.495
20140714,-15.849,-10.226,-8.373,-5.804,-3.872,-3.923
20140715,-0.254,1.541,1.323,1.352,0.82,1.058
20140716,-14.926,-9.068,-5.825,-4.087,-3.345,-2.443
20140717,82.703,48.364,33.662,17.131,14.011,11.169
20140718,-31.067,-21.152,-17.538,-10.199,-8.81,-7.589
20140721,-2.611,0.622,1.757,0.747,0.507,2.428
20140722,-12.37,-8.712,-5.932,-3.48,-2.935,-2.119
20140723,-6.521,-1.643,-0.3,1.071,1.484,1.579
20140724,-5.419,-2.069,0.227,1.906,1.314,0.95
20140725,9.968,7.93,6.314,3.027,2.134,2.536
20140728,-7.092,-5.903,-3.628,-2.074,-1.233,-1.819
20140729,4.329,2.656,0.995,1.595,1.779,0.85
20140730,0.689,0.46,-0.319,-0.773,-0.858,-0.791
20140731,83.022,51.284,33.774,22.171,15.274,13.391
20140801,-1.342,2.867,2.978,3.235,2.971,3.244
20140804,-30.227,-19.647,-13.888,-9.264,-6.38,-4.723
20140805,29.826,18.071,15.411,9.594,9.079,7.842
20140806,-7.689,-3.598,-1.287,1.043,1.643,2.03
20140807,2.937,3.331,2.478,2.397,1.905,2.098
20140808,-11.586,-8.359,-7.129,-4.561,-5.382,-6.07
20140811,-19.258,-14.635,-11.719,-7.298,-6.207,-4.873
20140812,-4.95,-3.885,-2.281,-0.765,0.091,0.232
20140813,-17.392,-12.995,-10.831,-6.783,-5.311,-4.632
20140814,-7.622,-6.877,-5.581,-5.093,-3.605,-3.465
20140815,12.014,2.261,0.313,0.828,0.267,0.306
20140818,-25.322,-14.408,-10.064,-7.035,-6.369,-5.687
20140819,-2.046,-3.504,-3.314,-2.231,-1.816,-1.291
20140820,-9.328,-1.278,-0.988,-0.515,-0.748,-0.88
20140821,-3.689,-4.693,-2.938,-0.97,-1.428,-1.026
20140822,-6.819,-2.749,-0.938,-0.246,-0.093,-0.289
20140825,-11.102,-4.907,-3.97,-3.026,-2.246,-1.843
20140826,-0.408,-1.374,-0.311,0.909,1,0.826
20140827,-3.445,0.725,1.588,1.297,1.515,1.932
20140828,-0.217,1.881,2.085,2.237,2.318,1.821
20140829,-4.771,-1.177,-0.997,0.349,0.488,0.266
20140902,-12.638,-4.747,-2.447,-1.116,-0.807,-0.871
20140903,-2.963,-1.583,-1.463,-0.15,-0.24,-0.628
20140904,1.996,0.146,1.073,-0.123,0.478,0.805
20140905,-11.923,-9.744,-8.05,-4.928,-3.587,-3.339
20140908,-0.375,-0.205,-0.638,0.31,0.763,0.966
20140909,14.677,9.588,6.75,3.383,3.109,3.061
20140910,-8.001,-5.6,-4.619,-1.909,-1.932,-1.838
20140911,-5.763,-3.108,-1.61,-0.883,-0.483,-0.509
20140912,8.704,6.733,4.935,2.685,1.433,1.402
20140915,2.087,2.269,2.654,1.631,0.897,0.99
20140916,-14.467,-12.072,-8.759,-4.694,-4.069,-3.462
20140917,-11.517,-6.814,-6.31,-3.031,-2.705,-1.989
20140918,-8.642,-6.905,-4.465,-2.662,-1.81,-1.719
20140919,-4.445,-0.114,-0.221,-0.509,-0.128,-0.063
20140922,15.067,11.72,9.6,7.702,5.378,4.976
20140923,13.196,8.537,6.282,2.115,2.482,2.698
20140924,-16.999,-9.459,-7.997,-3.797,-3.944,-3.523
20140925,54.996,29.064,21.912,11.867,11.421,7.277
20140926,-16.465,-9.64,-8.286,-5.665,-3.619,-2.347
20140929,-0.673,4.81,5.258,4.114,4.163,3.914
20140930,2.113,2.626,0.951,0.923,0.958,0.098
20141001,9.58,8.324,8.627,6.468,5.546,4.527
20141002,-11.893,-7.61,-5.928,-3.52,-2.492,-1.461
20141003,-11.966,-13.541,-10.799,-8.048,-6.302,-5.514
20141006,-2.812,-0.355,0.511,0.403,0.19,0.137
20141007,35.244,23.711,17.882,12.067,8.641,7.161
20141008,-13.491,-13.346,-13.162,-8.278,-7.274,-5.891
20141009,71.129,40.286,30.287,19.062,13.275,11.484
20141010,23.452,21.931,18.303,12.41,10.73,9.024
20141013,29.499,25.175,19.725,13.997,12.668,11.433
20141014,-5.23,-4.431,-1.529,-1.493,-2.287,-2.65
20141015,5.424,3.365,4.56,5.537,4.225,2.741
20141016,2.531,1.438,2.099,1.936,1.266,0.932
20141017,-20.781,-15.439,-13.206,-10.749,-8.874,-8.203
20141020,-30.08,-19.93,-15.239,-7.461,-6.46,-5.501
20141021,-10.085,-12.545,-12.334,-8.837,-8.499,-6.896
20141022,23.015,13.917,13.545,8.857,7.445,7.118
20141023,-13.771,-12.103,-8.569,-6.667,-6.409,-5.298
20141024,-5.268,-3.516,-3.785,-3.805,-1.838,-1.295
20141027,-10.606,-7.522,-5.844,-2.869,-2.164,-2.537
20141028,-15.099,-14.115,-12.266,-7.908,-6.765,-5.657
20141029,0.394,0.302,1.49,0.832,0.857,1.83
20141030,-3.303,-3.1,-0.036,-0.276,-0.758,-1.379
20141031,-3.825,-3.779,-2.095,-2.905,-1.722,-1.4
20141103,-3.687,0.567,0.922,1.13,0.278,0.444
20141104,-1.803,-1.466,-0.672,1.716,2.123,2.338
20141105,-8.57,-4.88,-3.748,-1.657,-1.387,-1.146
20141106,-6.886,-9.399,-4.879,-3.859,-3.16,-3.04
20141107,-14.451,-8.293,-6.146,-3.694,-2.652,-2.244
20141110,-17.77,-11.655,-8.997,-6.587,-5.368,-4.457
20141111,0.563,-0.991,-0.207,-0.418,-0.628,-0.566
20141112,-2.672,1.356,2.213,1.874,1.322,0.398
20141113,3.793,0.988,0.931,1.127,1.027,1.383
20141114,-9.108,-2.562,-1.5,-0.311,-0.048,-0.702
20141117,-7.791,-4.286,-4.27,-1.846,-1.474,-1.121
20141118,-3.857,-2.236,-3.115,-1.482,-1.143,-0.842
20141119,-0.319,2.003,3.032,2.052,1.936,1.769
20141120,-8.118,-3.455,-1.978,-0.155,0.411,0.089
20141121,-9.781,-6.398,-4.064,-1.544,-1.444,-0.748
20141124,-15.312,-9.482,-5.502,-4.158,-2.696,-2.606
20141125,-7.915,-1.358,-1.617,-0.285,0.192,0.645
20141126,-6.549,-3.47,-2.323,-1.224,-0.938,-0.588
20141128,15.856,8.353,4.846,2.877,2.131,2.01
20141201,-2.315,3.332,2.859,2.006,0.648,-0.244
20141202,-18.713,-12.273,-7.559,-4.63,-3.64,-3.088
20141203,-10.028,-6.32,-4.935,-3.637,-2.956,-4.245
20141204,-2.862,-1.025,-0.541,0.226,0.728,1.956
20141205,-11.659,-5.768,-3.806,-1.911,-1.534,-1.298
20141208,22.426,13.195,9.881,7.338,6.616,5.937
20141209,4.82,1.366,1.57,1.557,1.725,1.413
20141210,63.638,39.951,45.963,15.431,19.616,30.622
20141211,6.306,8.399,-3.51,7.915,-0.387,-11.284
20141212,26.681,16.192,17.091,12.859,14.677,17.423
20141215,-18.954,-11.546,-8.51,-4.097,-6.033,-7.046
20141216,32.447,21.062,19.045,12.447,8.796,7.761
20141217,-23.634,-18.883,-20.083,-15.592,-14.41,-12.218
20141218,-8.612,-10.387,-10.742,-8.336,-7.992,-7.562
20141219,-7.304,-5.543,-4.675,-2.854,-1.389,-0.9
20141222,-20.637,-13.805,-9.099,-5.059,-4.662,-3.266
20141223,-6.291,-4.584,-2.317,-1.292,-0.247,0.017
20141224,-10.283,-5.917,-5.922,-1.904,-1.437,-0.889
20141226,-0.977,-1.345,-0.818,-1.443,-1.658,-1.478
20141229,-7.255,-6.124,-4.115,-3.887,-3.308,-2.153
20141230,6.922,8.099,4.539,4.539,3.349,1.971
20141231,40.023,28.412,18.389,14.533,10.649,9.019
20150102,-23.476,-12.099,-9.263,-6.237,-4.71,-4.009
20150105,32.537,20.681,16.532,10.89,9.759,8.94
20150106,7.495,5.182,3.428,2.407,3.177,2.561
20150107,-14.176,-11.908,-9.14,-7.117,-5.876,-4.482
20150108,-14.992,-12.226,-10.611,-9.549,-8.014,-5.862
20150109,2.843,6.195,5.768,2.915,2.155,2.43
20150112,12.32,9.331,8.528,7.117,4.376,3.191
20150113,6.973,6.264,5.804,3.716,3.297,2.682
20150114,10.505,4.87,3.736,2.5,2.272,1.342
20150115,7.762,5.054,3.785,2.324,1.716,1.372
20150116,-8.961,-10.304,-8.406,-4.814,-3.225,-2.751
20150120,-16.571,-6.868,-6.961,-3.549,-3.369,-4.622
20150121,-13.119,-9.043,-4.69,-6.34,-4.256,-1.212
20150122,-17.322,-17.329,-12.901,-8.728,-7.505,-7.312
20150123,-1.536,1.965,2.94,0.73,0.732,1.221
20150126,-19.389,-12.878,-9.225,-5.076,-3.22,-2.347
20150127,32.423,18.399,11.214,9.302,7.09,5.084
20150128,25.235,19.607,13.309,10.527,9.686,9.992
20150129,-9.193,-6.695,-6.381,-6.051,-5.203,-5.571
20150130,34.16,25.717,18.802,13.909,10.705,9.28
20150202,-27.32,-17.444,-12.658,-9.022,-6.806,-5.9
20150203,-17.649,-13.808,-10.566,-7.806,-6.602,-6.445
20150204,6.612,7.971,5.835,3.617,3.597,3.247
20150205,-11.348,-10.277,-7.356,-2.684,-3.164,-4.343
20150206,12.004,13.35,11.399,8.805,6.943,4.025
20150209,-6.687,-4.334,-0.282,-0.495,2.735,11.958
20150210,-14.23,-12.038,-10.488,-7.25,-6.902,-9.562
20150211,-2.551,0.184,1.031,0.037,-0.748,-3.025
20150212,-19.801,-15.594,-13.338,-9.634,-7.963,-8.134
20150213,-9.987,-3.569,-2.094,-2.532,-2.793,-3.195
20150217,-4.786,-6.874,-4.556,-1.158,-0.676,2.65
20150218,-8.976,-3.541,-0.852,-0.762,0.001,0.165
20150219,-7.597,-6.056,-7.968,-0.476,-0.094,0.089
20150220,-10.68,-9.567,-6.282,-5.479,-3.92,-5.695
20150223,-11.983,-7.827,-4.804,-3.052,-1.881,-1.644
20150224,-15.808,-12.031,-8.342,-7.178,-7.655,-5.15
20150225,-3.088,-1.022,-0.551,-0.052,-1.212,0.455
20150226,-1.11,-1.17,-0.46,0.093,-0.149,0.825
20150227,-8.798,-2.349,-1.206,-0.544,0.853,-2.947
20150302,-19.858,-12.672,-8.736,-7.754,-8.204,-1.249
20150303,8.819,5.283,3.759,3.421,4.906,4.891
20150304,4.184,1.647,0.842,0.964,1.69,-2.588
20150305,-7.531,-6.261,-4.274,-3.274,-2.484,1.985
20150306,30.497,19.738,14.974,7.793,5.337,1.682
20150309,-12.504,-11.238,-8.124,-4.972,-3.967,-6.033
20150310,27.568,17.14,12.9,7.66,6.073,8.07
20150311,2.52,3.519,4.413,3.895,2.147,0.992
20150312,-12.099,-12.275,-9.927,-8.607,-5.662,-1.39
20150313,3.121,3.884,3.321,1.967,1.448,0.771
20150316,-6.342,-6.231,-7.384,-5.306,-5.858,-0.438
20150317,0.153,0.027,1.566,2.176,2.155,-2.267
20150318,-17.666,-12.098,-10.302,-6.67,-6.703,-1.424
20150319,-1.081,0.302,1.988,2.933,4.311,-5.157
20150320,-12.796,-6.045,-4.751,-2.81,-2.98,5.804
20150323,-10.073,-7.69,-4.805,-1.856,-1.388,-0.976
20150324,2.952,4.556,2.184,1.175,2.389,2.057
20150325,37.311,17.588,14.403,8.984,5.648,5.087
20150326,-0.057,-0.033,-0.831,-1.732,-1.16,-0.416
20150327,-10.716,-6.722,-4.903,-2.953,-1.765,-1.077
20150330,-10.939,-11.549,-7.987,-4.68,-4.205,-3.667
20150331,13.381,9.422,7.888,6.502,5.464,4.116
20150401,-1.545,-0.617,0.734,1.598,1.266,1.538
20150402,-13.789,-7.581,-6.449,-4.293,-3.321,-3.045
20150406,-10.833,-9.414,-7.36,-4.741,-3.168,-1.598
20150407,-3.058,-1.896,-1.204,-0.634,-0.185,-0.5
20150408,-11.075,-6.906,-4.445,-2.346,-2.305,-1.719
20150409,-12.924,-11.605,-7.845,-5.571,-4.25,-3.201
20150410,-7.971,-6.846,-5.673,-5.188,-3.662,-3.147
20150413,6.709,8.54,6.548,3.911,2.974,2.268
20150414,-7.23,-6.393,-3.782,-1.607,-0.645,-0.904
20150415,-13.385,-8.688,-7.009,-4.019,-2.914,-1.828
20150416,-6.234,-3.253,-2.991,-1.194,-0.335,-0.347
20150417,23.123,14.92,11.272,6.976,6.521,4.107
20150420,-18.144,-13.372,-11.714,-6.583,-5.407,-3.661
20150421,-2.46,-1.855,-1.671,-0.492,-0.232,0.311
20150422,-9.232,-5.129,-3.818,-3.633,-3.193,-1.626
20150423,-3.556,-3.254,-1.928,-0.54,-0.41,-0.167
20150424,-4.964,-1.732,-0.84,0.335,0.185,1.006
20150427,2.985,5.069,3.858,1.892,1.267,0.24
20150428,-11.761,-8.335,-6.801,-3.765,-3,-1.727
20150429,5.641,2.872,2.954,1.784,0.678,0.614
20150430,26.881,14.263,11.154,6.384,5.155,3.281
20150501,-18.418,-15.217,-13.253,-8.717,-5.904,-6.007
20150504,-12.689,-5.643,-2.839,-1.203,-2.315,-0.521
20150505,23.521,16.052,12.429,6.04,4.999,3.025
20150506,6.087,4.815,3.456,1.273,2.281,1.143
20150507,-0.767,-0.265,-1.214,-1.173,-0.038,-0.339
20150508,-22.494,-15.218,-12.837,-9.599,-5.259,-6.137
20150511,0.849,3.055,2.324,2.462,-0.509,1.539
20150512,0.522,-0.61,-0.975,0.704,0.637,0.007
20150513,-5.711,-5.19,-3.422,-1.66,-1.255,-0.952
20150514,-7.434,-7.334,-6.56,-4.318,-3.635,-2.371
20150515,-11.289,-3.592,-3.028,-1.398,-0.831,-0.325
20150518,-8.481,-7.756,-5.612,-4.203,-3.24,-2.24
20150519,-2.318,-1.795,0.015,-1.95,-2.191,-2.588
20150520,-4.583,-3.086,-3.853,-2.388,-2.03,-2.598
20150521,-12.27,-8.441,-8.49,-4.385,-3.336,-2.594
20150522,-4.264,-1.423,-0.549,-0.008,-0.163,-0.29
20150526,20.751,13.952,9.345,6.11,5.352,4.392
20150527,-11.465,-10.271,-9.344,-5.544,-4.817,-3.784
20150528,0.826,0.937,1.227,1.407,1.374,0.846
20150529,3.569,2.982,2.261,1.994,1.521,1.416
20150601,-8.439,-5.134,-2.897,-1.722,-1.05,-0.671
20150602,-1.432,1.57,1.954,1.259,0.625,0.07
20150603,-7.86,-5.717,-4.09,-2.252,-0.822,-0.378
20150604,20.221,13.024,11.273,6.706,5.161,4.421
20150605,-13.16,-6.993,-5.773,-3.25,-1.945,-1.176
20150608,3.058,3.775,4.537,2.532,1.648,1.278
20150609,-9.807,-6.188,-4.575,-2.797,-2.293,-1.834
20150610,-7.478,-9.942,-8.537,-6.001,-5.475,-5.256
20150611,-12.111,-6.383,-5.128,-3.345,-2.851,-2.274
20150612,11.114,6.015,5.421,2.951,1.982,1.683
20150615,13.526,10.004,7.354,5.151,3.827,3.159
20150616,-6.612,-3.789,-3.122,-1.519,-0.61,-0.26
20150617,-9.896,-6.946,-4.369,-2.756,-1.553,-1.211
